speaker,line,words
BOOM,"I remember me and him all the way back to kindergarten. He was, eh, I dunno. He was like a brother or something. And we had some good times. Good times that I’ll never forget. Junk like that. Right now we all gotta stick together and protect each other, that’s what Bruno would’ve wanted. ‘Cuz they say the cult is gonna come and try and get some more of us and, we can’t let that happen. So we gotta kick some butt. We gotta kick some butt,…like I’m sure Bruno’s doing in heaven right now.",95
TERRI,"Boom, are you okay?",4
BOOM,Yeah.,1
MARGI,That was beautiful.,3
BOOM,Yep.,1
TERRI,So did you hear who the cult is supposed to be coming after next?,14
MARGI,A blonde virgin.,3
BOOM,"C’mon, I’ll give you guys a ride home.",8
TERRI,"Your mom is always saying ‘wait until you’re married, don’t just give it away’.",14
MARGI,"Yeah, and then some cult member wants to kidnap you and sacrifice you because you are a virgin. Oh, God. I mean, how do they even know if you really are a virgin?",33
TERRI,I don’t know. I don’t even want to think about it.,11
MARGI,"You’re not a virgin, are you, Boom?",7
BOOM,"Eh, no.",2
TERRI,"You know, maybe if we weren’t virgins, we wouldn’t be so scared.",12
POLICEMAN,Over here!,2
POLICEWOMAN,Is he dead?,3
POLICEMAN,"Yeah, it looks like he hung himself.",7
MARGI,He loves me.,3
TERRY,He loves me not.,4
MARGI,He loves me.,3
TERRY,He loves me not.,4
MARGI,He loves me.,3
TERRY,He loves me not.,4
MARGI,He loves me.,3
TERRY,He loves me not.,4
MARGI,He loves me.,3
TERRY,Not.,1
SCULLY,The map says to turn right at the intersection.,9
MULDER,The detective who contacted me told me to turn left.,10
SCULLY,At the intersection?,3
MULDER,Stoplight.,1
SCULLY,"This isn’t a stoplight, it’s a stop sign.",8
MULDER,"Well, I’m sure she meant stop sign.",7
SCULLY,A turn right.,3
MINISTER,"What more can I say about the loss of a young man like Jay Deboom, that the sadness in each of our own hearts does not express more poignantly. A few people have asked if they might come up and share some of their own personal remembrances of Jay. And I’d like to invite them to come forward at this time and share some of those thoughts.",67
WHITE,"His friends called him ‘Boom’, quarterback in the football team, he was well liked, a leader and he was looking forward to college until he was found hanging in the woods two days ago, the third high school boy in as many months.",43
MULDER,And your fact sheet said that there’s strong suspicions of a satanic cult at work?,15
WHITE,"That’s the popular opinion around here. Wildly popular, actually.",9
SCULLY,Based on what evidence?,4
WHITE,Various eye-witness accounts of satanic rituals being conducted.,8
SPEAKER,"I remember me and Boom back at kindergarten, he was, I dunno, like a brother, or something.",17
SCULLY,And you have physical evidence of these rituals being conducted?,10
WHITE,"No. No, just the murder victims.",6
SCULLY,So you have nothing concrete to connect these things to Satanists.,11
WHITE,nan,1
MULDER,"If, eh, you detect a hint of skepticism or incredulity in agent Scully’s voice, that’s because of the overwhelming evidence gathered by the FBI debunking virtually all claims of ritual abuse by satanic cults.",34
WHITE,Is that true?,3
MULDER,Don’t ask me…,3
SCULLY,"Our research has proven that most of these accounts are false or imagined. That, eh, the trauma or mental illness that is often linked to satanic cults is a result of denial, hysteria and misplaced blame.",36
WHITE,"Well, you’re gonna have a hard time convincing the locals of that, especially after hearing the stories of two girls that were there the night Boom died.",27
SCULLY,Who interviewed them?,3
WHITE,I did.,2
SCULLY,Together or separate?,3
WHITE,Together. Why?,2
SCULLY,"Well, then you have no way of determining whether or not the stories are fabricated.",15
WHITE,"No, no, these are good kids we’re talking about. Outstanding students, and the details they gave, I doubt they could have made them up.",24
SCULLY,"Let me guess, they told you about a wild beast entering in on a black mass, the drinking of blood, the sacrifice of an infant,…or a blonde virgin.",28
WHITE,"Yeah, that’s right, excuse me.",5
SCULLY,Where is she going?,4
MULDER,"You don’t suppose she’s a virgin, do you?",8
SCULLY,I doubt she’s even a blonde.,6
BOB,"How long are we going to stand by and watch our children die, while Satan’s soldiers run free in this city?",21
WHITE,"Bob, this is no time to…",6
BOB,No time? No time?,4
WHITE,"Hé, Bob, this is not the place for this.",9
BOB,"My wife can’t sleep at night, my kids say they can feel Satan’s presence.",14
BOB,"We gotta, we gotta.., wake up and take action people, we gotta cast the Devil out of our community.",19
WHITE,"Allright, everybody, stay calm.",4
MULDER,Maybe we’re just imagining that.,5
TERRI,"My name is Terry Roberts, I go to Grover Cleveland Alexander High school, I’m a senior with a 3.98 grade point average.",22
MARGI,"I’m Margi Kleinjan, I go to Grover Cleveland Alexander High school, I’m a senior with 3.75 grade point average. I’m on the cheerleading yell squad with my best friend Terri.",30
TERRI,I’m on the cheerleading yell squad with my best friend Margi and we plan to go to college together in the fall.,22
SCULLY,"Yeah, could you tell me again exactly what happened the night of Jay Deboom’s death?",15
TERRI,"Boom, Jay, was giving us a ride home in his truck, when all of a sudden he swerved off the road.",21
MARGI,"Like, he had been possessed or something. And he made us get out of the car, and walk to a clearing, where, people were wearing black robes and holding black candles. I couldn’t see their faces underneath their hoods, but, I knew they up to no good.",47
SCULLY,How did you know they were up to no good?,10
TERRI,"Well, they were all standing around this altar, and one of them had a long knife, with a snake’s head on the handle, ruby eyes. And I thought first we were dead, because we’d heard that they were gonna sacrifice a blonde virgin,",43
MARGI,"But instead they just pulled out this little crying baby, and put it on the altar, and the man with the knife started saying some kind of prayer.",28
TERRI,"He was chanting and he was saying stuff about how they were gonna sacrifice the baby, because it hadn’t been christened yet. And how they were gonna bury it in a mass grave on the outskirts of town, with all the other babies that they’d killed, and…",47
TAPE OF MARGI,"And, the whole group was chanting and saying things. And the man with the knife raised the knife up over the baby, and that’s when Terri and I just ran for our lives.",33
WHITE,"The two stories are virtually identical, the one corroborates the other.",11
SCULLY,"I don’t suppose there have been any actual reports of stolen infants, or mass graves being uncovered anywhere in town, or that you found an alter, or any other evidence of a black mass?",34
WHITE,"No, no, in fact, we haven’t.",6
SCULLY,"The problem is, that the details of these accounts could have been taken from any newspaper or magazine. As horrific as they sound, the stories that these girls told are common, even cliché.",33
MULDER,"If you detect a hint of impatience in agent Scully’s voice, that’s because the FBI’s study also found that in most cases, like the McWarren preschool trial, witnesses were often prompted in their statements by rumors of stories that were being circulated and that there was in fact nothing to support them.",52
WHITE,How do you explain the burning coffin at the funeral?,10
MULDER,Don’t ask me…,3
SCULLY,"There have been incidents where the embalming fluid used to preserve the body have caused chemical reactions and produced heat and burning, I, I see nothing here that would suggest otherwise.",31
WHITE,What is that?,3
SCULLY,What’s what?,2
WHITE,"That pattern, here, on his chest.",6
MULDER,"Yeah, I see it, it looks like a, eh, goat, some kinda horned beast.",14
SCULLY,A horned beast?,3
MULDER,"Yeah, right here, in this circle.",6
SCULLY,I think you guys are seeing something that isn’t there.,10
WHITE,"No, no, right here, look, you see, the horns are right there.",12
SCULLY,"No, I don’t see the horns right there.",8
WHITE,I assume you’ll call me if you need anything further.,10
MULDER,"If it’s no bother, if it’s not too big a deal, maybe you can get me a few photographs of that thing which bears absolutely no resemblance to a horned beast.",31
SCULLY,"Sure, fine. Whatever.",3
MULDER,"Oh, hi.",2
WHITE,"Eh, hi. What are you doing with my cat?",9
MULDER,"He was scratching to get in and I thought, with the threat of satanic animal sacrifices looming, maybe you should keep him inside.",23
WHITE,I thought the FBI’s research would’ve debunked that theory.,9
MULDER,"Eh, first off, I’d like to apologize for my partner’s rude behavior, she tends to be rather rigid, but, but rigid in a wonderful way, not like she was today. Personally, I’d like to try to keep a more open mind.",41
WHITE,"So, what are you doing at my house?",8
MULDER,I was hoping you could help me solve the mystery of the horny beast.,14
ZIRINKA,"Let me make sure I heard you right, you say you see horns.",13
MULDER,"Do you see a, a goat here, some kinda beast?",10
ZIRINKA,"This is a trick, right, to try and entrap me.",10
WHITE,Nobody is trying to entrap you.,6
ZIRINKA,"Eh, yeah, right. There are a lot of loonies running around this town that like to think that I’m a Satanist. But the truth is, I’m just a number cruncher, trying to make an honest living.",36
MULDER,"Well, what do you think is going on, if I may ask?",12
ZIRINKA,"Well, I think the whole town’s lost its marbles. I should’ve been the first to see it coming, but, it’s hard being a small business owner, I mean, you should see the paperwork.",33
MULDER,What do you mean ‘seen it coming’?,7
ZIRINKA,"Well, we’re heading into a rare planetary alignment, where Mercury, Mars and Uranus are extreme influences.",16
MULDER,On what?,2
ZIRINKA,"Office hours are nine to five, all major credit cards accepted.",11
TERRI,Craig Wilmore.,2
MARGI,"Hate him, roger.",3
TERRI,Points up for his dermatology gene.,6
MARGI,Can it be true that these people will soon be adults bringing new life into this world?,17
TERRI,I’m so depressed.,3
TERRI,"Hi, Scott. Scott Simic, babe-a-licious in .",6
MARGI,Minus the Brenda-appendage.,3
TERRI,Hate her.,2
MARGI,"Hate her, wouldn’t wanna date her.",6
BOY,"Oh, hé, sorry.",3
TERRI,Hate him!,2
MARGI,"Hate him, wouldn’t wanna date him!",6
SCULLY,What happened?,2
WHITE,Another young man has died.,5
MULDER,"An electrical surge caused a power failure, but somehow activated the motor that retracts the blenches and he got caught inside of them.",23
AN AGENT,"Detective White, can I see you?",6
WHITE,Excuse me.,2
SCULLY,You weren’t in your motel room.,6
MULDER,I went to follow up a lead with detective White.,10
SCULLY,I see.,2
MULDER,You see what?,3
SCULLY,"Look, we’ve been working together for, what, two years now? We have different opinions, but I didn’t expect you to ditch me.",22
MULDER,I didn’t ditch you!,4
SCULLY,"Fine, whatever.",2
