speaker,line,words
"BRADDOCK HEIGHTS, MARYLAND; APRIL 27; 10",16 PM,2
JOSEPH PATNIK,"All right, you bastard. Evil... rotten... son of a... There you go! Your killing days are over! No... no! No!",20
OFFICER #1,Put your hands in the air. Keep them where I can see them. We got a call. You want to tell us what you're doing out here? Sir?,28
OFFICER #2,Turn over. Damn amp-head.,4
OFFICER #1,"Oh lord... Jimmy, check this out.",6
JOSEPH PATNIK,Sarah? Sarah!,2
"WASHINGTON, D.C.; APRIL 29; 2",12 AM,2
MULDER,Our blind date's not off to a good start. I've been waiting here nearly two hours.,16
PLAIN-CLOTHED MAN,I was asked to make sure you weren't followed.,9
MULDER,"It's just you, me, and the drug dealers.",8
PLAIN-CLOTHED MAN,This area's always been known for it's criminal element.,9
MULDER,Especially when Congress is in session. What's this?,8
PLAIN-CLOTHED MAN,Something you'll want to follow.,5
MULDER,Follow where?,2
PLAIN-CLOTHED MAN,That's all I have for you.,6
MULDER,"What do you mean, that's all you have for me? I get an anonymous e-mail to come meet you here in the middle of the night, I don't know who you are or what you want.",36
PLAIN-CLOTHED MAN,I don't have any obligation or desire to give you any answers. I'm not one of your sources.,18
MULDER,Then you're just a messenger boy?,6
PLAIN-CLOTHED MAN,"It's late, Agent Mulder. Go home. Get some sleep.",9
MULDER,Who told you to contact me? How do I know I'm not being played?,14
PLAIN-CLOTHED MAN,I guess you don't.,4
MULDER,"Well, then you can go ahead and recycle that, then.",10
PLAIN-CLOTHED MAN,"I've been asked to tell you... you walk away from this, more people will die.",15
SCULLY,"Sorry, I would've gotten here sooner but the Beltway was a parking lot. What's going on?",16
MULDER,"Multiple homicide, a bizarre one. That's Joseph Patnik. He murdered five people, all of whom he insists was the same man.",21
SCULLY,What do you mean?,4
MULDER,"Well, he claims to have been killing the same man over and over again, that he wouldn't die.",18
SCULLY,Does he have a history of mental illness?,8
MULDER,"Not that I know, but I only just got this case yesterday.",12
SCULLY,"So, what's the X-File?",4
MULDER,"In Patnik's neighborhood two weeks ago, a baby-sitter attacked the two children she was minding. She told the police she thought they were wolves.",24
SCULLY,And police found no other motive for either of these attacks?,11
MULDER,"Not so far, no.",4
STROMAN,"Agent Mulder? Hi, I'm Doctor Stroman.",6
MULDER,"Doctor Stroman, this is my partner, Special Agent Scully.",9
SCULLY,Hi.,1
STROMAN,Hello.,1
SCULLY,You're the physician in charge?,5
STROMAN,"Yeah, they called me in from D.C. to try and develop a clear diagnosis for the court.",17
MULDER,Have you?,2
STROMAN,"I wish I could say ""yes.""",6
SCULLY,Has he been sedated?,4
STROMAN,"I've got him on heavy thorazine, but it only seemed to knock him back a notch or two.",18
MULDER,He seems pretty manageable to me.,6
STROMAN,"It may be some form of organic delusional syndrome, possibly due to chronic metamphetamine abuse. I don't know, but, uh, he is prone to outbursts.",25
MULDER,Who called you down on this case?,7
STROMAN,"A Doctor Kahn from the, uh, Department of Social Health Services.",11
MULDER,Could we speak to him?,5
STROMAN,"I don't think he's in today, but I can certainly check for you. Orderly!",14
ORDERLY #1,Take it easy...,3
ORDERLY #2,"Calm down, Mister Patnik.",4
JOSEPH PATNIK,"No! No! No, no, no! He's here!",7
TELEVISION NEWSCASTER,...Miriskovic personally ordered the rape and murder of thousands of innocent civilians in wartorn regions of the former Yugoslavia. Reporting...,20
SCULLY,"You said you got this case last night, where did it come from?",13
MULDER,Came from an outside source.,5
SCULLY,"Who? This outside source, Mulder, what's his interest in this case? What does he want us to uncover?",18
MULDER,I don't know.,3
SCULLY,And you're not suspicious that we're being used?,8
MULDER,"We've got dead bodies and confessed murderers. If we're being used, it's to find out the connection. That's what I'm interested in. Isn't this a school day?",27
BOY #1,We didn't cut.,3
BOY #2,We got a pass.,4
MULDER,You got a pass to come in here and eat these people's food and watch their TV?,17
BOY #1,No.,1
BOY #2,Are we in trouble now?,5
SCULLY,How'd you get in here?,5
BOY#1,Through the window. They leave it open for the cat.,10
MULDER,"Well, maybe you should head back to school. No, no, no, use the front door.",15
SCULLY,"Mulder. Look at this, there must be hundreds of videos here.",11
MULDER,Anything good?,2
SCULLY,"All I see are recordings of cable news shows. They're all dated and in chronological order. You know, that's what Patnik was watching at the hospital when he went all wiggy. What if there's some connection?",36
MULDER,Between what he saw and what he recorded and what he did?,12
SCULLY,You're the one who's interested.,5
MULDER,I just watched thirty-six hours of Bernard Shaw and Bobbie Batista. I'm about ready to kill somebody too.,18
SCULLY,"I'm going to show you something. These tapes are dated April nineteenth, April twenty-first and April twenty-third. Each corresponds to a night that Patnik committed a murder.",27
MULDER,What's on the tapes?,4
SCULLY,"Among other things, a one-hour special report on the atrocities in Bosnia, a report that prominently features Lladoslav Miriskovic.",19
MULDER,The same guy that started Patnik screaming in the psych ward?,11
SCULLY,"And my guess is that once I review the tapes for the night that Patnik killed his wife, that I'll find that report there as well.",26
MULDER,"So you think that because Patnik saw this war criminal on television, he was somehow inspired to go out and murder these people?",23
SCULLY,"Well, recent studies have linked violence on television to violent behavior.",11
MULDER,"Yeah, but those studies are based on the assumption that Americans are just empty vessels ready to be filled with any idea or image that's fed to them like a bunch of Pavlov dogs and go out and act on it.",41
SCULLY,"But they believe that the causal connections are there, Mulder.",10
MULDER,"They, studies have also shown causal connections between cow flatulence and the depletion of the ozone layer. What you're talking about is pseudo-science used to make political book.",28
SCULLY,"All I'm saying is that I think it's clear that, that the programs that Patnik watched somehow triggered his violent behavior.",21
MULDER,How?,1
SCULLY,"The doctor suggested amphetamine abuse. Maybe that coupled with, with the disturbing images he was watching, pushed him over the edge.",21
MULDER,"All I know is television does not make a previously sane man go out and kill five people, thinking they're all the same guy. Not even ""Must-See TV"" could do that to you.",33
SCULLY,"Okay, then how do you explain it?",7
MULDER,I can't. Not yet.,4
SCULLY,Where are you going?,4
MULDER,I'm going to get some sleep. Looks like you could use some too.,13
SCULLY,"No, I'm going to... watch the rest of these tapes. Just out of curiosity.",14
MULDER,"You have fun. Yes. I understand. All right. I've just been watching the tapes. I'll come outside. Right. Okay. No, she doesn't. No. Goodbye.",24
APRIL 20; 9,48 AM,2
GAME SHOW HOST,"Before we go any further, I'd like to... This beautiful washer-dryer! Tell them about it, Colonel.",16
GAME SHOW ANNOUNCER,This beautiful washer-dryer...,3
MULDER,Scully?,1
SCULLY,Yeah.,1
MULDER,I just got a call. There's been another murder.,9
SCULLY,"Yeah, I'll be right there.",5
MULDER,"It happened just less than an hour ago. It seems to match our pattern, a housewife gone berserk.",18
SCULLY,The car's been moved. Did you take it out last night?,11
MULDER,"No. Uh, I went out, and I got a paper this morning. Why?",13
SCULLY,"Nothing. Nothing, let's go see the crime scene.",8
MULDER,"Okay, thanks, Detective.",3
DETECTIVE,"You're welcome. I just talked to the detective in charge. The shooter is Helene Riddock, age forty-two. They took her to lock-up.",22
SCULLY,What happened?,2
MULDER,She looked out the window and claims she saw her husband in the hammock... with a blonde.,17
SCULLY,That blonde?,2
MULDER,"Yeah, apparently, he was only taking a nap with his dog... But Mrs. Riddock swears she looked out the window and saw her husband in the hammock with a blonde woman.",31
SCULLY,"So, this woman killed her husband because she thought he was cheating on her?",14
MULDER,"This is not even her husband. Her husband's a long-haul trucker. He's been out of town for the last ten days. Mister John Gillness, it's her next-door neighbor. She didn't even have the right backyard. Helene Riddock lives over here. Scully?",41
SCULLY,"Yeah, let's check it out.",5
TELEVISION ANNOUNCER,"One of my favorites, he is so cute. ""The Little Traveler,"" normally a hundred-and-twenty-nine and that's what you're going to pay at the department stores, but here at Home Value Network...",31
MULDER,"""A thing of beauty is a joy forever..."" what do you think, Scully?",13
SCULLY,I think television plays a large part in both of these murderers' lives.,13
MULDER,"As it does in almost every American home, but television does not equal violence. I don't care what anybody says... Unless you consider bad taste an act of violence.",29
SCULLY,More tapes.,2
MULDER,Hang on a second. I'll be right back. Hey! Hey! Hey!,11
SCULLY,"Mulder, what are you doing?",5
MULDER,I'm coming down.,3
SCULLY,What is it?,3
MULDER,I found a cable trapper scrambler running from the pole into the house.,13
SCULLY,Maybe it's a job for Special Agent Pendrell and the Sci-Crime lab. You want it analyzed?,16
MULDER,"Yeah, I'll do it. It makes more sense for you to go down and interview Helene Riddock. Get her version of the story. Maybe she knows what this thing is. Is there a problem with that?",36
SCULLY,"No, that's, that's fine, I'm...",5
MULDER,Stay in touch.,3
BYERS,It looks a lot like a standard video trap for blocking premium cable channels.,14
