speaker,line,words
CAMERON MCPECK,"Almost home now, Jason. What do we say?",8
IRENE MCPECK AND JASON MCPECK,Sticks and stones may break my bones but words can never hurt me.,13
CAMERON MCPECK,"Keep your chin up, son. We'll get through this just fine.",11
REPORTER,"How do you feel, Jason?",5
DEPUTIES,"Back up, now......Boys, come on! Everybody back. Clear the car. Get back. Alan, you're in charge!",16
DEPUTY,"Okay, folks, come on out. You're safe now, don't worry. Just step out and stay in front of me. We'll get you in your house.",25
CAMERON MCPECK,"Come on, son.",3
DEPUTY,Just stay in front of me.,6
IRENE MCPECK,"There you go, sweetheart. If you need anything during the night... If you don't feel well you just ring that bell, okay?",22
JASON MCPECK,"Okay, Mom.",2
IRENE MCPECK,"Good night, Jason.",3
CAMERON MCPECK,"I know you're afraid. Maybe you think those people outside are right-- that we should take you to the hospital and let the doctors treat you. We could do that... and they might take away your cancer... and your body might feel better... but not your soul. It's God himself who gave you this illness, Jason, for reasons that are His. If you're to be well in body and spirit it's God who must come to deliver you.",78
FADE TO,nan,1
MULDER,"Good morning. Here's a story to warm the cockles of your heart, Scully. An 11-year-old boy, diagnosed with lymphatic cancer, cured with a miracle.",24
SCULLY,"Jason McPeck, Goochland, Virginia.",4
MULDER,Ah.,1
SCULLY,Yeah. His parents refused treatment on religious grounds. His faith forbids medical aid and so Jason's cure was delivered by angels.,21
SCULLY,"Well, spontaneous remission, Mulder, isn't completely unheard of. So-called miracle recoveries attributable to no clear cause or reason.",18
MULDER,It's not the miracle I'm suspicious of. It's the messenger. That came as an anonymous e-mail to me from the Defense Advanced Research Projects Agency.,25
SCULLY,DARPA.,1
MULDER,Someone at DARPA. How'd you hear about it?,8
MULDER,You subscribe to the Goochland Guardian?,6
SCULLY,No.,1
MULDER,So this just appeared miraculously on your doorstep this morning?,10
SCULLY,"As far as I can tell, I was the only one to whom it was delivered.",16
MULDER,Someone wants us on this case.,6
SCULLY,"It's not a case, Mulder.",5
MULDER,Not yet. I'm going to go back over to DARPA. You see what else you can find out about that boy.,21
MULDER,I've just got to know whether it was Roma Downey or Della Reese.,13
IRENE MCPECK,Yes?,1
SCULLY,"Hi, I'm Dana Scully with the, uh, Federal Bureau of Investigation. Are you Mrs. McPeck?",15
IRENE MCPECK,What can we do for you?,6
SCULLY,I'm here about your son.,5
CAMERON MCPECK,Are we under investigation?,4
SCULLY,"Ah, no. I was just hoping to better understand what happened to him. May I ask is he okay?",19
IRENE MCPECK,"Jason, we've got somebody to see you.",7
IRENE MCPECK,Tell her how you're feeling.,5
JASON MCPECK,I feel good. Just a little out of breath.,9
CAMERON MCPECK,You're looking at God's work. Jason's life owes to his Grace and exalts his name in the highest. Praise the Lord.,21
IRENE MCPECK,Praise the Lord.,3
JASON MCPECK,Praise the Lord.,3
SCULLY,And you say that you saw angels?,7
JASON MCPECK,Yes.,1
SCULLY,May I ask what they looked like?,7
JASON MCPECK,They looked like men. They came from the sky in a ball of light.,14
SCULLY,And what did they say?,5
JASON MCPECK,They said not to be afraid. Then one of them pinched me kind of hard and then I was better right away.,22
SCULLY,He pinched you? Where?,4
JASON MCPECK,Right here.,2
SCULLY,What the hell are you doing?,6
CSM,"God's work, what else?",4
SCULLY,Get out of my car!,5
CSM,I'd hoped for more accommodation toward the man that saved that young boy's life... and yours.,16
SCULLY,You got your light. Now get out.,7
CSM,"You're not at all curious? About the chip that's been put in that boy's neck? You, a medical doctor who has the same technology in your body? Has witnessed this wondrous ""miracle"" first-hand? I've taken considerable trouble to prove my intentions. The newspaper at your door. The e-mail to Mulder.",50
CSM,"The elaborate demonstration of curing this boy's cancer. You see, I'm dying myself.",13
CSM,A dying man who wants to make right; to share his secrets; to bequeath this cure to millions of others just like that boy.,24
SCULLY,So you want to give it to us.,8
CSM,"To you, Agent Scully. I've tired of Mulder's mule-headedness-- his foolish ideas of overthrowing the system.",16
SCULLY,You think I'm fooled by this?,6
CSM,"I've made you my offer. Agent Mulder hears a breath of this rest assured, I'll rescind it... take it to my grave.",22
"ALONE, SCULLY IS LOOKING AT THE CARD.  ONLY A PHONE NUMBER","202-555-1030. She picks up the phone, dials, lets it ring twice, then hangs up quickly. She looks at the card again. She thinks. She picks up the phone and dials.)",30
SCULLY,"Yes, I need a trace on a D.C. area phone number. I need an address.",15
VOICE ON PHONE,Thank you.,2
GUARD,May I help you?,4
SCULLY,"I'm sorry, I, uh, made a mistake.",7
GUARD,May I see some identification?,5
SCULLY,"Look, is this necessary? I just walked through the wrong door.",11
GUARD,"Your identification, please.",3
SCULLY,Look...,1
GUARD,Third floor.,2
CSM,"Agent Scully... please, sit.",4
CSM,I'm glad you came.,4
SCULLY,You obviously knew that I would.,6
