speaker,line,words
SKINNER,You in charge here?,4
LIEUTENANT KRASKOW,Lieutenant Kraskow. Is the Bureau taking over?,7
SKINNER,"You're welcome to any help that I can give you, but that's not why I'm here. What can you tell me?",21
LIEUTENANT KRASKOW,"Silent alarm tripped 30 minutes ago. We think there's one robber, armed. Probably a handgun. Definitely no pro or he would have been long gone. A single gunshot about 20 minutes ago. Blinds are down but we think we've got a body on the floor. But you're not here to take over?",52
SKINNER,Two of my agents might be in there.,8
PAM,Skinner! Skinner!,2
COP,Hold it right here.,4
SKINNER,Do I know you?,4
PAM,Stop this. Don't let this happen!,6
SCULLY,"You're in charge here, you know. It doesn't have to end like this.",13
BERNARD,"Yeah, it does.",3
SCULLY,Nooooooo!!!!,1
MULDER,Son of a...,3
MULDER,"Yes... Yes. curses under his breath and quickly walks out of his bedroom stepping over his athletic shoes. The phone rings. He tosses the useless cell phone to the floor in the living room and grabs a small pot from the kitchen and goes back to the bedroom, but trips over the athletic shoes and lands flat on the wet floor on his face and stomach. He slowly crawls to the phone and answers it. He puts the pot in position to catch the water.)",85
MULDER,Hello? …. It's coming through down there? … Ugh! … It's my damn waterbed. My damn waterbed sprung a leak. …I-I-I know I'm not supposed to have a waterbed. … I don't know what to tell you. … I-I think it was a gift. … All right.,47
MULDER,I know. I missed the meeting.,6
SCULLY,You didn't miss the meeting. You're extraordinarily late for the meeting. It's still going on.,15
MULDER,What are you doing down here?,6
SCULLY,"We took a short break and I came looking for you. What are you doing down here, Mulder?",18
MULDER,"I'm having the best damn day of my life. Any moment I'm about to burst into song-- ""Zip a dee doo dah."" My, uh, waterbed sprung a leak and shorted out my alarm clock. My cell phone got wet and crapped out on me and the check I wrote my landlord to cover the, uh, damages is going to bounce if I don't deposit my pay. You ever have one of those days, Scully?",74
SCULLY,"Since I've been working here? Yeah. When did you get a waterbed, Mulder?",13
MULDER,"Bank's just down the street. I'll be back in ten. Cover for me, will you?",15
SCULLY,When do I not?,4
DRIVER,Jerk!,1
BERNARD,Yeah? You want some? We good? Pam?,7
PAM,Go run your errand already.,5
BERNARD,Yeah. I just got to go pick something up. No biggie.,11
PAM,"Right, Bernard. No biggie.",4
BERNARD,I'll be ten minutes. Wait here for me.,8
BICYCLIST,"Hey, man, you need to watch it next time!",9
BERNARD,You watch it!,3
PAM,Right on schedule. Poor guy.,5
PAM,You never did that before.,5
AGENT ARNOLD,"Now, that's assuming these trends continue well into the coming year. Um, other D.O.J. projections estimate a larger, uh, two to three percent drop in the overall homicide rate versus the, uh, one to one and a half percent cited in the earlier, uh, Tanner study. However, there is some dispute that the, uh, statistical methodology in this latter study is not the D.O.J.-preferred methodology. In any case added variables make crime trends for the coming year particularly hard to predict.",81
SKINNER,The unpredictable future. Which brings us to Agent Mulder. Will he or will he not grace us with his report?,20
TELLER,"May I help the next in line, please?",8
CUSTOMER,I've got … a few transactions.,6
BERNARD,"Customers, face down! You know what this is!",8
WOMAN WHO NEEDS TO BE SLAPPED,"Oh, god.",2
BERNARD,You! On the floor!,4
WOMAN WHO NEEDS TO BE SLAPPED,"Oh, god, don't shoot us!",5
BERNARD,Shut up!,2
MULDER,You're the boss.,3
MULDER,It's all right.,3
BERNARD,"All right, I'm the boss! No silent alarms, no dye packs. Do it like the insurance company taught you. Start with the counter money. Quicker you go, quicker I go. Everybody else out here on the floor. Ahh! Leave the last one. No tricks. All right, come on. Come on.",50
MULDER,Zip a dee doo dah.,5
BERNARD,"All right, get your keys. Come around here. We're going to open up the ATM.",15
MULDER,"Hey, lock the doors. You forgot to lock the front door.",11
BERNARD,On the ground.,3
WOMAN WHO NEEDS TO BE SLAPPED,No!!!,1
SCULLY,Drop it! Drop it now!,5
BERNARD,You drop it!,3
BERNARD,You drop it.,3
SKINNER,Travel expense reimbursement. Who's got those figures? All I've got here is third and fourth quarter.,16
AGENT ARNOLD,No?,1
SKINNER'S ASSISTANT,Assistant Director?,2
PAM,"Go, go, go.",3
SWAT TEAM LEADER,"Go, go, go!",3
COP,Sir.,1
SKINNER,Who's in charge here?,4
LIEUTENANT KRASKOW,I am. Unless the Bureau's taking over.,7
PAM,Skinner!,1
COP,"Hey, hold it!",3
PAM,Skinner! Don't let them charge in there. Skinner!,8
SKINNER,Do I know you?,4
PAM,Skinner!,1
BERNARD,"They're supposed to call, right?",5
SCULLY,They're not going to call. What's your name?,8
BERNARD,Yeah.,1
SCULLY,"Look, I got to call you something, right? How about Steve? It's a nice... honest name. Steve.",17
BERNARD,Bernard.,1
SCULLY,Bernard. I have to get my partner out of here.,10
BERNARD,I am blowing this whole freaking place right off the map if they come in here.,16
SCULLY,"Oh... look, they don't know that. Don't you realize that? They can't see you. They don't know what your plan is.",21
BERNARD,They better know. They damn well better figure it out.,10
SCULLY,Look... just walk in front of the door and show them.,11
BERNARD,You want to get me killed.,6
SCULLY,I just want everybody to live. That's all. I just... just show them. You have control over everything that happens here. You do. And it doesn't have to end this way.,31
BERNARD,"Yeah, it does.",3
SCULLY,Noooooo!!!!,1
MULDER,"Oh, son of a...",4
MULDER,Son of a bitch.,4
MULDER,Oh... that's great.,3
MULDER,"Yeah? … It's coming through down there? … It's my damn waterbed. … It sprung a leak. … Yeah, I know I'm not supposed to have a waterbed. … I don't know what to tell you. … I... I... I'm sorry. I mean, I...",44
BERNARD,Who you calling?,3
PAM,Nobody.,1
BERNARD,"What do you mean, nobody? It's got to be somebody.",10
PAM,"It's nobody you know, Bernard. Forget it.",7
BERNARD,There's something I got to do. I want you to come.,11
PAM,I'm not going with you.,5
BERNARD,"Look, I'm not asking. Pam? Don't go getting all weird on me. It'll only take a couple of minutes.",19
PAM,"Look, Bernard,... just go to work. It's not too late.",10
BERNARD,I'm not going to work today. And don't say they're going to fire me.,14
PAM,I wasn't going to say that.,6
