speaker,line,words
MULDER,"We wanted... to believe. We wanted to call out. On August 20th and September 5th, 1977, two spacecraft were launched from the Kennedy Space Flight Center, Florida. They were called Voyager. Each one carries a message.",36
KURT WALDHEIM ON MESSAGE,"I send greetings on behalf of the people of our planet. We step out of our solar system into the universe, seeking only peace...",24
MULDER,"A gold-plated record depicting images, music and sounds of our planet, arranged so that it may be understood if ever intercepted by a technologically mature extraterrestrial civilization.",27
BOY ON MESSAGE,Hello from the children of planet Earth.,7
MULDER,"Thirteen years after its launch, Voyager One passed the orbital plane of Neptune and essentially leaving our solar system. Within that time, there were no further messages sent. Nor are any planned. We wanted to listen. On October 12th, 1992, NASA initiated the high-resolution microwave survey.",46
MULDER,"A decade long-search by radio telescope, scanning ten million frequencies for any transmission by extraterrestrial intelligence. Less than one year later, first-term Nevada Senator Richard Bryan successfully championed an amendment which terminated the project. Observatory; Arecibo, Puerto Rico; Control Room."") I wanted to believe but the tools have been taken away. The X-Files have been shut down. They closed our eyes. Our voices have been silenced... our ears now deaf to the realms of extreme possibilities.",76
KURT WALDHEIM ON MESSAGE,"I send greetings on behalf of the people of our planet. We step out of our solar system into the universe, seeking only peace and friendship... to teach...",28
MAN #1,Do you remember that one strip joint?,7
MAN #2,Yeah. You treat yourself?,4
MAN #1,"Oh, man, let me tell you. You know that one, Tuesday?",11
MAN #2,"Wait, wait, you went on Tuesday?",6
MAN #1,"No, no. That’s the stripper’s name, Tuesday.",7
MAN #2,"Yeah, yeah, I know her.",5
MAN #1,"Well, anyway, she’s onstage dancing to that Offspring song, ""Come Out and Play.""",13
MAN #2,Nice touch.,2
MAN #1,Very hot.,2
MAN #2,So keep going.,3
MAN #1,"So I’m tipping her big. No ones, five spots. I’m laying them down on the rail, boom boom boom.",19
MAN #2,"Yeah, right.",2
MAN #1,"By the end of the song, I had like forty dollars laid out on the rail.",16
MAN #2,"It’s not a long song, is it?",7
SCULLY,It is advantageous to begin an autopsy with removal of the cranium. The cranium is opened with a horizontal division an inch above the eyebrow ridges.,26
FEMALE STUDENT,Something wrong?,2
SCULLY,"What this man imagined... his dreams, who he loved, saw, heard, remembered... what he feared... somehow it’s... all locked inside this small mass of tissue and fluid.",27
FEMALE STUDENT,"Are you okay, Agent Scully? You kind of sounded a... little spooky.",12
SCULLY,"Good afternoon, Agent Mulder.",4
MULDER,Four dollars for the first hour of parking is criminal. What you got better be worth at least forty-five minutes.,20
SCULLY,"You know, Mulder, from... from back there, you look like him.",11
MULDER,Him?,1
SCULLY,Deep Throat.,2
MULDER,"He’s dead, Scully. I attended his funeral at Arlington through eight-power binoculars from a thousand yards away. Now, the picture frame was turned down, you wanted to talk. What have you found?",32
SCULLY,I wanted to talk but I haven’t found anything.,9
MULDER,"It’s dangerous for us just to have a little chat, Scully. We must assume we’re being watched.",17
SCULLY,"Mulder, I haven’t seen any indication...",6
MULDER,"No, no, of course not. These people are the best.",10
SCULLY,"I’ve taken all of the necessary precautions. I have doubled back over my tracks to make sure that I haven’t been followed and no one has ever followed me. The X-Files have been terminated, Mulder. We have been reassigned. I mean, what makes you think they care about us anymore anyway?",51
MULDER,So why have you bothered to come here covertly?,9
SCULLY,Because I realized that it was the only way that you would see me.,14
MULDER,So what do you want?,5
SCULLY,"To know that you’re all right. Mulder, you passed me today within a foot, but you were miles away.",19
MULDER,"They’ve got me on electronic surveillance. White-bread cases, bank fraud, insurance fraud, health care swindles.",15
SCULLY,"Mulder, I know that you feel... frustrated that without the bureau’s resources, it’s impossible for you to continue...",18
MULDER,"No, it...",2
SCULLY,"Well, what then? When the bureau first shut us down, you said that you would go on for as long as the truth was out there. But I no longer feel that from you.",34
MULDER,Have you ever been to San Diego?,7
SCULLY,Yeah.,1
MULDER,Did you check out the Palomar observatory?,7
SCULLY,No.,1
MULDER,"From 1948 until recently, it was the largest telescope in the world. The idea and design came from a brilliant and wealthy astronomer named George Ellery Hale. Actually, the idea was presented to Hale one night. While he was playing billiards, an elf climbed in his window and told him to get money from the Rockefeller Foundation for a telescope.",60
SCULLY,"And you’re worried that all your life, you’ve been seeing elves?",11
MULDER,In my case... little green men.,6
SCULLY,"But, Mulder... during your time with the X-Files, you’ve seen so much.",12
MULDER,"That’s just the point. Seeing is not enough, I should have something to hold onto. Some solid evidence. I learned that from you.",23
SCULLY,"Your sister’s abduction, you’ve held onto that.",7
MULDER,I’m beginning to wonder if... if that ever even happened.,10
