speaker,line,words
FIRST MISSIONARY,Good afternoon. I hope we're not bothering you.,8
BETTY TEMPLETON,"Actually, I'm just...",3
SECOND MISSIONARY,We really won't take up much of your time.,9
BETTY TEMPLETON,I'm just waiting for a call...,6
FIRST MISSIONARY,"We're all waiting, ma'am... for the good Lord to call in his flock.",13
BETTY TEMPLETON,... from the cable TV people. I'm just moving in. God bless.,11
FIRST MISSIONARY,Good afternoon. I hope... we're not bothering...,7
LULU PFEIFFER,Yes?,1
SECOND MISSIONARY,You're... Weren't you...,3
FIRST MISSIONARY,"Yeah, didn't we just...",4
LULU PFEIFFER,Didn't you just what?,4
SECOND MISSSIONARY,Speak to you.,3
LULU PFEIFFER,Excuse me?,2
FIRST MISSIONARY,We just spoke to a woman who...,7
SECOND MISSIONARY,... could have been your twin.,5
LULU PFEIFFER,What are you talking about?,5
FIRST MISSIONARY,"Yeah, just down the street-- she's just moving in-- your spitting image.",12
SECOND MISSIONARY,You're really not going to believe it when you see her.,11
FIRST MISSIONARY,Ma'am?,1
LULU PFEIFFER,Go away! Get out of here!,6
COP,Cuff him!,2
MULDER'S VOICE,Betty Templeton?,2
BETTY TEMPLETON,Yes?,1
MULDER'S VOICE,We're with the FBI. We'd like to ask about an incident-- a possible religious hate crime in your neighborhood.,19
BETTY TEMPLETON,I just moved in yesterday. I don't know anything about any incident.,12
SCULLY'S VOICE,"Well, we have two young men in the car who say you do know something.",15
BETTY TEMPLETON,"Oh, my God. Those are the boys that were here yesterday. What happened?",13
MULDER'S VOICE,They were beaten to within an inch of their lives by each other after visiting the home of a woman living a few blocks over.,25
BETTY TEMPLETON,What woman?,2
SCULLY'S VOICE,"A woman who, by both young men's accounts fits your description.",11
BETTY TEMPLETON,"She, uh... lives around here?",5
MULDER'S VOICE,"Are you a practitioner of the occult, Miss Templeton? Wicca? Voodoo? Satanism? The black art of bodily bilocation?",18
BETTY TEMPLETON,Me? No. You know what they say-- everyone has a twin out there somewhere.,14
MAN WHO LOOKS LIKE MULDER,"No, we don't know what they say.",7
BETTY TEMPLETON,"Well, if there's someone who fits my description, why isn't someone talking to her?",14
WOMAN WHO LOOKS LIKE SCULLY,"We went over to the house, but it's empty. No one lives there.",13
