speaker,line,words
ANNOUNCER,Previously on The X Files...,5
SCULLY,I was taken by men who subjected me to medical tests which left me barren.,15
MULDER,What are these?,3
KURT CRAWFORD,Human ova—harvested during abduction.,4
SCULLY,I'm having a hard time explaining it. I'm pregnant.,9
DUFFY HASKELL,"You got to breathe, Kath. In and out, in and out. You're panting.",13
KATH,Can't we just go home and start this all over again tomorrow?,12
DUFFY HASKELL,You're in safe hands now.,5
DELIVERY NURSE,"How are we doing, Ms. McCready?",6
DUFFY HASKELL,I think she's getting ready.,5
DELIVERY NURSE,"I'll check on her dilation. If she's close, then we'll call Dr. Lev.",13
KATH,What is that? What's that sound?,6
DELIVERY NURSE,It's the baby's heart monitor.,5
KATH,"What's happening, Duffy? Something's happening.",5
DR. LEV,"Nurse, get the team in here for an emergency C-section.",10
KATH,Why? What's wrong?,3
DR. LEV,Baby's having some trouble. Some distress. We'll take care of it. We know what to do. You just lie back now.,21
DR. LEV,"Sir, you'll have to scrub if you're going to be here.",11
KATH,Duffy?,1
DUFFY HASKELL,It's all right. I'll be right back. Don't wait for me.,11
KATH,"Please, please, just don't let anything happen to my baby.",10
DR. LEV,Just lie back now. Let us do our work.,9
KATH,"I can't... I can't feel anything. Something's wrong, isn't it?",10
DR. LEV,"Lie down now, Mrs. McCready. You better hit her again.",10
KATH,Something wrong with my baby?,5
DR. LEV,Your baby's just fine.,4
KATH,Let me see. What is it? Is it a boy?,10
KATH,"Oh, my god... Oh, my god.",6
KATH,"Oh, my god, what is it? Duffy.",7
DR. LEV,Put her under.,3
KATH,Duffy.,1
DOGGETT,Agent Scully...,2
SCULLY,Hi.,1
DUFFY HASKELL,Hi.,1
SCULLY,"I'm sorry, Agent Doggett, I didn't realize that you had an appointment.",12
DOGGETT,This is Duffy Haskell. He says he knows you or you know him.,13
SCULLY,I'm sorry. I don't remember.,5
DUFFY HASKELL,I contacted you about my wife About eight years ago because she was an alien abductee.,16
SCULLY,"That was before my time here. But, uh, is there something I can help you with?",16
DUFFY HASKELL,She's dead. My wife is dead now. They killed her. Kath-- my wife.,13
DOGGETT,I checked the files. Mr. Haskell wrote several letters to Agent Mulder describing his wife's abduction experiences.,17
DUFFY HASKELL,My wife gave birth to an alien.,7
SCULLY,I-I thought you said that your wife was murdered.,9
DUFFY HASKELL,That's the reason they did it.,6
SCULLY,"Ooo-kay, Mr. Haskell. Why don't you, uh, start from the beginning.",11
DUFFY HASKELL,"Kath was a multiple abductee. The aliens did these procedures on her. Tests and whatnot. One procedure would give her cancer while another one would cure her. Stuff like that. For years, you see. And then, this year, they came right into our bedroom and implanted an alien embryo in Kath.",51
SCULLY,"I don't suppose that you have any, uh, medical proof of this.",12
DUFFY HASKELL,I have an ultrasound here. Anyone with a trained eye can see that is a bizarre pregnancy. Especially for a woman who was never supposed to be able to conceive. I doubt you'd ever get the doctors to cop to any of that.,43
SCULLY,What doctors?,2
DUFFY HASKELL,We've been through three sets. They're all in on it. They're all in cahoots.,14
SCULLY,So you're... saying that it was the doctors that killed your wife?,12
DUFFY HASKELL,And stole the alien baby. That ultrasound is proof.,9
SCULLY,"Do you, uh... have all the information and numbers and a way that we can reach Mr. Haskell?",18
SCULLY,"Uh, we'll be in touch.",5
DUFFY HASKELL,Thank you. Thank you very much.,6
SCULLY,"Thank you, Agent Doggett. I'm sure the rest of my afternoon can't possibly be so amusing.",16
DOGGETT,"I thought you'd find it interesting, actually.",7
SCULLY,Interesting? As in preposterous and outrageous?,6
DOGGETT,"Well, unless I'm mistaken you already knew that man's story. The abduction the tests, a bout with cancer then a remission.",21
SCULLY,What exactly are you getting at?,6
DOGGETT,"That's your story, Agent Scully. I'd say right down to a tee.",12
DOGGETT,"I mean, except for the pregnancy. It's all right there in the X-Files.",13
SCULLY,"Well, I appreciate your thoroughness, Agent Doggett, and your familiarity with the X-Files cases in those cabinets, but my personal files are my personal files. Okay?",26
DOGGETT,"Sure, of course.",3
MULDER,There you are. I've been looking all over for you.,10
SCULLY,"Hi. Um, I'm sorry. I had a doctor's appointment and, um, I don't know, I guess time just got away from me.",22
MULDER,Is anything the matter?,4
SCULLY,"Nothing. No, I just, uh... I went for a walk.",10
MULDER,Mmm. Then what's wrong?,4
SCULLY,"I'm... I'm sorry I haven't told you. I don't know why I haven't. I mean, you were always there for me during my illness but, um...",26
MULDER,Don't make me guess.,4
SCULLY,I was left unable to conceive with whatever test that they did on me. And I am not ready to accept that I will never have children.,27
MULDER,"Scully, there's, um, there's something I haven't told you either and I hope you, uh, forgive me and understand why I would have kept it from you.",27
SCULLY,What?,1
MULDER,During my investigation into your illness I found out the reason why you were left barren. Your ova were taken from you and stored in a government lab.,28
SCULLY,What?,1
SCULLY,You found them?,3
MULDER,I-I took them directly to a specialist who would tell me if they were okay.,15
SCULLY,I don't believe this.,4
MULDER,"Scully, you were deathly ill, and I... I couldn't bear to give you another piece of bad news.",18
SCULLY,Is that what it was? It was bad news?,9
MULDER,The doctor said that the ova weren't viable.,8
SCULLY,I want a second opinion.,5
DOGGETT,Agent Scully? What are you doing?,6
SCULLY,"Um, I don't know. I guess I just forgot to push the button.",13
DOGGETT,I wasn't exactly clear on what you wanted to do about this guy Haskell. About his wife's story.,18
SCULLY,There's nothing to do.,4
SCULLY,Hello. Is anybody here?,4
WOMAN'S VOICE,This is my baby. I have to know...,8
DR. LEV,"Ms. Hendershot, try to stay calm. I'm doing all I can....",11
MRS. HENDERSHOT,"No, listen to me. You don't know, you don't know.",10
DR. LEV,Just try and stay calm. There are no similarities between your baby and the others.,15
MRS. HENDERSHOT,How can you say that? You don't know that.,9
DR. LEV,Because I know both cases. Try to keep her as calm as possible. I'm going to get another doctor.,19
MRS. HENDERSHOT,"No, no, I'm not staying here. I'm not staying here.",10
DR. LEV,Who are you? What are you doing here?,8
SCULLY,"I'm, um, I'm here with my friend.",7
DR. LEV,You're here with Ms. Hendershot?,5
SCULLY,Yes. I'm worried about her.,5
DR. LEV,"Ms. Hendershot is fine. But you'll have to wait up front, please. You can't be back here.",17
SEFVICE,Parenti Medical Group.,3
SCULLY,"Yes, I want to speak to Dr. Parenti, please.",9
SEFVICE,This is his service. I can reach him if it's an emergency.,12
SCULLY,"Yes, it is. It's Dana Scully.",6
DR. PARENTI,Dana? What's wrong?,3
SCULLY,I'm afraid.,2
DR. PARENTI,Tell me what it is.,5
SCULLY,I want you to look at something for me. Right away. It's an ultrasound.,14
DR. PARENTI,"Well, I'm not in my office right now. Can you send it over there? I'll look at it as soon as possible.",22
SCULLY,I want you to compare it to mine.,8
DR. PARENTI,Dana... are you going to be okay?,7
SCULLY,"Yes. Fine, I'm... I'm okay.",5
DR. PARENTI,"All right, I'll get back to you, Dana.",8
SCULLY,Thank you.,2
DR. PARENTI,Ms. Scully? Got a good report for you. I've looked at the ova you've given me and consulted with some of my colleagues. We all feel that with the proper approach we might be successful. Got a good chance to get you pregnant.,43
SCULLY,Oh... It's too good to be true.,7
DR. PARENTI,I don't want to lay odds but it's not out of the realm of possibility if we start soon.,19
SCULLY,We can start right away?,5
DR. PARENTI,"Well, you need a father, of course. I can get you genetic counseling on finding an anonymous donor if that's what you want... unless you already have someone in mind.",30
SCULLY,"Yeah... I, uh... I just have to figure out how to ask him.",13
DR. PARENTI,Dana? You want to come on back?,7
SCULLY,What did you find?,4
DR. PARENTI,I looked at this ultrasound you sent me and... I don't know what I'm supposed to be seeing but it looks fine to me. As does your own ultrasound.,29
SCULLY,You didn't see anything strange?,5
DR. PARENTI,Why do you ask that?,5
SCULLY,I just want to be sure. I've had... complications.,9
DR. PARENTI,It's normal to be worried.,5
SCULLY,Okay. Thank you.,3
DR. PARENTI,You bet.,2
DR. PARENTI,"Your only concern right now is when you're going to tell the FBI. Can't keep it a secret forever, Dana. You're going to start showing soon.",26
SCULLY,Right.,1
DOGGETT,"Okay, got it. Thanks.",4
DOGGETT,"Agent Scully, I just got a call from a Dr. Parenti's office. About an ultrasound you left there this morning.",20
SCULLY,Dr. Parenti is my doctor.,5
DOGGETT,"Come on, Agent Scully.",4
SCULLY,You don't believe me?,4
DOGGETT,That ultrasound is the one Duffy Haskell left here yesterday. Dr. Parenti is one of the doctors he consulted with during the course of that pregnancy.,26
SCULLY,"Excuse me, Agent Doggett, but are you investigating me?",9
DOGGETT,"No, I was doing a background check on Mr. And Mrs. Haskell before I dropped the case, like you asked me to do.",23
SCULLY,"No, I didn't ask you to drop the case. I said there was nothing to do.",16
DOGGETT,"Well, if there's nothing to do, then why are you investigating?",11
SCULLY,You are jumping to conclusions.,5
DOGGETT,"No, I'm just trying to do my job, only it gets hard to do if the person you're working with is keeping secrets and telling lies.",26
SCULLY,"I am not investigating these people, Agent Doggett. Parenti is my doctor. Is that so strange? Is there something about him I don't know?",24
DOGGETT,No. But Duffy Haskell is a piece of work. I'll tell you that much.,14
DUFFY HASKELL,What am I being accused of? What did you call me in here for? You were going to help me.,20
SKINNER,"As president of the Ohio Mutual UFO Network you sent Agent Mulder a series of very threatening letters which he passed on to me, Mr. Haskell. Something of a habit with you, sir. Writing letters... threatening letters. Isn't it?",39
DUFFY HASKELL,No one will believe me.,5
DOGGETT,You wrote a letter to a Dr. Lev saying you would kill him if he hurt your wife.,18
DUFFY HASKELL,Dr. Lev killed my wife. He stole the alien baby out of her womb.,14
DOGGETT,"Well, I can't find any documentation that the two of you were even married, Mr. Haskell. Let alone any history or evidence of foul play. Dr. Lev is a serious physician, a leader in the field of birth defects. His peers hold him in the highest regard. Why would he ever kill your wife?",54
DUFFY HASKELL,That's why I came to you.,6
SKINNER,"Mr. Haskell, allegations aside, it's a crime to threaten anyone.",10
DUFFY HASKELL,"You believe me, don't you?",5
SKINNER,"Mr. Haskell, we're sorry for your loss, but if you persist in these threats and in disseminating these stories we're going to have to enter your name in the federal system as a dangerous individual.",35
DUFFY HASKELL,I'm alone now because of them. They took everything from me.,11
DUFFY HASKELL,And there are other women out there just like Kath.,10
DR. LEV,"Zeus Genetics, Dr. Lev speaking.",5
DUFFY HASKELL,They called me back here to the FBI to poke holes in my story.,14
DR. LEV,As we knew they would.,5
DUFFY HASKELL,We still risk losing Hendershot.,5
DR. LEV,Then it's time to let her go.,7
SCULLY,Hi.,1
MULDER,Hi.,1
SCULLY,Come on in.,3
MULDER,Thanks.,1
SCULLY,Can I take your coat?,5
MULDER,"No, I can't stay. I gotta get back to the office for a while.",14
SCULLY,Obviously you've had some time to think about my request.,10
MULDER,"Um, it's... it's not something that I get asked to do every day. Um, but I am absolutely flattered.",19
MULDER,"No, honestly.",2
SCULLY,"Okay, if... if you're trying to politely say ""no,"" it's okay. I, I understand.",14
MULDER,"See what's weird is... this sounds, and this sounds really weird, I know, but I, I just wouldn't want this to come between us.",24
SCULLY,"Yeah. I know... I, I understand. I do.",8
MULDER,"Well... the answer is ""yes.""",5
