speaker,line,words
CAPTAIN,I have an urgent communication to deliver to Dr. Nordlinger.,10
NAVY SEAL,I can deliver the communication.,5
CAPTAIN,I was asked to confirm and verify he received the communiqué and report back...,14
NAVY SEAL,That's not proper procedure.,4
CAPTAIN,Report back Dr. Nordlinger's acknowledgement of the communiqué.,8
DR. NORDLINGER,What's going on here?,4
NAVY SEAL,There's some confusion as to the proper procedure Dr. Nordlinger.,10
CAPTAIN,I have a communication for you.,6
DR. NORDLINGER,Communication acknowledged and confirmed Captain. We're returning to base.,9
CAPTAIN,Bamford?,1
PETTY OFFICER BAMFORD,Captain?,1
CAPTAIN,Prepare to transmit to Operations Command.,6
PETTY OFFICER BAMFORD,Transmit what sir?,3
PETTY OFFICER BAMFORD,"Sir, what is the communication?",5
CAPTAIN,We're coming in.,3
[TAGLINE,NOTHING IMPORTANT HAPPENED TODAY],4
CHRIS CARTER,Previously on The X-Files...,4
DOGGETT,"The deceased's name is Carl Wormus, Deputy Adminstrator for the EPA",11
DOGGETT,Somebody put his obituary under our noses.,7
KERSH,Have you found any incriminating evidence on me yet?,9
FOLLMER,I heard that you and John Doggett were tight.,9
REYES,"Whatever you may think of him Brad, he's not a fool.",11
SCULLY,Who is she?,3
REYES,I've never seen her before this morning. Now I've seen her twice,12
DOGGETT,"Knowle Rohrer, told me that your pregnancy was part of a Government cloning experiment to create a Super Soldier.",19
SCULLY,My baby is fine.,4
REYES,"I know what you're afraid of, that there's something wrong with your baby.",13
DOGGETT,There's tons of files on Chloramine.,6
SKINNER,Grab the files and go.,5
FOLLMER,Agent Doggett?,2
FOLLMER,DOGGETT!,1
REYES,Sorry I'm late.,3
FOLLMER,Have a seat Agent Reyes.,5
FOLLMER,"Agent Reyes. I thought we might have a little chat. Mr. Skinner here, has been helping me put together the pieces of your X-Files investigation.",25
REYES,Can we cut the crap Brad?,6
FOLLMER,I don't know. Can we? there's a lot of crap to cut through.,13
SKINNER,Agent Reyes. You probably want to zip it and try to cooperate.,12
FOLLMER,"Like it or not, I'm charged with the task of bringing you in.",13
REYES,Bringing us in? for what?,5
FOLLMER,2 unauthorized autopsies. Breaking and entering a state water facility. Wilful misuse of your positions.,15
REYES,I don't want to go into any of this without my partner here.,13
FOLLMER,"Your partner. Your so called partner, who's running this circus, is right now nowhere to be found.",17
REYES,What are you doing Brad?,5
FOLLMER,Giving you and Mr. Skinner an opportunity to put a nice spin on this mess that Doggett's making,18
SKINNER,"Agent Reyes. If you're not going to zip it, at least recognise that he's trying to help you",18
REYES,We were given a tip we believes lead us to a larger conspiracy.,13
FOLLMER,Conspiracy? Involving the FBI?,4
REYES,John Doggett and I are running a legitimate investigation into the FBI. Neither one of us feels...,17
FOLLMER,"Agent Reyes, I'm trying to help you keep your job. But that's not going to happen if you insist on chasing shadows, chasing conspiracies.",24
REYES,How do you know there isn't one?,7
FOLLMER,"You're taking on the entire FBI here, Monica. This witch hunt, isn't going to expose, anything, but you, unless you distance yourself from John Doggett.",25
FOLLMER,What are you doing?,4
REYES,"I'm distancing myself Brad, from you, from your political games. You just want to get John Doggett.",17
FOLLMER,You're making a big mistake here.,6
REYES,"Yeah, I seem to make one every single time I walk in your door.",14
SHANNON MCMAHON,"Lie back John, it's OK.",5
DOGGETT,What the hell's this?,4
SHANNON MCMAHON,"It's Shannon, Shannon McMahon. We were together in Bravo Company, USMC. You tried to contact me.",16
DOGGETT,What the hell are you doing here now?,8
SHANNON MCMAHON,Your lungs are full of water.,6
DOGGETT,You pulled me under.,4
SHANNON MCMAHON,I did what I had to.,6
DOGGETT,"You held me down, I remember.",6
SHANNON MCMAHON,"They would have caught you, they would have figured it out - what you've started to figure out.",17
DOGGETT,What are you?,3
SHANNON MCMAHON,"You know what I am. I'm the product of 50 years of military science, the program your old friend Knowle Rohrer told you about. I'm a bio-engineered combat unit. I have no weaknesses - I don't sleep, I can breathe under water. That's how I saved your life John.",48
DOGGETT,How do you know what I know. What Knowle Rohrer told me?,12
SHANNON MCMAHON,"Knowle Rohrer and I were drafted right out of Bravo Company together. We were... Adam and Eve, the program's first. There are many more now.",25
DOGGETT,Knowle Rohrer is dead.,4
SHANNON MCMAHON,They can't kill us. We can't be killed. Knowle Rohrer and I are alike in almost every way. The difference is I hate what I am.,26
DOGGETT,Why are you here telling me this?,7
SHANNON MCMAHON,"The program's expanding in ways no-one ever dreamed of. I need your help to stop it, John.",17
DOGGETT,You need my help? What can I do?,8
SHANNON MCMAHON,Expose the deaths of those two men I killed. What they were doing.,13
DOGGETT,What were they doing?,4
SHANNON MCMAHON,Preparing the water supply.,4
DOGGETT,Preparing it for what?,4
PETTY OFFICER BAMFORD,What are you doing Captain? Where are you going? We're under strict orders not to leave the ship.,18
CAPTAIN,Look at us. They've got us tied up in a civilian dock in Baltimore. Why? I think they may be on to us.,23
YOUNG OFFICER,You're only drawing suspicion if they're not. You can't leave this ship.,12
CAPTAIN,We can't risk waiting. We can't risk not making contact now. I'll be back.,14
SKINNER,Hi. Sorry about the hour.,5
SCULLY,I've just put him down.,5
SKINNER,I couldn't talk on the phone.,6
SCULLY,What is it?,3
SKINNER,I was told to leave this alone. You and Mulder asked me to leave it be. To let Mulder disappear. We were concerned for the safety of the baby and for Mulder. Why am I risking that now? Why are you? Why are you getting mixed up with Doggett's investigation?,50
SCULLY,"Something happened, with my baby.",5
SKINNER,What?,1
SCULLY,"I can't explain it. It's er, it's unexplainable, it's, um, not normal.",12
SKINNER,"Whatever it is, I think you've made a terrible mistake. Letting Doggett pull you into this. He's hell bent. And Agent Reyes is following right in his tracks.",28
SCULLY,I need answers. I need to know. I can't just sit around wondering...,13
SKINNER,"If you can't tell me, tell Mulder. Tell him what happened.",11
SCULLY,Mulder can't know. He can't be brought back into this. He can't be brought back into the FBI. It's just too dangerous for him right now.,26
SKINNER,It's too dangerous for everyone.,5
