speaker,line,words
SHERIFF,Looks like nobody's home.,4
LANDLORD,"Oh, he's here. He knows the minute he steps out I'm changing the locks on him.",16
SHERIFF,"He's an old guy, huh? I don't much enjoy evicting old folks.",12
LANDLORD,This particular one will change your way of thinking.,9
SHERIFF,"Mr. Skur? It's the sheriff. Will you open up, please?",10
SHERIFF,Go ahead and open it up.,6
LANDLORD,Ugh! God almighty! What the hell's he got in here?,10
SHERIFF,Smells like a whole lot of something went bad. Mr. Skur? I'm armed. You're going to want to come out now.,21
LANDLORD,The bedroom's back that way.,5
SHERIFF,Mr. Skur?,2
SHERIFF,What is it?,3
SHERIFF,"Ain't nothing but a glove. No reason to... oh, my god!",11
SKUR,Mulder...,1
MULDER,Arthur Dales?,2
DALES,Who's asking?,2
MULDER,"I'm a-a profiler with the behavioral sciences unit. You are Arthur Dales, former special agent with the Bureau? I need to ask you some questions about a man named Edward Skur. You opened a-a file on him in 1952.",39
DALES,I don't recall.,3
MULDER,I-I brought the case file here with me.,8
DALES,How long have you been in the bureau? Do you know what an X file is?,16
MULDER,"It's, uh... it's an unsolved case.",6
DALES,No. it's a case that's been designated unsolved.,8
MULDER,"Mr. Dales, most of your report has been censored... as you can see. Now, if somebody's trying to bury this case. I'd like to know why. According to your report, Edward Skur disappeared 38 years ago, before you had a chance to arrest him for a series of stranger killings in which the victims' internal organs had all been removed.",60
DALES,And now you've found him?,5
MULDER,Yes. last week. Shot to death by a sheriff serving an eviction notice. A man was also found in his bathroom with all his soft tissue removed.,27
DALES,"Well, if he's dead there's nothing you need from me.",10
MULDER,"Sir, sir, m-my name is Mulder. You know that name... and so did Edward Skur. How?",16
DALES,"Have you ever heard of HUAC, Agent Mulder--the House Un-American Activities Committee? No, no, no, it was before your time. You wouldn't know. They hunted communists in America in the '40s and '50s. They found... practically nothing. Do you think they would have found nothing unless nothing... was what they wanted to find? Hmm?",54
MULDER,"Uh... I'm sorry, sir. I-I, uh... I don't, I don't see the connection.",13
DALES,Maybe you're not supposed to.,5
TV ANNOUNCER,"The nation's chief red hunters, senator Joseph McCarthy and FBI Director J. Edgar Hoover, join forces. Working through congress, the senator from Wisconsin and the legendary lawman, vow to wipe out the red menace within our own federal government. Roy Cohn, chief counsel at the McCarthy hearings, warns communist mind control can strike anywhere, at any time. It is those Americans sympathetic to the communist cause-- the so-called ""fellow travelers""--who pose the greatest threat to our national security. ""…Gissing … Edward Skur or Terrill Oberman"" MULDER looks at old card for the Communist Party bearing SKUR’s name, address, Leesburg VA, 11-5-47, signed by ""W. Schneidermann."" RING shot #3.)",108
TV ANNOUNCER,"So says the young U.S. attorney--and he should know. It was Mr. Cohn that brought those atomic spies, the Rosenbergs, to justice. It was his staunch defense of the American way of life, that first brought Roy Cohn to the attention of senator McCarthy. With the support of the FBI, Mr. Cohn and Mr. McCarthy vow to work tirelessly to root out the more than 70 suspected communist spies, and the untold numbers of fellow travelers working in our own state department.",82
TV ANNOUNCER,...tirelessly to root out the more than 70 suspected communist spies and the untold numbers of fellow travelers working in our own state...,23
TV ANNOUNCER,...and the untold numbers of fellow travelers working in our own state...,12
MULDER,Dad.,1
MULDER,"Good morning, Mr. Dales. I brought you some coffee.",9
DALES,Speak.,1
MULDER,Edward Skur died saying a name--my name. My father's name.,10
DALES,Go ask your father.,4
MULDER,My father and I don't really speak.,7
DALES,I told you I can't help you.,7
MULDER,"Mr. Dales, I want the truth, and I will subpoena you to get it, if I have to.",18
DALES,"Before his disappearance, Skur worked for the state department, just like your old man did. You had to have suspected the connection before you came here yesterday, but you said nothing.",31
MULDER,The man that Edward Skur killed 38 years ago--was my father involved?,12
MULDER,How?,1
DALES,"Skur killed this man the way he did all the others. All the soft tissue, internal organs, ligature--all were removed... without tearing the skin.",24
MULDER,The coroner wasn't able to determine how.,7
DALES,"Oh, I can tell you... how. What I can't tell you... is why.",13
MULDER,"You said in your report that uh, Skur was suspected of being a communist?",14
DALES,"Well, that's what they said he was. That's what they said they all were.",14
DALES,"To us, Skur was just another name on a list, another commie spy at the state department. We had no idea who--or what-- Edward Skur really was.",27
MRS SKUR,May I help you?,4
DALES,"My name's Arthur Dales, ma'am. I'm with the Federal Bureau of Investigation. This is my partner, Agent Michel. Is your husband in?",22
MRS SKUR,What do you want with him?,6
SKUR,"Supper's getting cold, sweetheart. I'll take care of this. It's all right.",12
DALES,Edward Skur?,2
SKUR,Yes.,1
MICHEL,You're under arrest for contempt of Congress--failure to appear before the committee.,12
SKUR,"I'm a family man, for God's sake!",7
MICHEL,"You should have thought of that before you decided to betray your country, Red.",14
MRS SKUR,Edward?,1
DALES,Let's go.,2
MICHEL,Look what I found.,4
SKUR,You planted that.,3
MICHEL,"I'll plant one in your keister, Bolshevik, you don't watch your mouth.",12
DALES,I'm sorry. I...,3
MRS SKUR,Get out.,2
BARTENDER,"Geez, Louise, what did you do--take a swim in the Potomac?",11
DALES,I'd probably be drier if I had. Got something to warm me up?,13
BARTENDER,Where's your partner?,3
DALES,He's processing a prisoner.,4
BARTENDER,"You guys, uh, still busting reds?",6
DALES,Till Mr. Hoover tells us different.,6
BARTENDER,"Good for you, Mr. Dales.",5
BARTENDER,Yeah? Mr. Dales? For you.,5
DALES,Yeah?,1
MICHEL,You try to reach me?,5
DALES,"No, why?",2
MICHEL,I thought maybe you heard about Skur.,7
DALES,What about him?,3
MICHEL,He's dead. He hung himself in his cell. The guards found him about 20 minutes ago. You figure commie central command tells these mopes to snuff themselves in the event of capture?,32
DALES,I got to go.,4
BARTENDER,Everything okay?,2
DALES,"Oh, nothing a little bourbon won't cure.",7
1990 DALES,"I didn't know what I should say to her. ""I'm sorry about your loss, Mrs. Skur. If there's anything I can do..."" The words sounded hollow. No matter what I said, I was the man who'd busted her husband--turned her life upside down. I sat there for over an hour trying to find my courage in a bottle. And then, and then I saw someone I shouldn't—I-I couldn't--have seen. Now it was my life that would be turned upside down.",80
DALES,Edward Skur!,2
NEIGHBOR MAN,Hey! who's down there?!,4
1950’S TV,"Dateline, Washington--the Justice Department vows no mercy for A-bomb spies. Julius and Ethel Rosenberg once again manage to delay their date with the electric chair. Prosecutors say they are confident Judge Kaufman's death sentence will be upheld by the highest court in the land.",44
1990 DALES,"The world still seemed clear to me that morning. Despite what I'd seen the night before, I still thought I knew who the bad guys and the good guys were. But that was all about to change.",37
MICHEL,Hang up.,2
DALES,Let me call you back.,5
MICHEL,What did the watch commander say?,6
DALES,They're going door-to-door in the neighborhood. There's no sign of him yet.,12
MICHEL,"They're not going to find him, Artie. Open it up.",10
DALES,Skur...,1
MICHEL,Maybe you want to change your description of the suspect who assaulted you.,13
DALES,When were these taken?,4
MICHEL,Last night. Two hours before you say Skur attacked you. You had a few. You were feeling bad about what happened. It's understandable.,23
DALES,I... I didn't have that much to drink.,8
MICHEL,Just leave Skur's name out of your report. Nobody else has to know.,13
DALES,I already filed my report. An hour ago.,8
MAN,Dales. Call for you.,4
DALES,Yes. I'll be right there. it's the Justice Department. They want to talk to me.,15
COHN,"Agent Dales, have a seat. You know who I am?",10
DALES,"You prosecuted the Rosenbergs. Now you're working with Mr. Hoover and, uh, Senator McCarthy.",14
