speaker,line,words
DRIVER,Mr. Simon? Are you ready?,5
MAN,Yeah.,1
GUARD,"Excuse me, Warden. It's 5:00, sir.",6
WARDEN,How's Neech?,2
GUARD,He's still in with his wife.,6
WARDEN,"No, I mean how is he? How's he doing?",9
GUARD,"Well, he won't eat his meal and he won't see the chaplain. Told him to get the hell out.",19
WARDEN,What about the hired man?,5
GUARD,He's traveling.,2
WARDEN,All right. Let's get Neech prepped.,6
GUARD,"Yes, sir.",2
WARDEN,"If God can't save his sorry ass, neither can I.",10
ROQUE,"Time's up, Neech! 2,000 volts, man. You ain't never coming back, you freak.",13
DANIELLE MANLEY,"It's just like I've always told you. I swear on my life, Neech.",13
GUARD,Time to go.,3
DANIELLE MANLEY,I ain't ever going to love another man. You hear me? I won't. I won't betray our love - ever.,19
GUARD,"Time, Neech. Time to go.",5
DANIELLE MANLEY,"That phone call's gonna come, and the governor is gonna come through.",12
NEECH MANLEY,Got to go now.,4
WARDEN,We've got a hood if you want it. It's your option.,11
NEECH MANLEY,No.,1
WARDEN,"Is there anything you want to say, Neech? Last words?",10
NEECH MANLEY,"Yeah. I've been here 11 years, 56 days and now you're gonna murder me. The Lord says thou shall be merciful and just. I know no mercy. Allah says the spirit shall rise again and be reborn into this life...",40
WARDEN,"You should begin, Father.",4
NEECH MANLEY,... The soul shall be recast born unto new flesh...,9
FATHER,"""The Lord is my shepherd...""",5
NEECH MANLEY,"... I will return to avenge all the petty tyranny and the cruelty I have suffered. I will be recast, reincarnated, reunion of spirit and flesh.",25
NEECH MANLEY,"... Mark my words. Five men will die. Five men will go down! This will be my justice! This will be my law! This will be my capital punishment, and no stay of execution will be granted...",36
NEECH MANLEY,"... for there is no prejudice, no evidence to be admitted... no lawyer...",12
WARDEN,Fry him.,2
NEECH MANLEY,... who did not perform his job. These men will die righteous deaths!,12
MULDER,"Napoleon ""Neech"" Manley. He was convicted in 1984 for double murder in the holdup of a Florida liquor store. The actual gunman was killed in the pursuit. Manley was driving the getaway car and got sentenced to death.",38
SCULLY,He was put to death in the electric chair three days ago.,12
MULDER,"Yeah, he'd been to the chair twice before but the governor had granted him last-minute stays.",16
SCULLY,Third time's a charm. What's your interest in this?,9
MULDER,"Well, Manley was interesting. He was well-read, charismatic. He became a writer, a kind of prison philosopher. A week before his execution, word went through the prison that Neech said he was gonna be reincarnated. He was gonna come back from the dead.",43
SCULLY,"Well, reincarnation has always been popular on death row for obvious reasons.",12
MULDER,"Apparently, this was more than just a dying man's hope against hope.",12
SCULLY,What do you mean?,4
MULDER,Manley didn't just claim that he was gonna come back but that he was gonna take vengeance on five men who had mistreated him.,24
MULDER,"Yesterday, a death row guard was found dead inside the cell that Manley had occupied those 11 years. His death cannot be explained.",23
SCULLY,Has a cause of death been determined?,7
WARDEN,"Suffocation, near as we can tell. Somebody must have snuffed him with a pillow.",14
MULDER,Any idea how one of your guards could get murdered in an empty cell like this?,16
WARDEN,"No. It's not supposed to happen, not with all the precautions that we're taking.",14
SCULLY,I see the guards here wear panic devices. Was the victim's activated?,12
WARDEN,No. Apparently he never touched it.,6
MULDER,"According to our reports, there were threats this might happen.",10
WARDEN,"There's always threats of violence in here. Prison's nothing but a police state, basically.",14
MULDER,Do you give any credence to Neech Manley's claims that he was gonna come back and take revenge?,18
WARDEN,"Neech Manley... a smart man, very smart man. In fact, if he'd stayed outside I would have figured him for a Nobel Prize. But he made a mistake and paid for it with his life. Now, you take a man of that intelligence, you put him inside for 10 or 11 years - you're gonna have to pay for it.",59
SCULLY,What do you mean?,4
WARDEN,"Well, there's nothing but bitterness and resentment in here seven days a week, 24 hours a day, 365 days a year. It gets honed to a real fine point.",29
MULDER,So you're saying that Manley planned this and is carrying it out with the help of someone else.,18
