speaker,line,words
REPAIRMAN,"Get away. Oh, damn it! A bee stung me, ay? Well, now... don't you all take the cake? Does your mom ever mix you up?",25
JEREMIAH SMITH,I've come to you at great risk... I mean you no harm.,12
SCULLY,"Mulder, he knows about your sister.",6
MULDER,How do I know you're for real?,7
JEREMIAH SMITH,I can explain everything to you.,6
MULDER,First I want you to come somewhere with me. I want you to come with me to see my mother.,20
MULDER,"Stay out of his way, Scully, he doesn't want to hurt you. You can't use your gun!",17
SCULLY,"Stop right there, sir!",4
MULDER,Come on.,2
SCULLY,Mulder!,1
MULDER,"Scully, get the car! This way. Damn. This way.",9
MULDER,"Hey! Jeremiah! Jeremiah, stop! What are you doing?",8
JEREMIAH SMITH,There'll be more right behind him!,6
MULDER,You can't leave here!,4
JEREMIAH SMITH,They'll kill me!,3
MULDER,I need your help! My mother is dying!,8
SCULLY,Mulder! Mulder! Mulder! Mulder!,4
ALIEN BOUNTY HUNTER,Where are they going?,4
SCULLY,Uh... I don't know...,4
ALIEN BOUNTY HUNTER,I need to know.,4
SCULLY,"Please, I don't know.",4
JEREMIAH SMITH,They know where to find us. They'll be waiting for us.,11
MULDER,Who?,1
JEREMIAH SMITH,Your government men. They'll be waiting at the hospital with your mother.,12
MULDER,"What can they do? We're working in the light. They, they can't stop us without exposure, without consequence.",18
JEREMIAH SMITH,"You have to understand something. I must perish. Whatever the consequences to that end, they are incalculable to the preservation of the larger plan.",24
MULDER,The larger plan? You mean colonization.,6
JEREMIAH SMITH,"Hegemony, Mister Mulder. A new origin of species.",8
MULDER,I don't understand...,3
JEREMIAH SMITH,I can show you.,4
MULDER,My mother is dying. I need to take you to see her right now.,14
JEREMIAH SMITH,"And if they are waiting for us? If they're willing to kill me and then face the consequence of their actions and stand before your ineffectual justice system, I will be dead. I won't be able to save your mother. The work will go on. The plan will continue to be executed. Or you can stop it.",57
MULDER,How can I stop it?,5
JEREMIAH SMITH,"I can take you to a place, show you the work in progress, where you can see...",17
MULDER,"No, look, there's no time!",5
JEREMIAH SMITH,Where you can see your sister!,6
"PROVIDENCE, RHODE ISLAND; 4",55 AM,2
ELDER,He isn't coming.,3
CSM,I told you.,3
ELDER,Then where is he?,4
CSM,"I don't know. Certainly, he anticipated we'd be here, waiting.",10
ELDER,Unless we have a security leak.,6
CSM,Who?,1
ELDER,I've come in receipt of some pictures... of your visit to Mrs. Mulder's summer house. Were you aware you were being photographed?,22
CSM,By whom?,2
ELDER,I believe that can be determined by a simple planting of information... to see where that information flows.,18
CSM,What information?,2
ELDER,That Mrs. Mulder's life is in danger... that left unprotected... she may come to an unnatural end.,17
SCULLY,Scully.,1
MULDER,"Scully, it's me. Where are you?",6
SCULLY,"I'm right where you left me, Mulder. I'm sitting here in my car.",13
MULDER,Why?,1
SCULLY,Because you wouldn't answer your phone and because I didn't know what else to do.,15
MULDER,"Are you okay, Scully?",4
SCULLY,"Yes, I'm fine.",3
MULDER,"Listen to me, there's going to be... there's going to be people looking for me. They're going to think they can get to me through you.",26
SCULLY,Mulder...,1
MULDER,"No, no, no, hold on, just, just listen for a second, Scully. I need you to do something for me. I had to steal a car from an airport in Alberta. There's going to be a record of me going through Canadian customs and I need you to cover my tracks. I also need you to know that I'm okay, Scully. I'm fine. Okay?",64
SCULLY,"Mulder, he's coming after you.",5
MULDER,Who?,1
SCULLY,The man you left for dead. He's alive.,8
JEREMIAH SMITH,That's it for the gas.,5
MULDER,How much further from here?,5
JEREMIAH SMITH,About twenty miles. Maybe half that... on foot over those hills.,11
MULDER,Let's go.,2
SCULLY,Sir.,1
SKINNER,Agent Scully.,2
SCULLY,I heard that you were looking for me.,8
SKINNER,There's been some concern about you and Agent Mulder.,9
SCULLY,"We're fine, sir. We've been searching for this man, Jeremiah Smith.",11
SKINNER,Did you find him?,4
SCULLY,No.,1
SKINNER,"I received a memo from you that there's more confusion about this man... that the Social Security administration has five men with this name working in branch offices around the country... with identical photo I.D.s. I ran a check on these men. All five have not reported to work in three days. Now, would you or Agent Mulder like to let me in on what it is your suspicions are?",70
SCULLY,"I'm afraid we haven't exactly formulated any clear suspicions, sir.",10
SKINNER,"Well, we have, Agent Scully.",5
SCULLY,Sir?,1
PENDRELL,"We were able to download the hard drive data from each of the five missing men's social security workstations, and in each case, we found an enormous amount of files and data that cannot be identified. Do not correspond with any kind of accounting or document collection done as normal departmental business. The data was all locked in password files.",60
SCULLY,How much of it is there?,6
