speaker,line,words
FLAKITA,"Quiet! Quiet, listen to me. It was a terrible thing. You’re not going to believe me, even when I tell you. Some say it is a story, a fairy tale. But I saw it. I saw it with my own eyes.",41
ANGLO MAN,Quiero hombres fuertes. Rapido. Let’s go. Vamos.,7
ELADIO,"I missed you last night, my love.",7
MARIA,I’m not your love,4
SOLEDAD,Gracias.,1
MARIA,Your brother will see us. He says I’m breaking his heart.,11
ELADIO,Are you?,2
MARIA,No.,1
ELADIO,Si.,1
MARIA,No.,1
MARIA,No. Are you calling me a liar?,7
ELADIO,Si.,1
FLAKITA,Maria! What are you doing? The goats! The goats are escaping!,11
FLAKITA,Two brothers. One woman. Trouble.,5
VILLAGE WOMAN,nan,1
FLAKITA,Mm hmm.,2
FLAKITA,Look – the rain is strange.,6
FLAKITA,Look at the water - it’s yellow. Las cabras. Maria! Maria! Maria! Maria!,12
FLAKITA,Madre de Dios.,3
SCULLY,"Mulder, this happened how long ago?",6
MULDER,"Tres dias. Muy incredible, no?",5
SCULLY,"Only the smell. Mulder, you brought me out here on the pretense of investigating an unexplained death. Can you tell me why we’re standing out here in the middle of a field looking at a dead goat?",37
MULDER,"Well, according to eyewitnesses, the death we’re investigating was preceded by a Fortean event. That’s a highly unusual or infrequent meteorological phenomenon also known as a transient.",27
SCULLY,A transient.,2
MULDER,"Yeah. Witnesses described a bright flash about 30 degrees off the horizon, then a hot yellow rain fell from a cloudless sky. Fortean researchers call these ""liquid falls."" Black and red rains are the most common, but there have also been reported cases of blue, purple and green rains.",49
SCULLY,Purple rain?,2
MULDER,"Yeah. Great album. Deeply flawed movie, though.",7
SCULLY,"Mulder, this ""transient,"" as you call it, this bright flash in the sky - I assume you think it has some connection to -",22
MULDER,"Fortean events have been linked to alien encounters, cattle mutilations, the kind of exsanguinated animal carcass you were just looking at.",21
SCULLY,"And the victim, Maria Dorantes, did she die in a similar fashion?",12
MULDER,I would assume so.,4
SCULLY,You assume? Nobody’s examined the body?,6
MULDER,"Nobody cares, Scully. The victim and many of the witnesses are illegal immigrants. Migrant farm workers.",16
MULDER,I thought it might be important to talk to them. Before they migrated.,13
FLAKITA,La Migra! La Migra!,4
MULDER,No La Migra! No La Migra!,6
SCULLY,"No La Migra, no La Migra.",6
MULDER,No La Migra.,3
SCULLY,"La FBI, no La Migra.",5
MULDER,"It’s all right. We don’t want to take anybody away. Relax. No, it’s okay. Tranquile.",15
FLAKITA,What do you want?,4
MULDER,We want to know what happened to Maria Dorantes. Does anybody know what happened to Maria Dorantes? Did anybody see anything?,21
FLAKITA,El Chupacabra. That’s what happened to Maria Dorantes.,8
SCULLY,El Chupacabra?,2
MULDER,"Yeah, its a Mexican folktale. El Chupacabra, the goatsucker. It’s a small gray creature with a big head and a small body and big black bulging eyes.",27
FLAKITA,Si! Si! Si. Light. Then rain. Then La Chupacabra. He comes and eats away Maria’s eyes and face.,18
MULDER,Did you see the Chupacabra?,5
FLAKITA,No. But everyone here knows that this is the truth.,10
SOLEDAD,This woman’s a liar! There is no Chupacabra. The Chupacabra is nothing but a story told to children. I know the killer of Maria Dorantes.,25
SCULLY,"Who would that be, sir?",5
SOLEDAD,"It’s my brother, Eladio Buente. He killed Maria because she loved only me.",13
MULDER,"Uh, how do you explain the uh, the yellow rain and the dead goat over the hill?",17
SOLEDAD,It’s a trick for fools who believe in fools’ superstitions.,10
SCULLY,"Thank you, Mr. Buente. You’ve been very helpful.",8
SCULLY,Maria... Maria... I just met a girl named Maria.,9
MULDER,"I doesn’t make a whole lot of sense, Scully.",9
SCULLY,"It makes perfect sense, Mulder. Admit it. You fell for it. Your ""Fortean Event"" turned out to be nothing more than the oldest story in the world. Two men. One woman. Trouble.",32
MULDER,"I admit, there’s a strong suspicion of motive and intent - but the amount of detail, the description of that Chupacabra...",20
SCULLY,"Mulder, what we’ve walked into here is a Mexican soap opera, and one for the local cops.",17
