speaker,line,words
MRS KERNOF,"Good Evening, Father.",3
FATHER MCCUE,Is she ready?,3
MRS KERNOFF,Yes.,1
FATHER MCCUE,Baptism is the rite of initiation. This holy water takes away original sin. The sacrament confers the grace of god … bringing the soul into God’s family.,27
FATHER MCCUE,"Dara, I baptize you in the name of the Father … and of the Son … and of the Holy Spirit. Bless you my child.",25
MR KERNOF,"Dara? MR KERNOF Oh, my God.",6
MR KERNOF,Dara?! Dara!,2
MR KERNOF,Dara! Dara?,2
MR KERNOF,"Oh … Oh, God. Oh, my God. Dara! No! Noooo!",10
SCULLY,"Bless me, Father, for I have sinned. It has been several months since my last confession.",16
PRIEST,You have a sin to confess?,6
SCULLY,"Father, I’m an FBI agent. I’ve taken it as my code and purpose to uphold the law … to save lives.",21
PRIEST,And now your work has come in conflict with your faith.,11
SCULLY,In a way. I was here for Easter services last week and Father McCue approached me for my help.,19
PRIEST,Why did he come to you?,6
SCULLY,"Because there was a family that he felt needed my help. But it was more than that. Father, I had a daughter who died … A strange and sudden death several months ago.",33
PRIEST,Father McCue thought that by helping these people you might in some way help yourself to come to terms with your grief.,22
SCULLY,Yes.,1
PRIEST,But you haven’t.,3
SCULLY,"Father, I told you that I had a sin to confess … But the sin of which I’m guilty … I’m not sure if you can offer forgiveness.",28
PRIEST,What is the sin?,4
SCULLY,"An innocent girl is dead because of me. I could’ve saved her life, but I let her die.",18
FATHER MCCUE,Dana … Do you have a moment? I’d like to speak with you in private.,15
FATHER MCCUE,"I must say, Dana, it’s been nice seeing you at mass again. I’ve almost started getting used to it.",19
SCULLY,I’ve been trying to make an effort to come more often.,11
FATHER MCCUE,"I don’t mean to take advantage of your attendance, but I’ve become involved in a difficult situation with a couple that are also members here. Do you know the Kernofs?",30
SCULLY,"No, I’m afraid I don’t.",5
FATHER MCCUE,"Recently, they lost their daughter, Dara. You may have heard about the situation?",13
SCULLY,"No, I didn’t.",3
FATHER MCCUE,The circumstances of the girl’s death were sudden and I’m afraid the police haven’t been able to tell them much.,20
SCULLY,Are you asking for my help?,6
FATHER MCCUE,The Kernofs are devout but their faith is giving them little comfort. I thought with your background your words might carry a certain weight. Can I tell them you’ll be visiting?,31
MRS KERNOFF,"That’s Dara on her 16th birthday. We couldn’t have children of our own. I persuaded Lance six years ago to adopt. At first he was reluctant to accept a special needs child, but he became so attached to her. Then this happens. You make the choice never imagining something like this or how vulnerable you are. Dara had just been baptized. I know in my heart she’s gone to a better place, but Lance is angry. Angry at God. They say time heals.",83
SCULLY,"Oh, Father McCue said that, uh, that you’ve been having trouble getting much information about what might have happened to her.",21
MRS KERNOFF,They say now she may have been struck by lightening but no one seems to know for sure. How she even got out of the house onto the street is a mystery.,32
SCULLY,What do you mean?,4
MRS KERNOFF,Dara suffered from congenital spinal deformities. She’s been wheelchair bound her whole life.,13
SCULLY,Could somebody have taken her out of her room?,9
MRS KERNOFF,"Lance said he saw her walking and that when he found her she was on her knees, praying. I think that’s the hardest part for my husband. He’ll never understand how God could … forsake the life of an innocent girl. How God, in His mercy could let this happen to our Dara.",53
SCULLY,"Mrs. Kernof was talking about her husband, but she might as well have been talking about me.",17
PRIEST,"You, too, were angry at God?",6
SCULLY,"I felt drawn to these people, Father … in a very personal way. I was determined to help them understand why their daughter had been taken.",26
PRIEST,And did you?,3
SCULLY,"As much as I have my faith, Father, I am a scientist trained to weigh evidence… but science only teaches us how … not why.",25
CORONER,"If you want me to stand by my report, I will, but I have to say it’s not exactly open and shut on the cause of death.",27
SCULLY,You think it was lightning?,5
CORONER,"I’m guessing it was lightning, The way her eyes were burned suggests the bolt may have gone to ground right through the top of her head. Funny thing is there was no other sign of arcing except for the face.",40
SCULLY,Her mother said that she was found in a kneeling position.,11
CORONER,Genuflecting. Are you a religious person?,6
SCULLY,Why do you ask?,4
CORONER,"I haven’t been to church since I was a kid, but I went last Sunday. I’m going to show you something. Her body was rigored such that I had to do my examination in the position she was found. I’ve never seen anything like it.",45
SCULLY,Looks like there was surgery done on her hands.,9
CORONER,"She was polydactyl. Same with her feet. I haven’t asked her parents yet. Haven’t had the heart to, but I assume they had the extra fingers removed.",27
SCULLY,What’s the connection?,3
CORONER,I found no other evidence of any other tissue damage of electrical burns or any other serious trauma. It’s as if God Himself struck her down.,26
SCULLY,Dara Kernof was adopted. I don’t suppose that you’ve requested any information about the birth mother.,16
CORONER,I can do that if you like.,7
SCULLY,"No, that’s okay. I, uh … I have someone I can ask. Somebody I’d like to confer with, actually.",19
ORDERLY,"Koklos … Koklos … Paula Koklos, room 213. We’ll get her things packed up and get you on your way.",20
STARKEY,Hold it! Just hold it. Are you Father Gregory?,9
FATHER GREGORY,Yes.,1
STARKEY,I’m Aaron Starkey with the Department of Social Services. I am very sorry but we’ve had a mix-up.,18
FATHER GREGORY,What are you talking about?,5
STARKEY,Your adoption petition for Paula Koklos. It’s missing an approval.,10
ORDERLY,I’ve got the court order right here.,7
STARKEY,"Well, that’s the mix-up. See, it never should have gone to family court without getting an approval from the social worker assigned to the case, and that’s me.",28
FATHER GREGORY,Give it to me here then and we’ll be on our way.,12
STARKEY,"No. I can’t, at least not yet. I’ve just been assigned to Paula, so I’ll need time to familiarize myself with her case…",23
FATHER GREGORY,"Look, I’ve already been through all this. I’m here to take the girl home.",14
STARKEY,"I’m sorry, Father, but you’ll have to wait … until I can get the paperwork in order.",17
SCULLY,Hello?,1
MULDER,"Hey, Scully. I’m returning your call.",6
SCULLY,"Hi .. uh, something’s come up. I was, uh, hoping that you could do me a favor.",16
MULDER,Why? What’s going on?,4
SCULLY,This isn’t official FBI business so I was hoping that we could keep it outside of work.,17
MULDER,"Hey, look, I’m, uh … I’m kind of tailing a possible suspect right now, so I’m kind of rushed, so, uh …",22
SCULLY,I need some birth and adoptive records on a Dara Kernof.,11
MULDER,Who?,1
SCULLY,"Dara Kernof. I can’t tell you much more than that, Mulder. I’m sorry.",13
MULDER,You want to give me a hint? Anything?,8
SCULLY,Not until you get me those records.,7
MULDER,"All right, I’ll talk to you later.",7
MULDER,Scully? Aren’t you the secret squirrel.,6
SCULLY,What so you mean?,4
MULDER,Just got a look at that body they wheeled out of here. You’ve been holding out on me.,18
SCULLY,"Mulder, it’s not what you think. I - I didn’t want to involve you. I got asked to look into this as a favor for a family.",26
MULDER,Dara Kernof’s family?,3
SCULLY,You found Dara’s records?,4
MULDER,"No, those are her birth records. The adoption records have been sealed.",12
SCULLY,I think one of my questions has already been answered. Dara was a twin.,14
MULDER,"No. Actually she was a quadruplet – one of four girls. Was this, uh … cross found like this?",19
SCULLY,"Uh, yes, as far as I know. Why?",8
MULDER,"It’s inverted. Upside down. That’s a protest, a sacrilege against the church.",12
SCULLY,Put there by whom?,4
MULDER,"It’s your case, remember, Scully? Do you have any suspects?",10
SCULLY,Not as of this time.,5
MULDER,"Could the, uh, the victim have placed it?",8
SCULLY,"Uh, it’s doubtful. Paula Koklos was severely impaired -- physically and mentally – as was Dara Kernof.",16
MULDER,And they both died the same way?,7
SCULLY,It appears that their eyes were burnt out. Their bodies frozen in a position of prayer.,16
MULDER,Their physical deformities could account for that.,7
SCULLY,They might.,2
MULDER,"Look, Scully. I know you don’t really want my help on this, but can I offer you my professional opinion? You’ve got a bona-fide, super-crazy, religious wacko on your hands.",30
SCULLY,What makes you so sure?,5
MULDER,"The mote in the eye, the eyes as windows to the soul, an eye for an eye – he’s working from ancient scripture … ancient text … Maybe even the Bible. He may even think he’s doing God’s work.",39
STARKEY,Did you find anything? My name is Aaron Starkey. I’m the social worker assigned to Paula Koklos. This is so tragic. I just hope you catch whoever did this.,29
SCULLY,"Mr. Starkey, do you happen to know if that cross over there belonged to Paula?",15
STARKEY,I don’t remember seeing it before. I’m sure it didn’t.,10
SCULLY,Did she have any visitors or anybody who might have left it behind?,13
STARKEY,"Well, she had no family. No friends, really. I don’t know if you knew this, but… Paula was about to be adopted.",22
SCULLY,By who?,2
MULDER,"Scully, look at this. The Gnostic Gospels, Book of Enoch … Book of J … Apocrypha … I’m surprised there’s nothing here from ""Jesus Christ Superstar"".",26
SCULLY,What kind of church is this?,6
MULDER,There’s no telling.,3
FATHER GREGORY,Can I help you?,4
SCULLY,Father Gregory?,2
FATHER GREGORY,Yes?,1
SCULLY,I’m Dana Scully. We’re here about the death of Paula Koklos.,11
FATHER GREGORY,Oh …,2
SCULLY,"Are you all right, Father?",5
FATHER GREGORY,I was trying to adopt Paula. I’m sure you knew that.,11
MULDER,We hear you were very anxious to do so.,9
FATHER GREGORY,I … I hope to God you’re not suggesting I had something to do with it.,16
MULDER,Why adopt her?,3
FATHER GREGORY,You think I was interested in harming her?,8
MULDER,Why adopt her?,3
FATHER GREGORY,I - I was trying to protect her. I knew her mother.,11
SCULLY,Do you know where she is?,6
FATHER GREGORY,Yes.,1
SCULLY,We were looking for her name. It’s not listed on the girls’ birth records.,14
FATHER GREGORY,Why would you want it?,5
SCULLY,The other two girls may be in danger. We’re hoping that she might be able to help is find them.,20
FATHER GREGORY,Their mother died in childbirth.,5
SCULLY,Can you give us a name?,6
FATHER GREGORY,"When I was a priest in the Roman Church, before I founded my own, I was her confessor. Divulging her name would violate the code of my faith … … and yours, I see.",34
MULDER,You said you wanted to protect Paula. From what?,9
FATHER GREGORY,"Whatever your intentions … your secular prejudices blind you from seeing what’s really happening here. Two girls are dead … not by the hand of Man. Unless you accept the truth of God’s teachings that there is a struggle between good and evil for All Souls and that we are losing that struggle, you’re but fools rushing in. You put your own lives in danger as well as the lives of the Messengers. I have nothing more to say..",79
SCULLY,"I brought Agent Mulder on the case to help temper my feelings … to keep them from clouding my judgement. I wouldn’t admit it to him, but … as we stood there, I felt as if Father Gregory were speaking directly to me … in a language only I could understand.",51
PRIEST,The Messengers.,2
SCULLY,Yes.,1
MULDER,"I know people in glass houses shouldn’t throw stones, blah, blah, blah, but that guy is paranoid.",17
SCULLY,"I think you’re a little extreme in your judgment, don’t you, Mulder?",12
MULDER,"All that crap about the fight for All Souls, the literature we saw in there, the performance we just witnessed – it all fits. He thinks he’s doing God’s laundry.",30
SCULLY,"Well, he said this wasn’t done by the hand of man. Do you think he believes that, too?",18
MULDER,"If he does, he’s even more dangerous than he appears. Even if he’s not your killer, he is hiding something.",20
SCULLY,What?,1
MULDER,"Well, he says he knew the mother, but won’t give up her name. Maybe she’s still alive. I think you have enough to bring him in for questioning if not make an arrest.",33
SCULLY,"But, basically, you’re ruling out any element of the supernatural?",10
MULDER,What … do … you… mean?,6
SCULLY,"Well, Dara Kernof was baptized on the day of her death. She was sanctified by the ritual sacrament … submerged in the spirit..",23
MULDER,And why would God allow this to happen. Why do bad things happen to good people? Religion has masqueraded as the paranormal since the dawn of time to justify some of the most horrible acts in history.,37
SCULLY,"I was raised to believe that God has His reasons, however mysterious.",12
MULDER,"He may well have His reasons but He seems to use a lot of psychotics to carry out His job orders. You want to find out who did this? I suggest you autopsy the body of Paula Koklos before it’s interred, before the man who killed her has a chance to find her sisters.",54
SCULLY,"The victim is Paula Koklos, age 16, cause of death unknown. I’ll begin with the external examination. Victim has signs of congenital physical defects including four supernumerary digits. The only indications of external trauma are the burning … by means unknown, of both globes of the eyes. I’m noting something on the shoulder – a bony process of some kind, possibly a tumerous mass. No- no indication of surgical procedure. The mass appears on both the right and left clavicle.",80
SCULLY,"Oh, God.",2
EMILY,Mommy?,1
EMILY,"Mommy, please.",2
SCULLY,I told myself that it was all in my head … a hallucination brought on by my emotional connection to the case.,22
PRIEST,That would seem to be a reasonable explanation.,8
SCULLY,"But that’s not what it was, Father. I was meant to see Emily … for a purpose.",17
PRIEST,Which was?,2
SCULLY,To save these girls.,4
MULDER,"Hey, Scully, it’s me. I did a little more digging on those adoption records.",14
SCULLY,What do you mean?,4
MULDER,I think I got a lead on that third sister.,10
SCULLY,Where?,1
MULDER,"She was under county care ten years ago. Apparently, she wandered into a teen crisis center here in DC last week, homeless. That guy over at, uh, social services, Starkey – he’s helping me canvas the area.",37
SCULLY,"Well, Mulder, if she shares anything with her sisters, she wouldn’t be walking anywhere far.",15
MULDER,What did you find?,4
SCULLY,"There’s evidence of a progressive degenerative bone disease and, uh, I know you’re going to think that I’m crazy … but I swear I found evidence of something winglike.",29
MULDER,"Well, then, maybe she flew here, Scully.",7
SCULLY,"Mulder, there’s something else …",5
MULDER,Why don’t you hold that thought and tell it to me and Father Gregory when you see us?,18
MULDER,Stop right there! Move into the light. Move into the light. Hands where I can see them!,17
FATHER GREGORY,We’re too late.,3
MULDER,Where’s the girl?,3
FATHER GREGORY,She’s dead.,2
MULDER,Where is she?,3
FATHER GREGORY,In there.,2
MULDER,"What are you asking for, Father? Mercy or forgiveness? You know they say when you talk to God it’s prayer, but when God talks to you, it’s schizophrenia. What is your God telling you, Father?",35
FATHER GREGORY,I pray for the girls’ souls.,6
MULDER,You pray for their souls now. That’s convenient.,8
FATHER GREGORY,I’m immune to your mockery. You’re not interested in the truth.,11
MULDER,"I am only interested in the truth. I would like to know why you did what you did to three defenseless, helpless young girls. What in your sick mind would possess you to burn their eyes out! Did they see you for who you are, like I do? What does this mean, Father?",53
FATHER GREGORY,Tell him what it is.,5
FATHER GREGORY,St Peter. You know the story. St Peter on the cross.,11
SCULLY,St. Peter would only be crucified upside-down out of humility towards Christ.,12
FATHER GREGORY,"I’ve risked my life to protect their precious souls, which the devil has sought to claim for his own. He took two before I could reach them. I was too late to save the third.",35
GUARD,Agents Mulder and Scully?,4
FATHER GREGORY,"You know. You’ve already guessed … what they are. The last one is still out there. The Devil is here and if he finds her, his victory will be complete.",30
MULDER,"Scully, they think they’ve found the fourth girl.",8
FATHER GREGORY,"As long as I’m in here, there’s no one to protect her. Let me go … or she will die.",20
PRIEST,You believed him.,3
SCULLY,Yes.,1
