speaker,line,words
COP 1,"Yeah, how're ya doing?",4
GUY IN CAR,Quite a little party. What do you know?,8
COP 1,Reports that there were shots fired. The door looks like it's been jimmied. The alarm wasn't tripped.,17
GUY IN CAR,You see anybody come out?,5
COP 1,"Not a soul. Whoever it is, he's still in there. COP 1 motions for his men to go into the building. In the building, they walk up the stairwell with their flashlights on. One by one, covering each other, they enter a warehouse room filled with crates, dark.",48
COP 2,"Lieutenant, over here. COP 1 turns with his gun at ready and looks at the ground. Blood.",17
COP 2,Look here. Looks like someone got hit.,7
COP 1,So where'd he go? Stay low and keep looking. They slowly search again. COP 1 hears groaning. He turns and sees a large piece of cardboard leaning against a crate. The moaning is coming from underneath. He slowly walks toward it. He talks into the headset communication.,47
COP 1,Davis! Gonzalez!,2
DAVIS AND GONZALEZ,Yeah. They join him. He slowly lifts the cardboard. A naked man. He's groaning with his arm over his face. It's Mulder.,22
MULDER,They're here....,2
COP 1,Are you all right?,4
MULDER,They're here...,2
COP 1,Who's here? He motions for the two to check it out. We follow one of them as he moves to another section and lifts a wooden slat door. Three figures pop up and run away.,35
COP 2,"Hey, stop. Police! One of the men falls and the other two stop by him with their arms raised. It's Frohike on the floor, Langly and Byers!",27
LANGLY,Don't shoot!,2
FROHIKE,We didn't do it.,4
COP 2,Didn't do what?,3
BYERS,Whatever.,1
COP 2,Face down on the floor! They slowly kneel down as the other MP comes with his gun pointed at them. They go stomach to the floor.,26
COP 2,Get down! Get down! All right. Cuff 'em. Spread 'em. The cops frisk them as they hear the shouting again.,20
MULDER,THEY'RE HERE! THEY'RE HERE!,4
LANGLY,"We're screwed. Thank you so much for getting me involved in this, DOO-hickey.",13
FROHIKE,"Frohike, you hippie jerk.",4
LANGLY,DOO-hickey! Frohike stands with his finger pointed. Langly stands and towers over him.,13
FROHIKE,"Ya know, with that long blonde hair, you'll be the first one in here that gets traded for cigarettes. I'm gonna be laughing my ass off.",26
LANGLY,Oh yeah? Ya wanna cha-cha.,5
FROHIKE,"Anytime, any place. Byers turns.",5
BYERS,Both of you relax!,4
LANGLY,"Shut up, ya narc!",4
FROHIKE,It's your fault we're here.,5
GUARD,"You, you with the suit. You're first. Byers turns, scared.",10
MUNCH,"Detective Munch, Baltimore Homicide.",4
BYERS,Did they find her?,4
MUNCH,"And a good evening to you. Sorry, no sign of your mystery lady.",13
BYERS,"She is real, the FBI agent saw her.",8
MUNCH,"Yeah well, Special Agent .. Mulder? Is currently being held under five-point restraints and jabbering like a monkey. And the FBI's not talking either. So, what I'm looking at here is a warehouse break-in with nothing stolen, a shoot-out but no guns, lots of blood but no bodies. And an FBI agent who likes to take off all his clothes and talk about space aliens. Fill me in. From the top, start with your name and birth date.",77
