speaker,line,words
SKINNER,This is it? I just sign this and it's done?,10
JANE CASSAL,As soon as I file it with the City Clerk.,10
SKINNER,This pen... she gave it to me. It was an anniversary present. I don't remember which one.,17
JANE CASSAL,Walter. They are expecting the signed documents by the end of business today - which was 10 minutes ago.,18
SKINNER,I know what time it is.,6
JANE CASSAL,Then you should sign.,4
JANE CASSAL,"What are you doing, Walter?",5
SKINNER,"After seventeen years, they can wait another day.",8
JANE CASSAL,Listen. No one knows better than I what an emotional experience this is...,13
SKINNER,"Don't ""lawyer"" me, Jane. I'll do it tomorrow.",8
JANE CASSAL,Why put yourself through another day of this?,8
SKINNER,I said tomorrow.,3
CARINA SAYLES,Excuse me. Are you holding this for someone? It's the only open seat.,13
SKINNER,Go ahead.,2
BARTENDER,Good evening. What can I get you?,7
CARINA SAYLES,"Tonic water with lime, please.",5
BARTENDER,"Sir, would you like another one?",6
SKINNER,Sure.,1
CARINA SAYLES,Thanks.,1
SKINNER,For what? Ordering another drink?,5
CARINA SAYLES,"There's a man behind me wearing a red tie. For some reason, he felt compelled to tell me half his life story. I was afraid if you got up, he might try to get in the other half.",38
SKINNER,"I guess some people think that you owe something, just 'cause you're out alone.",14
CARINA SAYLES,Does it ever bother you?,5
SKINNER,What?,1
CARINA SAYLES,Being alone.,2
MULDER,I'm looking for Detective Waltos?,5
DETECTIVE WALTOS,Who's asking?,2
MULDER,My name is Mulder. I work with Assistant Director Skinner. I'd like to speak with him.,16
DETECTIVE WALTOS,You can see him after he gives his statement. We're gonna finish up at the station house.,17
MULDER,Why don't you just get a statement here?,8
DETECTIVE WALTOS,It seems that the Assistant Director is suffering from a minor memory lapse.,13
MULDER,Yeah.,1
SCULLY,"Mulder, it's me. I just got your message. You said Skinner called in a homicide?",15
MULDER,"Yeah, it appears to be a little more complicated than that. It seems like he had a front-row seat.",19
SCULLY,I don't understand.,3
MULDER,I don't understand it either. They're not letting me talk to him. Hold on a second.,16
MULDER,"Excuse me, sir?",3
SKINNER,"I appreciate your concern, Agent Mulder, but there's no need for you to get involved in this.",17
MULDER,Detective? Detective? Detective? Can you at least tell me what happened? What does he say happened?,16
DETECTIVE WALTOS,"Well, he claims he met the victim in the bar downstairs. After a couple of drinks, they decided to get a room together, which is all fine except when he wakes up, he finds her lying next to him with a broken neck. That's all he says he remembers.",49
MULDER,You don't believe him?,4
DETECTIVE WALTOS,He refused to take a polygraph test. It's not helping his credibility.,12
MULDER,What about the victim? Has she been identified?,8
DETECTIVE WALTOS,"Not yet. She had no purse, nothing with a name on it.",12
MULDER,"Well, there must be evidence of an intruder of some kind.",11
DETECTIVE WALTOS,"Uh, Agent Mulder, I've been on the job for eighteen years. I know the drill.",15
MULDER,"Well, then, if you know the drill, then you should be canvassing hotel employees, housekeeping...",15
DETECTIVE WALTOS,"I appreciate that he's a colleague of yours, but I want you to understand something. He's also a suspect.",19
MULDER,"Detective? When you're done questioning him, I'd appreciate a call.",10
DETECTIVE WALTOS,All right.,2
MULDER,Get any of that?,4
SCULLY,"Most of it. Mulder, I'm on my way.",8
MULDER,"No, no, I want you to take a look at that body. Get down to the coroner's. I'll meet you there.",21
SCULLY,"The conspicuous absence of any contusions or lacerations would strongly suggest that the victim's injuries were sustained without a struggle. From my observations, I would have to concur with the county coroner's report that her murder was most probably a sudden and violent act in a vulnerable moment. Beyond this, I found nothing in my post-mortem examination to recommend further investigation.",61
MULDER,Beyond what?,2
SCULLY,"Her spinal cord was crushed, Mulder. The cervical vertebrae was fractured in what appears to be manual trauma.",18
MULDER,Were Skinner's the only prints lifted from the body?,9
SCULLY,"So far. They found no semen samples. There was some irritation, probably an allergic reaction to latex.",17
MULDER,At least they were having safe sex.,7
