speaker,line,words
HUNGRY GUY,"Hello? Hello! Hey! I'm sitting here, dude!",7
MALE VOICE,Sorry. We're closed.,3
HUNGRY GUY,"Uh-uh. I was here before you turned off the light. Grandfather clause, man. I need a super patty, double with cheese...",21
MALE VOICE,The light was a mistake. We're closed. Sorry.,8
HUNGRY GUY,The light was on! How bad do you want this job? 'Cause I'll call the head office right now. Super patty. Double. With cheese. Supersize fries. Supersize Diet Sprite.,29
MALE VOICE,"Drive through, please.",3
HUNGRY GUY,"What the hell is this? Customer service, man. Stop spanking it and get my food.",15
HUNGRY GUY,"Hey, in there. Guy?",4
ROB ROBERTS,You... are your own man and you control everything you do.,11
ROB ROBERTS,"Hey, yo, Derwood.",3
DERWOOD SPINKS,"Hey, Rob.",2
ROB ROBERTS,"Hey, Mr. Rice.",3
MR. RICE,"How's it going, Rob?",4
ROB ROBERTS,"Have a good one, Lucy.",5
LUCY,"You, too, Rob.",3
ROB ROBERTS,Welcome to Lucky Boy. May I take your order?,9
MULDER,"Yeah, we'll have it our way.",6
SCULLY,"FBI. Special Agents Scully and Mulder. We'd like a word with your manager, please.",14
MR. RICE,"Well, that's me. How can I help you?",8
SCULLY,"Sir, would you do us a favor and gather your employees, please?",12
LUCY,"Well, what's going on?",4
MULDER,We're investigating a murder. A car was found in a reservoir ten miles from here. A body was found in the trunk of that car.,25
MR. RICE,What does that have to do with us?,8
SCULLY,"Well, this was also found in the car. It's a badge that's only given to employees. Is that correct?",19
MR. RICE,"Yeah, ""free fer"" Fridays -- it's our promotion where you buy one superpatty and get one free. But look -- there's four Lucky Boys in Costa Mesa alone and something like 30 in Orange County.",33
SCULLY,Thirty-two.,1
MULDER,"Yeah, long day. So let's make this quick. Does everybody have their button?",13
ROB ROBERTS,"We only wear them on Fridays. For ""free fer"" Fridays.",10
MULDER,"Yeah, but does everybody have their button?",7
MULDER,"Hey, uh, you... back there, what's your name?",8
DERWOOD SPINKS,Derwood Spinks.,2
