speaker,line,words
"PASADENA, CALIFORNIA, 2",45 AM,2
VOSBERG,It was on the call sheet for them to check in with us at midnight.,15
PIERCE,Did you try every band?,5
VOSBERG,Repeatedly. All audiovisuals seem to be down.,7
PIERCE,Maybe it's just a satellite glitch.,6
VOSBERG,"We thought so, too, until we received this...... from a tracking station in Bend, Oregon. They picked it up about a half hour ago on an emergency frequency.",28
PIERCE,What are those guys doing?,5
VOSBERG,"We did manage to uplink Firewalker's video camera. It's at base camp, so we're hoping it can, uh, give us a picture, tell us what's going on there.",28
TECHNICIAN,Data feed's coming in now.,5
PIERCE,What's the robot doing in the volcano?,7
VOSBERG,I don't know. There's no descent scheduled.,7
TECHNICIAN,"Firewalker's not responding. Except for the video feed, I can't get control. Someone's overriding it.",15
PIERCE,Lock camera remote and pan left.,6
PIERCE,Stop. Stop. Go back. Tilt up and zoom in.,9
PIERCE,Erikson.,1
VOSBERG,What the hell?,3
PIERCE,Give me that.,3
VOSBERG,"There it is again. Did you see that? You saw that shadow, didn't you?",14
TECHNICIAN,"Yeah, but what could be moving around in that kind of heat?",12
VOSBERG,"I don't know, maybe it was, uh, just a ghost signal. It wouldn't be the first time.",17
VOSBERG,What's going on up there?,5
NEWS ANCHOR,"Let's go now to our science editor, Eric Parker, standing by in Mount Avalon, Washington. Eric?",16
NEWS REPORTER,"I'm standing here on an historic eve, with a group of scientists who can barely contain their excitement about this device, which looks like a large titanium bug. Its name is Firewalker, and next week will make its first descent into an active volcano. Now this amazing robot is the brainchild of vulcanologist Daniel Trepkos, whose objective is to gather samples from the crater floor which may hold valuable scientific data about the earth's core.",75
TREPKOS,"Scientific data? We're talking about revisiting the very origin of the earth, peering into the fire where it all began - a human endeavor more important even than man's exploration of space.",31
MULDER,It's no mean claim.,4
PIERCE,Daniel always had a flair for self-dramatization.,7
SCULLY,I'd always heard that he was brilliant.,7
PIERCE,"Brilliant doesn't go quite far enough. Daniel occupies that rare place among scientists where dreams, ambition and great luck converge.",20
MULDER,And you think his luck just ran out?,8
PIERCE,"The team of scientists you just saw sent a distress signal yesterday after failing to make a scheduled status report, and they haven't responded to any of our calls. But by using remote telemetry, we were able to activate Firewalker's camera. This is what we found.",46
PIERCE,"You're looking at the floor of the volcano. But this is the last thing we expected to discover. The dead man is, uh, Phil Erikson, chief seismologist. Now, look at this.",31
MULDER,Whoa! What the hell is that?,6
PIERCE,We don't know. Whatever it was disabled the camera. The temperature readings are upwards of 130 degrees at this depth.,20
SCULLY,But that was alive.,4
MULDER,Why weren't you up there?,5
PIERCE,I left the project six weeks ago. Trepkos and I nearly came to blows.,14
SCULLY,Over what?,2
PIERCE,"I wish I could explain. Daniel and I, uh... I always played Salieri to his Mozart. I was never quite on his plane of intellect, but this time I found him slipping into madness, the way he began to control the others.",42
MULDER,Do you think he's responsible for what happened?,8
PIERCE,"Whatever there is between me and Trepkos, I pray that he isn't. We've got 20 million tax dollars in this project. If word of it were to get out, it could destroy years of work. I'm afraid to go through proper channels.",42
MULDER,We're not exactly proper channels.,5
SCULLY,How soon can we get up there?,7
PIERCE,"Well, we've got a charter flight waiting to take us to Seattle. From there, a helicopter will fly us to Mount Avalon.",22
MULDER,Scully? I don't think it's a good idea for you to go.,12
SCULLY,"Mulder, I appreciate your concern - but I'm ready. I want to work.",12
MULDER,"Well, maybe you should take some time off.",8
SCULLY,I've already lost too much time.,6
PIERCE,There it is!,3
PIERCE,"This was Firewalker's satellite relay. We installed field instruments all around this area - seismographs, tiltmeters...",15
MULDER,We'll look around out here after we've checked inside.,9
PIERCE,"These instruments are worth millions of project dollars, and I'm accountable to the USGS for every one of them.",19
SCULLY,Shouldn't we find the rest of the descent team first?,10
PIERCE,I just want to take a quick damage survey. I'll catch up with you in a few minutes.,18
MULDER,Hello?,1
MULDER,Looks like somebody wanted to put this operation permanently out of commission.,12
SCULLY,Mulder!,1
LUDWIG,Wait! Wait!,2
SCULLY,What's going on?,3
LUDWIG,"Hey, this isn't what it looks like!",7
MULDER,He just about took my head off!,7
LUDWIG,"I told you I made a mistake, OK? I'm sorry, all right?",12
MULDER,"Well, who the hell are you?",6
LUDWIG,I'm Ludwig. I'm Jason Ludwig. I'm the robotics engineer for the descent team.,13
MULDER,You always greet people this way?,6
LUDWIG,"I heard a noise, OK, I thought it was him. I was just trying to protect myself. You know, self-preservation?",20
MULDER,"Well, who did you think I was that you thought you had to protect yourself?",15
LUDWIG,Trepkos.,1
LUDWIG,"He ran hot and cold, you know? Sometimes he wouldn't talk to us for days, and then - boom - you couldn't get him to shut up. Don't get me wrong, OK? No one revered the man more than me. I mean, he was a prophet, an oracle. He saw things... I mean, he saw things that you and me, we only dream about and then forget when we wake up.",69
LUDWIG,"Oh, it's OK, you can come out now, the cavalry's here.",11
LUDWIG,"This is Peter Tanaka, our systems analyst. And, uh, this is Jesse O'Neil.",13
O'NEIL,Are you the rescue team?,5
MULDER,"No, we're with the FBI.",5
O'NEIL,"The FBI? But you're taking us back, right?",8
MULDER,After we've investigated what happened here.,6
LUDWIG,Trepkos is what happened here.,5
MULDER,Did he kill Erikson?,4
LUDWIG,"He flipped out. Right after the descent, he just flipped out.",11
SCULLY,Can you think of anything that might have caused or contributed to his behavior?,14
LUDWIG,You're asking me?,3
O'NEIL,"Daniel is sick. He had a bi-polar disorder, I think that's what it was. It wasn't a secret, but not something he advertised either. But with his medication, he was just fine.",32
LUDWIG,"Yeah, well I think Erikson's wife might disagree with that.",10
SCULLY,"You're part of the team, Jesse?",6
O'NEIL,Daniel was my thesis adviser at the university. He asked me to assist him on this project.,17
MULDER,Are these his notes?,4
