speaker,line,words
SCENES FROM 7X22 REQUIEM,nan,1
CHRIS CARTER,Last season on the X-Files.,5
SPECIAL AGENT CHESTY SHORT,"Gas, expenses-- by FBI standards these numbers are out of control.",11
SCULLY,I believe I was taken by men who subjected me to medical tests which left me barren.,17
MULDER,They're taking abductees. You're an abductee.,6
SCULLY,There was something out there in that field. It knocked me back because it didn't want me.,17
FROHIKE,You'd never know it's a UFO.,6
BYERS,If you didn't know what you were looking at.,9
SKINNER,I don't know what else I can say-- I lost him.,11
SCULLY,We will find him.,4
SCULLY,I'm having a hard time believing it.,7
SCULLY,I'm pregnant.,2
SCULLY,What is this?! Excuse me. Can somebody please tell me what's going on here?,14
AGENT TDB,We're collecting material.,3
SCULLY,For?,1
AGENT TDB,For anything that might be pertinent to the manhunt.,9
SCULLY,What manhunt? Manhunt for who?,5
AGENT TDB,"You're kidding, right?",3
SCULLY,"Look, there's nothing. If you're looking for Mulder, you're wasting your time. Are you listening to me?",17
AGENT TDB,I'm not the man to talk to.,7
SCULLY,"Well, then whose stupid idea is this?",7
SKINNER,"Yeah, well, somebody might have had the courtesy to tell me.",11
SCULLY,There are agents tearing apart Mulder's office who say they're part of an FBI manhunt.,15
SKINNER,"I know. I heard. Believe me, this is not my idea. I just found out about it myself.",18
SCULLY,They're not going to find Mulder this way. You know that and I know that.,15
SKINNER,"I told you last night, I will find him. I'm going to do that. Okay? Now, I want you just to cool out. I don't want you doing anything to upset your pregnancy.",33
SCULLY,"Look, I don't understand. You are the Assistant Director. Who is going over your head on this?",17
SKINNER,Our brand-new deputy director.,4
KERSH,"A.D. Skinner, Agent Scully. Thanks for getting right over. I don't want to lose any time. We have one of our own missing and the only acceptable outcome is that we find him safe and alive. I'm sure the two of you agree.",43
SKINNER,"That goes without saying, sir.",5
KERSH,"Good. This comes at a stressful time, with my new appointment. But I'm thankful for your cooperation in the hunt for Mulder.",22
SCULLY,"Our cooperation? With due respect, there aren't two people better qualified to be directing this action, sir.",17
KERSH,"Right now, you and A.D. Skinner are the two primary witnesses to Mulder's disappearance. I want your statement taken asap.",20
SCULLY,"You make us out to be suspects, sir.",8
SKINNER,Taken by who?,3
KERSH,"My task force leader on this, Special Agent John Doggett. He's waiting to hear from you now.",17
KERSH,"One more thing. Anything leaves this building about aliens or alien abductions or any other nonsense that might cast the Bureau in a ridiculous light-- hey, you can forget about looking for Agent Mulder. You'll both be looking for new jobs.",41
KERSH,That's all.,2
SCULLY,I don't believe this.,4
SKINNER,This isn't about finding Mulder-- this is about Kersh covering the FBI's ass.,13
SCULLY,Why do I get the feeling they'd be happy if we never found him at all?,16
SKINNER,Look... I saw what I saw. I have to make a statement in there. I'm not going to tell them it didn't happen.,23
SCULLY,"Well, you heard Kersh. They don't want the truth. You give them the truth, and they'll hang you with it.",20
SKINNER,"They can hang me with a lie, too. I'm not going to sell Mulder out.",15
SCULLY,What good are you to Mulder if you give them the power to ruin your career?,16
SCULLY,We will find him.,4
AGENT GENE CRANE,"Assistant Director, you can come on back with me. Agent Scully, I'll ask you to please wait on the wall until we call you.",24
THE MAN,Water?,1
THE MAN,It could be a wait.,5
SCULLY,Thank you.,2
THE MAN,Weren't you his partner? Mulder?,5
SCULLY,Yes.,1
THE MAN,I guess nobody's beyond suspicion on this thing.,8
SCULLY,Why are they talking to you?,6
THE MAN,Me? I knew Mulder back a bit. They're developing a working profile-- character background.,14
SCULLY,I'd say they have all the character profile they need on him.,12
DOGGETT,"Certainly his reputation. I doubt we agents ever really truly know each other even our partners. Not at the end of the day. Their real lives, their friends, girlfriends, deeply personal things, issues.",33
SCULLY,I think I know Mulder as much as anybody.,9
THE MAN,"Yeah, probably so. I always took the rumors with a grain of salt.",13
SCULLY,What rumors are those?,4
THE MAN,"Well, you know.",3
THE MAN,"Well, that, from the beginning he never felt a real trust with you, that you were ambitious.",17
SCULLY,Where'd that come from?,4
THE MAN,There are women here at the Bureau that he would confide in. I don't know if you knew that or not.,21
SCULLY,No. When was this?,4
THE MAN,"I don't know, it's just talk. So, what do you think happened? To Mulder? What's your theory?",17
SCULLY,What's my theory? My theory is you don't know Mulder at all. You never did.,15
SCULLY,"""John Doggett."" Kersh's task force leader. You might have just introduced yourself.",12
DOGGETT,"Well, I was getting around to it.",7
SCULLY,"Nice to meet you, Agent Doggett.",6
SCULLY,"Mom, it's Dana. I, uh... I'm sorry I haven't called you in a while. I've been busy with work and, um, with something... else that I should probably tell you about in person. I mean, I don't even know if you're in town or if you're checking your messages. But, um... but I really need to see you and talk to you. There's a lot of stuff that's going on with me right now and, um... and I just really need to talk.",83
SCULLY,Mom?,1
DOGGETT,John Doggett.,2
SCULLY,You stay out of my business!,6
DOGGETT,What? Who is this?,4
SCULLY,You better have a court order!,6
DOGGETT,For what? Who is this?,5
SCULLY,How many phones are you tapping? How many agents are you doing surveillance on?,14
DOGGETT,Is this Agent Scully?,4
SCULLY,Thank you. You just answered all my questions.,8
SCULLY,Stop there! Right there! Now come on through the window nice and easy.,13
MR COEBEN,"Okay, I'm coming. It's me, your landlord. I started fixing the antennae on the roof, and...",16
SCULLY,"I'm sorry, Mr. Coeben. I'm sorry. There was a man. There was someone in the building. Did you see anyone?",20
MR COEBEN,"Yeah, yeah, you know him, he works with you. Tall guy-- brown hair.",13
SCULLY,Who? You... You don't mean Mulder?,6
MR COEBEN,"Yeah, Mulder.",2
SCULLY,Mulder? Are you in here?,5
FROHIKE,It took some serious voodoo,5
LANGLY,Major satellite hacking.,3
BYERS,But we got your data.,5
SKINNER,What am I looking at?,5
BYERS,You're seeing real-time images right off the JPL Topex Poseidon.,10
FROHIKE,We're wired right into the dish.,6
BYERS,We're not able to find raw data with UFO activity on it.,12
FROHIKE,But Langly was able to hack into the data storage here and pull up something just as tasty.,18
BYERS,You're looking at UFO activity in the Pacific Northwest just prior to Mulder's abduction.,14
LANGLY,All these markers correspond with reported alien abductions. It's a regular shopping spree.,13
SKINNER,So Mulder's abduction...,3
FROHIKE,Was a UFO whistle stop on the way to the next pickup.,12
SKINNER,Where? Where's the UFO activity after Mulder's abduction?,8
BYERS,"Like we said, we can't tell. Not from the data we're pulling down.",13
SKINNER,"Look, if we can figure out where that ship was going, where it was gonna be, we've got a chance to find Mulder.",23
DOGGETT,Got a minute?,3
KERSH,"Yeah, sure.",2
KERSH,"You fly, Agent Doggett?",4
DOGGETT,"Flying is for birds and baseballs. USMC, sir.",8
KERSH,"In Vietnam we used to fly night sorties ten feet above the treetops. Before night vision, before fly-by-wire. 600 miles an hour and all we had was an idiot gauge and our wits. Guys used to say they only knew their altitude by the smell of the V.C. rice pots.",50
DOGGETT,"You've come a long way, sir.",6
KERSH,"Using all the same instincts. What can I do for you, Agent?",12
DOGGETT,"This task force-- the search for Mulder, I'm running it, right?",11
KERSH,You're the man in charge.,5
DOGGETT,No one else is involved? Someone out there acting under orders from another office?,14
KERSH,"I think I'd know, Agent. What prompts the question?",9
DOGGETT,My idiot gauge. My wits.,5
KERSH,"You got a chance to shine here, John. Stand in the spotlight. Show them all you're an ace.",18
SCULLY,What are you doing here?,5
DOGGETT,I could ask you the same.,6
SCULLY,I came by to feed Mulder's fish.,7
DOGGETT,And then you got tired and decided to take a nap.,11
SCULLY,"You've got a way about you, Agent Doggett. That might have worked with the NYPD but you're talking to a fellow FBI agent now and I'd appreciate some respect.",29
DOGGETT,"Respect like you showed me over the phone? Give a little, get a little, Agent Scully.",16
SCULLY,Who ambushed me with the phony chitchat about Mulder and then put a wiretap on my phone?,17
DOGGETT,That's B.S.,2
SCULLY,And now you're following me.,5
DOGGETT,I just came by to feed the fish.,8
SCULLY,"What do you want to get on me, Agent Doggett? What is it you hope to find?",17
