speaker,line,words
MORRIS,Once upon a time there were three... how shall I put this... geeks. Three more unlikely heroes there never were.,20
BYERS,We defend the defenceless. I don't see any other way.,10
MORRIS,It wasn't long before their naivete nearly got them killed. So they hooked up with an FBI agent.,18
BYERS,"That's why we like you, Mulder. Your ideas are weirder than ours.",12
MORRIS,"And began publishing a... what shall I call it... rag, called ""The Lone Gunman.""",14
LANGLY,"The guys at the NSA and the CIA, they tremble every time we put out one of these babies.",19
MORRIS,"From their cramped basement office, they pointed fingers at powerful, evil forces.",12
MORRIS,And some not so evil. in a metal elevator or something.],11
MORRIS,"In their own unique way, the three Gunmen were patriots, fighting the good fight. different coloured background. FROHIKE in front of a red background, LANGLY in front of a white background, and BYERS in front of a blue background.] ABC Salvage. FROHIKE trips and falls on his face into the mud.] FLETCHER. LANGLY is speaking and approaching FLETCHER. FLETCHER laughing and smiling.]",62
LANGLY,We tell the stories others refuse to tell.,8
MORRIS,"Yeah, that's one way to put it. And provided... expertise... for their friends at the FBI. being lowered by BYERS from the roof into the secure computer room from a trapeze triangle.] floor. There are other men in the room. Including LANGLY.]",42
FROHIKE,She's hot.,2
MORRIS,"For a brief time, it looked as if they might actually make a difference in this cold, cruel world. lowered into something] tunnels.] standing there.] players.]",26
MORRIS,They acquired an intern who believed in their cause. on FROHIKE.] lightly slapping FROHIKE'S face.] pushing the delivery van and a close up of JIMMY BOND smiling.],27
JIMMY,Let's fight the lost causes. I want to help.,9
MORRIS,"And a powerful, beautiful nemesis... is standing there in her black outfit.] YVES from the other side of the door.] goggles and two guns at the same range.]",28
MORRIS,... who became an ally. But the world is not kind to idealists... van.] face.] FLETCHER is laughing hysterically.],18
MORRIS,"... And those who fight the good fight, don't always win. them.] camera pans backward away from them.]",17
BRITTANY,"Morris? Morris, it's going ""ping!""",5
MORRIS,"Oh, it most certainly is.",5
MORRIS,Ping.,1
BRITTANY,"You're gonna make me spill. Morris, what is all that stuff, anyway?",12
MORRIS,"Now baby, don't make me talk shop. It is so boring.",11
BRITTANY,But I want to know.,5
MORRIS,"All right. where do I begin? You know we're in the Bermuda Triangle, right?",14
BRITTANY,Mmmm-hmmm...,1
MORRIS,That place where all those planes and ships mysteriously disappeared.,10
BRITTANY,Mmmm-hmmm...,1
MORRIS,"Who do you think named it the ""Bermuda Triangle""?",9
