speaker,line,words
MR. BURT,"Bartender? Seven and seven, pack of Morleys.",7
WAYNE,"Seven and seven, pack of Morleys.",6
MR. BURT,We have a winner!,4
WAYNE,Do I know you?,4
MR. BURT,"Do you know me? Come on, Wayne-O. I'm part of the regular game? You know your problem, my friend? It's not the cards. It's playing the hand you were dealt. Well, you guys get a bad deal, it's all in what you do with it. You know what I'm saying, pardner? You can think. Cards can't. they just lie there. You gotta make them work for you. Jack of Hearts. Two million, five hundred and ninety-eight thousand, nine hundred and sixty possible five card hands. Twelve hundred and seventy-seven flushes, and then you got your suit. One million, ninety-eight thousand, two hundred and forty ways to make two pairs. And yet, the game can't beat the man. Man only beats himself. And so on and so forth.",127
MR. BURT,She comes here every Friday. Loses her paycheck. Cries all weekend. Such a nice girl. I keep hoping her luck is gonna change and she could catch a break.,29
MR. BURT,We gonna blow this joint? Call it a night?,9
MR. BURT,"I know, you're bluffing me, right? You're gonna show me Fifth Street. Walk right out of here, surprise me, for a change.",22
MR. BURT,Three of hearts. Two of clubs.,6
HEAVY-SET MAN,I won! I won!,4
WOMAN,"Oh, my god! Help me, please!! Help me!! Somebody help me! There's a woman who's been murdered! Somebody help me! Oh, god!! She's been murdered! Help!",26
TAGLINE,DIO TI AMA,3
SCULLY,Agent Reyes?,2
REYES,Three plus four is seven. Seven and six are thirteen.,10
SCULLY,What are you doing?,4
REYES,"Ten, thirteen, fourteen, sixteen. I want to ask you to open your mind to something. I don't want you to think I'm crazy, all right?",25
SCULLY,Why would I think that you're crazy?,7
REYES,"Do you believe the universe is knowable as a mathematical calculation of the whole, reducible to a single equation?",19
SCULLY,No.,1
REYES,Why not?,2
SCULLY,Because I don't think that its complexity allows for it to be reduced so simply.,15
REYES,But you accept that some people do?,7
SCULLY,"I presume you mean the so-called Unified Theory, what physicists often refer to as the theory of everything. An equation so simple they say that it might be printed on a T-shirt. It's a holy grail in the world of science. Potentially the most important question that mankind has ever asked. But that such a complex calculation is even possible is a subject of enormous controversy. Is that what you mean?",71
REYES,Uh... potentially.,2
REYES,"Carla Maria Carpenter, born two, one, seventy-seven. Killed outside a nightclub two years ago. Her murder remains unsolved. Judy Ann Fuller, born three, twenty-one, sixty-nine, killed at a mall two years ago, unsolved. Julie Frances Gresham, born one, twenty-two, eighty, killed in her parked car last month, unsolved.",48
SCULLY,"Agent Reyes, if there's a connection that I'm supposed to be seeing, I'm not seeing it.",16
REYES,"And our latest victim, Amy Sheridan Noffsberger, born four, four, seventy-seven, killed two weeks ago in a casino. Police have yet to find her killer.",25
SCULLY,"Agent Reyes, am I to presume that you've solved these unsolved murders by using some kind of numerical calculation?",19
REYES,"Letters of names assigned values, added to birth dates, reduced to the lowest common denominator. A-J-S equal one. B-K-T...",19
SCULLY,"Numerology, Agent Reyes... You're trying to solve these cases by using what is essentially a child's game.",17
REYES,"It's been in use since the Sixth Century B.C., when Pythagoras determined that the world was built on the power and influence of numbers.",24
SCULLY,"And, uh, when exactly did you stumble upon it?",9
REYES,"We did it as kids. I still do it. You meet people at a party, ask them their birth date. It's kind of an ice breaker. And as I was reading the story of this woman, I calculated she was a fourteen. What they call a karmic number. An extremely significant numerological number, prompting me to look at all these other unsolved cases. The victims of which also work out to have karmic numbers. Ten, thirteen, sixteen.",77
SCULLY,"So in other words, you haven't actually solved these cases.",10
REYES,"Maybe ""cracked"" is a better word.",6
SCULLY,"Without any other evidence to directly connect them, circumstantial or forensic.",11
REYES,What?,1
SCULLY,Can you enlarge this? Can I see the rest of those photos?,12
REYES,What is it?,3
SCULLY,There's a pattern in the bruising. All four of the victims have it. Three small circles. It might be from a ring that the killer wears.,26
