speaker,line,words
CHRIS CARTER,Previously on The X Files... Scenes from Essence,8
MULDER,Tell us about Billy Miles.,5
KRYCEK,Call them what you want-- human replacements or alien replicants.,10
KRYCEK,They're virtually unstoppable.,3
KNOWLE ROHRER,"I tell you things, but this is a whole other level.",11
MULDER,"It's you who's in danger now, Scully.",7
SCULLY,They want my baby. Why?,5
KRYCEK,Your baby was a miracle.,5
MULDER,"If we're going to get SCULLY out of here, we're going to need some help.",15
KRYCEK,She may never even make it out of this building.,10
KRYCEK,You should all know what it is you're up against. What Agent Scully's up against. There are others just like him.,21
PATHOLOGIST'S ASSISTANT,"Dr. Langenhahn, here's the body.",5
DR. LANGENHAHN,They weren't kidding were they?,5
PATHOLOGIST'S ASSISTANT,They said they did about the best they could considering it was all mashed in with that garbage.,18
DR. LANGENHAHN,How mashed up is it?,5
PATHOLOGIST'S ASSISTANT,"Basically, it's hamburger.",3
DR. LANGENHAHN,Ohh... Ugggh. And they want me to do what exactly?,10
PATHOLOGIST'S ASSISTANT,Your order was to establish and confirm real fact of death.,11
DR. LANGENHAHN,I'd say he's dead. How about you?,7
PATHOLOGIST'S ASSISTANT,"Yes, sir.",2
DR. LANGENHAHN,"Good. I'm going home. You fax me the paperwork by 9:00. I'll sign it, everybody's happy.",16
DR. LANGENHAHN,"Ah, crying out loud. See this? They left some... garbage... in with it.",13
PATHOLOGIST'S ASSISTANT,Looks kind of like a vertebra. Only metallic.,8
DR. LANGENHAHN,Note it on the report... and fax me.,8
SCULLY,"Oh, god. I was hoping this was all a dream. When did the sun come up?",16
REYES,About six hours ago. Somewhere back in North Carolina.,9
SCULLY,Where are we?,3
REYES,"We just crossed into Georgia. Long way from home, Agent Scully.",11
SCULLY,Well under the circumstances...,4
REYES,Right. We can't be too safe.,6
SCULLY,"Are you all right, Agent Reyes?",6
REYES,I should ask how you're doing. I mean... You're the one who's going to have this baby.,17
SCULLY,"That's it, isn't it? What you're really worried about?",9
REYES,Aside from whatever danger we're in... Where we're going doesn't sound like... there's all that much in the way of a … facility. You know what I mean? I've never delivered a baby.,33
SCULLY,"Well, I've never had one. That makes us both beginners.",10
MULDER,This is a video grab from the DC morgue. It's Billy Miles.,12
SKINNER,How can that be?,4
DOGGETT,It can't be. It's impossible.,5
MULDER,"Yeah. It can't be, but it is. Walking out of the morgue looking like a new man.",17
DOGGETT,"His body was taken to the morgue in a little box, for god's sake.",14
KRYCEK,Like I told you. You can't stop him.,8
SKINNER,"Yeah, you know, you keep saying that, Krycek. So why don't you explain it to us because I'm having a little bit of a hard time understanding it myself. Billy Miles was scraped out of the back of a garbage truck. I saw him go in, I saw him come out.",51
KRYCEK,"Well, I don't know if I can explain it in any technical sense, but... that's Billy Miles, without a doubt.",20
