speaker,line,words
SKY COMMANDER WINKY,"Yeah, dudes! Welcome to your Dumb Ass Show! I am Sky Commander Winky and this is the beautiful Captain Dare!",20
CAPTAIN DARE,"Yeah, baby! Woo-hoo!",3
SKY COMMANDER WINKY,The biggest Dumb Ass I know.,6
CAPTAIN DARE,"Thank you, Sky Commander.",4
SKY COMMANDER WINKY,"Yes, Captain Dare will show you what a dumb ass he really is. But be forewarned, only a stupid dumb ass would neglect to take every safety precaution in the stunts you're about to witness. C'mon!",36
SKY COMMANDER WINKY,"Now, the physics alone took almost five minutes of calculations. Oh, oh... yes!",13
CAPTAIN DARE,"Yeah, dude, fire when ready.",5
CAPTAIN DARE,"Aah, mother! What the !",4
SKY COMMANDER WINKY,"Now that's a dumb ass! Oh, right in the target!",10
CAPTAIN DARE,"Hey, Natalie, come here. How about a kiss for good luck?",11
NATALIE GORDON,"Bill, why are you doing this?",6
SKY COMMANDER WINKY,His name's Captain Dare and he'll be famous one day for going where no dudes have gone before.,18
CAPTAIN DARE,"Hey, if you won't give me a kiss how about throwing me a magazine?",14
SKY COMMANDER WINKY,"Yeah! Yeah! Oh, yeah!",4
SKY COMMANDER WINKY,"Hey, hey... that... that is it! Whoo! There it is!",10
SKY COMMANDER WINKY,"There it is, yes! That is a dumb ass! That is a dumb ass!",14
SCENE #3,"""CART OF DOOM""",3
SKY COMMANDER WINKY,"... and now, the awesome Captain Dare will make dumb ass history in the scientifically-modified shopping cart of doom --- rolling down this hill hitting the launch ramp at an estimated 24.6 miles an hour sailing just over the scrumptious Natalie Gordon who will be holding this flaming torch in her mouth.",50
NATALIE GORDON,"Whoa, I didn't say I was going to do anything.",10
SKY COMMANDER WINKY,"What? I is the money shot, Natalie. We need you. Captain, will you tell her?",15
CAPTAIN DARE (BILL),"Yeah, come on, Natalie... what could go wrong?",8
NATALIE GORDON,"What could go wrong?! You mean besides landing on me and crushing my head, Bill? Would you...? her torch will set the cart on fire-- whoosh-- and our daring hero rolling on to salvation into the pool of life. Triumphant.",40
CAPTAIN DARE (BILL),"Natalie, come on, just do it for me, please? Please? Please?",11
THE CROWD,"Yeah, come on, Natalie.",4
CAPTAIN DARE (BILL),Come on.,2
SKY COMMANDER WINKY,Captain Dumb Ass !,3
SKY COMMANDER WINKY,Now that's a dumb ass.,5
SKY COMMANDER WINKY,"Come on, Bill, get up! Hey, Bill!",7
DR. FOUNTAIN,Thanks for coming so quickly.,5
REYES,Are you the medical examiner?,5
DR. FOUNTAIN,"Yes, yes, I'm Dr. Fountain. And you're the experts from the FBI?",12
DOGGETT,The experts?,2
DR. FOUNTAIN,"Well, I was told you were the experts.",8
REYES,We work on the X-Files. Our expertise is the unexplained.,10
DOGGETT,We were told you had an unexplained death here.,9
DR. FOUNTAIN,"Well, you're the experts you tell me.",7
DOGGETT,"So why don't you explain exactly what happened here, doctor?",10
DR. FOUNTAIN,"Well, I can't. That's the point.",6
REYES,You can't tell us anything?,5
DR. FOUNTAIN,"Well, all things considered, I'd prefer not to go on record.",11
DOGGETT,Why is that?,3
DR. FOUNTAIN,"Well, it's the kid's parents. They're suing everyone.",8
REYES,For what?,2
DR. FOUNTAIN,"Everything. They're suing the county for making the street too steep, the supermarket he stole the shopping cart from, the company that made the helmet he was wearing.",28
DOGGETT,"Off the record, Doc... what the hell has that got to do with a supermarket shopping cart?",17
DR. FOUNTAIN,You familiar with The Dumb Ass Show?,7
REYES,The Dumb Ass Show?,4
DR. FOUNTAIN,"It's a cable TV show where the kids act like, well, dumb asses. They videotape themselves doing stupid stunts.",19
DOGGETT,You mean this was an accident?,6
DR. FOUNTAIN,I'd prefer not to get sucked into a legal nightmare here. You investigate the unexplained. How about you explain it to me?,22
REYES,"Dr. Fountain, do you see this?",6
DOGGETT,What the hell is that?,5
DR. FOUNTAIN,You're asking me?,3
DOGGETT,Thanks for coming so quickly.,5
SCULLY,The message said urgent. What is it you want me to look at here?,14
DOGGETT,We were hoping you could tell us.,7
DR. FOUNTAIN,"Is, uh, she the expert?",5
DR. FOUNTAIN,Well? What do you think?,5
SCULLY,"Well, I have to say that, uh... I've never seen anything quite like this before.",15
DOGGETT,"Well, something killed this kid.",5
SCULLY,"Well, judging from the amount of insect faeces in the ear and nasal cavities it appears that they fed at such a furious rate that it caused the boy's skull to collapse from the inside. His helmet protected his head during the there is no impact trauma here whatsoever. None.",50
REYES,You're saying flies killed him.,5
DOGGETT,All the kids at the scene... and the flies choose to attack this boy? Why?,15
REYES,Maybe they were attracted for reasons we're not seeing.,9
DOGGETT,"What if somebody put something in his helmet? Insect pheromone. You know, ""Spanish Fly""--that stuff you see advertised in the back of magazines that guys use to attract girls. I glance at them for amusement.",35
SCULLY,"I may have to brush up on my ""Spanish Fly"" but I don't think the science works that way. Anyway, before we start looking for M.O., I want to find out what kind of fly would act that aggressively.",39
ROCKY BRONZINO,"The musca vetustissima walker. The Australian Bush Fly. It craves protein so much it will actually crawl into your open nose, mouth, ears even your eyes to feed on nutritious blood and moisture. Though the New Zealand screw-worm fly often kills its victims in mere moments by burrowing into an open wound or cut.",54
ROCKY BRONZINO,"I'm sorry. I'm Dr. Rocky Bronzino. Hi. Rocky Bronzino. Hello there. Rocky Bronzino, field entomological expert at Rutgers University, at your service.",22
SCULLY,Dr. Bronzino...,2
ROCKY BRONZINO,Rocky.,1
