speaker,line,words
REVEREND ORISON,"God's love will set us free. And I believe... if I pray for that love... if I get down on my knees...... and allow God to enter my hardened, lonely miserable heart and change me through and through... that miracle... will come. Now, who here believes that with me? Do you? Do you?",53
BRIGHAM,"Yes, sir, I believe it.",5
REVEREND ORISON,"Do you? Well, believe, because God's love is not just some slogan. It's a promise straight to you from the Lord Almighty Himself. A promise paid for with the blood of his only begotten son, Jesus Christ of Nazareth. All you have to do... is believe.",46
PRISONERS,Amen!,1
REVEREND ORISON,"God's love will set you free. Now, doesn't that just lift up your heart and make you want to say Glory! Amen!",22
PRISONERS,Glory! Amen!,2
REVEREND ORISON,Join with me. Allow the spirit of Jesus Christ to show you the way up to our Heavenly Father. Glory! Amen!,21
PRISONERS,Glory! Amen!,2
REVEREND ORISON,Let God's love free you from your prison and deliver you to His side in heaven. Glory! Amen!,18
PRISONERS,Glory! Amen!,2
REVEREND ORISON,Praise His name. Praise His holy love. Glory! Amen!,9
PRISONERS,Glory! Amen!,2
REVEREND ORISON,Glory! Amen!,2
PRISONERS,Glory! Amen!,2
REVEREND ORISON,Glory! Amen!,2
PRISONERS,Glory! Amen!,2
BRIGHAM,Glory. Amen. Glory. Amen. Glory. Amen. Glory. Amen. Glory. Amen. Glory. Amen...,12
GUARD,"You believe that, Donnie? God loves a sack of crap like you?",12
DONNIE PFASTER,Bible says.,2
GUARD,"Bible says you kill women, cut their pinkies.",8
BRIGHAM,Glory. Amen.,2
GUARD,You're going to burn in hell,6
BRIGHAM,Glory. Amen.,2
GUARD,"You listening to me? God's got a place for you, all right. Sick puke.",14
DONNIE PFASTER,Then where does that leave you?,6
GUARD,Sorry. Just not good enough for the Illinois penal system.,10
BRIGHAM,My hands! My hands!,4
MARSHALL DADDO,Life without chance of parole for the premeditated and sadistic sexual murders of five Twin Cities women in 1994. Donald Addie Pfaster. You two put this man away.,28
MULDER,Yeah. Someone forgot to throw away the key.,8
MARSHALL DADDO,"Ah, well, that's another story. Right now, we have to apprehend this man. We'd use all the help you can give us in understanding exactly who it is we're after.",30
MULDER,"Donnie Pfaster is a death fetishist-- a collector of bone and dead flesh, of toenails and hair. It's what floats his boat, gets him off.",25
