speaker,line,words
ROKY CRIKENSON,"Yeah, this is Roky. I checked all the connections. I don't know why all the power's down out here. I'm going to have to come in and get some more equipment. Yeah, yeah... yeah, I'll need several of those. All right...",41
HAROLD LAMB,"Um... I don't want to scare you, but... I think I'm madly in love with you. I mean, you're all I think about. You're my whole world.",27
CHRISSY GIORGIO,"Harold, I like you a lot too, but this is our first date. I mean, I think that we need more time to get to know one another. What happened?",30
HAROLD LAMB,Oh my God... oh my God...,6
CHRISSY GIORGIO,"Harold, what are those things?",5
HAROLD LAMB,How the hell should I know?,6
ALIEN,Jack... what is that thing?,5
ABDUCTED SMOKING ALIEN,How the hell should I know?,6
JOSE CHUNG,"I had never thought much about it before. I guess that's because I always felt like such an alien myself. That to be concerned with aliens from... other planets, that just seemed so, uh... redundant.",35
SCULLY,"Well, I'd never actually much considered it myself before I started this job.",13
JOSE CHUNG,"Yes. Now, if I understand it correctly, your partner is the, uh, actual expert?",14
SCULLY,"Yes, and I feel that I must apologize for his refusal to speak with you, Mister Chung, but, uh, I must admit, I probably wouldn't have myself if I wasn't such an admirer of your work.",36
JOSE CHUNG,Oh!,1
SCULLY,"""The Lonely Buddha"" is one of my favorite novels.",9
JOSE CHUNG,And hear I was thinking you were just some... brainy beauty. Now I find out that you also have good taste.,21
SCULLY,What made you decide to write a book about an alien abduction if you're not that interested in the subject yourself?,21
JOSE CHUNG,"Actually? It was my publisher's idea. At first I was reluctant, until I realized that I had an opportunity here to create an entirely new literary genre... a non-fiction science fiction. Now, see, that gimmick alone will guarantee it's landing on the best-seller list. In short, to answer your question? Money.",51
SCULLY,Well... just as long as you're attempting to record the truth.,11
JOSE CHUNG,"Oh, God, no. How can I possibly do that?",9
SCULLY,What do you mean?,4
JOSE CHUNG,"I spent three months in Klass County and everybody there has a different version of what truly happened. Truth is as subjective as reality. That will help explain why when people talk about their ""UFO experiences,"" they always start off with ""well, now, I know how crazy this is going to sound... but.""",53
SCULLY,So you're here to get my version of the truth?,10
JOSE CHUNG,"Exactly. Now, when did you first find out about the case?",11
SCULLY,"Well... not right away, of course. Um... not enough time had elapsed for it to be considered a missing person's case before the girl was found the following morning.",29
SCULLY,"She was suffering from what my partner calls ""missing time."" She recalled nothing of the previous night, nor how she had arrived at her present whereabouts. Her body exhibited signs of physical abuse, and all of her clothes were on backwards or inside-out.",43
JOSE CHUNG,"Have I had my share of mornings like that. Oh, but these have the characteristics of someone who has... Uh, do you prefer the term ""abductee"" or ""experiencer?""",28
SCULLY,"Actually, I prefer neither, but my partner uses ""abductee.""",9
JOSE CHUNG,"My preference is for the other. ""I've just had a, uh... little alien experience."" As opposed to, ""I've just been abducted!""",21
SCULLY,"Well, regardless, the girl was considered neither at the time. She appeared more to be the victim of date rape than anything else. She was given a physical exam and her statement was taken. Later that night, she received her... visitation.",41
HAROLD LAMB,"Oh, Chrissy, thank God you're all right.",7
CHRISSY GIORGIO,How dare you come here.,5
HAROLD LAMB,"Chrissy, I did everything I could.",6
CHRISSY GIORGIO,"Don't I know it, you bastard.",6
HAROLD LAMB,Chrissy! Don't you remember?,4
FATHER,What the hell is going on up there?,8
HAROLD LAMB,Chrissy! I love you!,4
SCULLY,"The father informed the police, who apprehended the boy back at his own home.",14
HAROLD LAMB,We... we were abducted by aliens.,6
MANNERS,You don't sound so sure of it.,7
HAROLD LAMB,"It all seems so crazy, and I don't know why Chrissy doesn't remember it.",14
MANNERS,You're willing to take a lie detector test to prove you were abducted by creatures from outer space?,18
HAROLD LAMB,"Yes, I am.",3
MANNERS,"Well, too bad! 'Cause I don't need no lie detector to tell me the only thing you were abducted by were your rampaging hormones, you punk!",26
JOSE CHUNG,But he did take a test and passed it?,9
SCULLY,And he stuck to his story... until we got there.,10
HAROLD LAMB,"If she says I raped her, then... I guess I raped her.",12
MULDER,You don't sound so sure of that.,7
HAROLD LAMB,"It all seems so crazy, and I don't know why Chrissy remembers it that way.",15
MULDER,Would you be willing to take a lie detector test to prove that you raped her?,16
HAROLD LAMB,"No, I'm not.",3
MULDER,"Well, that's too bad. Because the next rape you experience will probably be your own... in prison.",17
SCULLY,"That should have ended our investigation, but Mulder brought the girl in for questioning.",14
MULDER,"Are you having trouble sleeping? Are you experiencing muscle pains? Vision problems? Nose bleeds? When you look at a particular object, do you receive the sudden flash that you're actually looking at something else? An alien's face?",37
CHRISSY GIORGIO,Yes!,1
SCULLY,"So, my partner became convinced that she was suffering from what he calls ""post-abduction syndrome.""",15
JOSE CHUNG,You don't believe in the disorder?,6
SCULLY,"Well, I think that stress of any kind can cause all of those physical ailments. In any case, Mulder convinced the girl and her parents to let her be hypnotized.",30
