speaker,line,words
MAN,He's not here! He's not here! He's not down there! He swum out and is going to shore!,18
SCULLY,"Get down, stay down! You're going to keep breathing. Do you hear me?",13
WOMAN,Hey! He's getting away!,4
SCULLY,I'll be right back. Back away! Back... I need an E.M.T. in here now!,14
POLICE OFFICER,"Car thirty-nine, requesting an E.M.T....",5
BARTENDER,"Come on, let her through, let her through.)",8
SCULLY,Excuse me.,2
BARTENDER,Help me with this table.,5
SCULLY,"We've got paramedics on the way. You're going to the hospital. You're going to be okay. Look, we still haven't celebrated my birthday, Pendrell. I'm not going to let you off the hook like this.",35
BARTENDER,"Let them through, let them through, please.",7
SCULLY,This man has a puncture wound to his right lung. He needs to be intubated immediately. He's an F.B.I. agent... and he's not going to die. Sit down.,28
LOUIS FRISH,I'm sorry. How did they know?,6
SCULLY,"When you talked to your girlfriend, what did you say? Did you tell her you were in D.C.?",18
LOUIS FRISH,No.,1
SCULLY,Then there's someone inside.,4
SKINNER,What happened? Who shot Pendrell?,5
SCULLY,I don't know.,3
SKINNER,I got a call about a federal witness being transferred.,10
SCULLY,"That's Sergeant Louis Frish, he was the intended target. There was supposed to be a federal marshall here to put the sergeant into protective custody.",25
SKINNER,That order was countermanded.,4
SCULLY,By whom?,2
SKINNER,Louis Frish is being put under military arrest.,8
SCULLY,Military arrest?,2
SKINNER,Suspicion of murder and providing false testimony in a federal investigation.,11
SCULLY,He has testimony that is damaging to the military. His life is in danger. He is not going anywhere.,19
SKINNER,The order to arrest this man came out of the office of the Joint Chiefs of Staff... who've also issued a recommendation on Agent Mulder.,25
SCULLY,For what?,2
SKINNER,Agent Mulder's also been put under military arrest on charges of interference with a military investigation into the crash of a commercial airliner.,23
SCULLY,"Sir, the military is responsible for the downing of that plane.",11
SKINNER,They are admitting as much... but Sergeant Frish's story is not the one they're telling.,15
SCULLY,What is their story?,4
SKINNER,"I have a responsibility for the safety of the agents under my supervision, Agent Scully. I'm not going to put another agent's life in jeopardy just to keep her on the field.",32
SCULLY,I'm fine.,2
SKINNER,I suggest you make sure of that when you go to the hospital with Agent Pendrell.,16
SCULLY,Mulder.,1
MULDER,"Hey, Scully. You come to spring me from the joint?",10
SCULLY,I came to talk to you.,6
MULDER,About what? The big old misunderstanding?,6
SCULLY,"According to the military, there was no misunderstanding.",8
MULDER,"So all of a sudden, they just decide to take responsibility for the crash of Flight five-forty-nine?",17
SCULLY,"They had no choice, not in light of all the facts that have come out.",15
MULDER,"The facts? Have you heard their cover story? That the control tower gave bad coordinates to a fighter pilot, causing him to collide with Flight five-forty-nine over military airspace?",29
SCULLY,"They allowed me to listen to their recordings. If you believe them, the coordinates that Sergeant Frish gave to the fighter pilot were the exact path that five-four-nine was on. Now, they would indicate that Sergeant Frish and his co-controller could not have seen Flight five-four-nine in the airspace until it was too late.",54
MULDER,So they're saying the tower put those jets on a collision course.,12
SCULLY,"Yes, and that they were the only two aircraft on the radar screen.",13
MULDER,"And realizing his guilt, Sergeant Frish's fellow officer put a gun to his head.",14
SCULLY,"According to the Air Force, Sergeant Frish lied to save himself. When he found out that his, his fellow officer committed suicide, he came to us to blame the military. That's why they pursued him, to bring him to justice.",40
MULDER,Then they could conveniently lay the blame on a dead man.,11
SCULLY,Yes.,1
MULDER,"This, uh... second plane... they say it's a military fighter?",10
SCULLY,"It was an F-Fifteen Eagle, according to an Air Force spokesman.",11
MULDER,"You believe that story, Scully?",5
SCULLY,I don't know what to believe.,6
MULDER,You believe I got this from an F-Fifteen Eagle?,9
SCULLY,Those look like radiation burns. Where did you get that?,10
MULDER,"At the second crash site, in about fifty feet of water at the bottom of Sacandaga Lake.",17
SCULLY,You found it?,3
MULDER,"Mm-hmm. I followed a trail of bubbles down to the wreckage, but it didn't look like anything that might take off from an Air Force base.",26
SCULLY,What was it?,3
MULDER,"What collided with Flight five-forty-nine was a UFO shot down by the military, taking the passenger plane right along with it.",21
SCULLY,Except it can't be proven.,5
MULDER,Why not?,2
SCULLY,Because they haven't been able to find any physical evidence whatsoever that Flight five-forty-nine was involved in a collision.,19
MULDER,According to who?,3
SCULLY,"Mike Millar, the I.I.C.... the man running the investigation.",9
MULDER,How do you know he's not lying?,7
SCULLY,"I don't, except he seems to be the one man that truly wants to figure out what downed that plane and who came to me with information he had no reason to share.",33
MULDER,What information?,2
SCULLY,"He found Sharon Graffia wandering in a daze at the crash site the night we left, after seeing lights over the area.",22
MULDER,Max Fenig's sister?,3
SCULLY,"That's another thing, Mulder. She's not Max Fenig's sister.",9
MULDER,"Well, who is she?",4
SCULLY,She's an unemployed aeronautical engineer who spent time in-and-out of mental institutions. That's where she met Max.,17
MULDER,Why would she lie?,4
SCULLY,"I don't know. All I know is that this plane seems to be killing people as it sits there on the ground. Mulder, Agent Pendrell is dead.",27
MULDER,"H, how?",2
SCULLY,"Shot in an attempt on Sergeant Frish on Washington. He saved his life, Mulder, and maybe mine.",17
MULDER,"Wait, Scully, Scully.",3
SCULLY,What are these people dying for? Is it for the truth or for the lies?,15
MULDER,"It's got to be for the truth. If we owe them anything, it's to make sure of that.",18
MULDER,"Excuse me, sir, Max Fenig?",5
GARDENER,Over there.,2
MULDER,Thanks. Remember this place?,4
SCULLY,I remember being amazed at what some people will call home.,11
MULDER,"You have to admit, the man had an enduring sense of style.",12
SCULLY,"Only Max Fenig and you would appreciate living like this. I think you were actually kindred spirits in some deep, strange way.",22
MULDER,What do you mean?,4
SCULLY,"Men with Spartan lives, simple in their creature comforts if only to allow for the complexity of their passions.",19
MULDER,"Hmmm, beans and weinies.",4
SCULLY,"What exactly are we looking for here, Mulder?",8
MULDER,Something to explain what Max was doing on that plane... what he was coming to show me or tell me.,20
SCULLY,What makes you think he was coming to see you?,10
MULDER,"Max is the key to all this. He knew that plane was in danger even before it took off, before it entered military airspace. How would he know that? And what would be worth taking that risk?",37
MAX FENIG,"Hi. Max here. But of course. This is, uh, well, quite obviously, uh, my story, since I'm telling it. Anyway... um... for those of you who know me already, this is going to be ancient history, but for the rest of you, this is... well, what can I say... the story of my life. Actually, all I ever wanted in life was to be left alone. Don't we all? So just my luck that I'd eventually become an alien abductee. Now I'm never alone. Any minute, when I'm least expecting it... And the worst part is, no one believes you. Well, uh... almost no one. So, I've devoted my life to providing all you disbelievers out there with proof. Proof that there are extraterrestrial biological entities right now, as we speak, visiting our planet in alien ships for purposes of a rather troubling agenda known only to certain members of the government, uh, the F.B.I. and certain high-ranking members...",159
MAN,Hey!,1
SCOTT GARRETT,We found it.,3
