speaker,line,words
GUARD,Last wall... Pour it on!,5
WHALEY,"Man, this little piece of wood ain't gonna hold no twister! We need to dig a hole, you know what I'm saying?",22
GUARD,Whaley!,1
WHALEY,"A big hole. The man ought to be givin' us shovels. This whole damn place is going to blow away. Why even bother? Yo, boy, back me up, here!",29
PINKER RAWLS,Shut up and hold it still.,6
WHALEY,"I know you ain't talkin' to me! You a big man, huh? Is that right? Charley potatoes. Big-ass criminal. You a bad man? You a bitch, that's all you are. You ain't got no money. You ain't got nothing. I'll hold it still.",43
WHALEY,Is that still enough for ya?! Huh?!,7
GUARD,"Put down the hammer, Rawls! Rawls!",6
FELLOWES,"Messed up old Whaley, did he?",6
GUARD,Messed him up good.,4
FELLOWES,Now what'd you go and do that for?,8
PINKER RAWLS,"Man pissed me off, Boss.",5
FELLOWES,Who the hell doesn't? Box him.,6
PINKER RAWLS,"You can't put me in that box, Boss. The... the storm's coming.",12
FELLOWES,Should have thought of that before you messed up old Whaley.,11
PINKER RAWLS,"Well, to hell with Whaley. You can't put me in that box! Boss! You can't put me in there! You can't put me in that box! You can't do it! You're going to kill me, Boss! Boss!",37
GUARD,You know they're saying tornado touchdowns all over the county.,10
FELLOWES,I can't be responsible for Acts of God.,8
GUARD,"Sorry, Rawls.",2
PINKER RAWLS,"Let me out! Let me out!! Heeeelp!! Somebody!! Somebody help me, please!",12
GUARD,"Oh, hell.",2
GUARD,"Hello, sir?",2
GUARD,"Oh, my god...",3
SCULLY,Should we arrest David Copperfield?,5
MULDER,"Yes, we should... but not for this. Now this is, uh, Raybert Fellowes superintendent of Road Farm Six, Mississippi Department of Corrections. One of his guards found him in his office. Not a drop of blood in the place.",39
SCULLY,"Well, maybe he was killed elsewhere.",6
MULDER,"No, I don't think so. Whoever did it took 40 minutes to do it in the middle of a tornado. What do you make of that?",26
SCULLY,"I don't know. It's, uh... it's not a simple bisection. There's a considerable amount of his abdomen missing. I mean, it almost looks like a burning but it's too localized. Maybe an industrial acid.",34
MULDER,"There's, um... no acid found in his office.",8
SCULLY,Oh. Spontaneous human combustion.,4
MULDER,Scully...!,1
SCULLY,"Well, isn't that where you're going with this?",8
MULDER,Dear Diary: Today my heart leapt when Agent Scully suggested spontaneous human combustion.,13
SCULLY,"Mulder, there are one or two somewhat well-documented cases.",9
SCULLY,"Mulder, shut up.",3
SCULLY,Okay. What do you make of this?,7
MULDER,I don't have a theory. But I know of someone who does.,12
GUARD,"Hell, yes, Pinker Rawls who did it. Though you got me as to how.",14
SCULLY,And who is Pinker Rawls?,5
MULDER,An inmate.,2
GUARD,Mean son of a bitch.,5
MULDER,Rawls was the prisoner who supposedly died in the tornado that preceded superintendent Fellowes's murder.,15
SCULLY,So you're saying that a ghost did this?,8
GUARD,"I'm not putting the word to it. That's up to y'all. All I know is that Rawls hated the Captain. Captain locked him in the box when the storm hit and Rawls didn't want to be locked in the box and when we found the box biggest piece was about yay big... … three miles from here. Now, this whole place was locked and boarded up tight. No man got in here. That's all I'm saying.",76
SCULLY,So we're looking for a dead man?,7
MULDER,"I disagree. I think this Pinker Rawls is still very much alive. You know, they never found his body.",19
SCULLY,"Okay. Well, at the risk of further ridicule, Mulder, what if this wasn't a murder? I mean as I understand it, current theory on spontaneous human combustion is that climatic conditions play a large part. So, possibly a tornado may fit the bill. We've got lightning, um, static electricity at a high potential.",53
MULDER,I can't argue with that. But I do think it's murder.,11
SCULLY,"Well, then how did Rawls or whoever do this? How did he get in and out of a locked office and prop a body up against the inside of a door?",31
MULDER,Termites?,1
GUARD,This is all he had in his bunk area.,9
SCULLY,"Wilson Pinker Rawls, age 34. Eight years into 30 for robbing a wire office in Bay Saint Louis. The $90,000 he stole was never recovered.",25
MULDER,"Well, it's not in here. Hey. Look at this.",9
MULDER,Ouch.,1
SCULLY,His record dates to 1978. Mostly small-time. History of violence throughout.,11
MULDER,I wonder who she is.,5
WERTHER,"Thanks, Cutie. Hey, you broke out the good stuff.",9
JUNE,"Well, we're worth the good stuff.",6
WERTHER,Mmm.,1
JUNE,"Hey, Robert?",2
WERTHER,Hmm?,1
JUNE,"Can I show you something? I mean, just a little food for thought?",13
WERTHER,"Wh... Oh. Wait, Sweetie. They're talking about the tornado.",9
NEWSCASTER,"Take a look at this video just in. Hardest hit was a state prison farm outside the village of Stringer where two deaths are reported in the wake of the storm. A funnel cloud with winds topping 150 miles per hour tore through the isolated work camp passing within yards of a barracks filled with terrified inmates. Among the dead, Captain Raybert Fellowes, the farm's superintendent a 28-year veteran of the Department of Corrections. A second authorities say...",78
JUNE,Excuse me.,2
NEWSCASTER,...whose job was to secure the prison...,7
WERTHER,"You okay, June?",3
NEWSCASTER,"...from the oncoming storm. High winds apparently carried the man away. Though his body has not been found, Rawls is presumed dead. In other news …",26
BOBBY THE SECURITY GUARD,You got a gun pointed at you. Don't try to run.,11
PINKER RAWLS,I ain't runnin'.,3
BOBBY THE SECURITY GUARD,"Oh... Hey! Hey, that's store property. Take those off.",9
PINKER RAWLS,Oh... There's something so nice about putting on a brand-new pair of socks. I don't know what it is.,19
BOBBY THE SECURITY GUARD,"I said, take those off, boy.",6
PINKER RAWLS,"Mmm... Ooh! Oh... Oh, my. What you think? That's me, right? And room to grow in.",16
BOBBY THE SECURITY GUARD,"You got an attitude, I'll say that.",7
BOBBY THE SECURITY GUARD,Get the hell up. Turn around. Hands behind the pole.,10
BOBBY THE SECURITY GUARD,This is Bobby in security. I've detained an intruder at the Val-U-Mart on Nine Mile Road and Route 60. … I don't know how the hell he got in here… Got him cuffed in the back.,36
MULDER,Is that the guy?,4
BOBBY THE SECURITY GUARD,"Yeah, could be. I guess. It was pretty dark.",9
MULDER,How'd he get away?,4
SCULLY,Whoever he was.,3
BOBBY THE SECURITY GUARD,You got me. The guy's like Houdini. Turned my back and he was gone. I had him right here.,19
MULDER,You had him handcuffed... here. Can I see your handcuffs?,10
MULDER,We have a last known address for Pinker Rawls?,9
PINKER RAWLS,What's up?,2
