speaker,line,words
SCULLY'S VOICE OVER,"It begins where it ends... In nothingness. A nightmare born from deepest fears, coming to me unguarded. Whispering images unlocked from time and distance. A soul unbound - touched by others but never held. On a course charted by some unseen hand. The journey ahead promising no more than my past reflecting back upon me. Until at last, I reach the end. Facing a truth I can no longer deny. Alone, as ever.",72
MULDER,"Excuse me, I'm looking for the special needs ward.",9
WOMAN,Second door over there.,4
MULDER,Thanks.,1
SCULLY,"Emily? I'd like you to meet a friend of mine. His name is Mulder. Remember, I told you about him?",20
EMILY,Uh hum.,2
SCULLY,She's a little shy.,4
MULDER,What are you coloring?,4
EMILY,A potato.,2
MULDER,Have you ever seen Mr. Potato head? He looks like this. Doesn't it?,13
SCULLY,"I'll be right back. Thank you for coming. Something's wrong, isn't it?",12
MULDER,I found Emily's surrogate mother. I had Frohike hack into the California Social Services Adoption database.,16
SCULLY,You got a name?,4
MULDER,"Yeah, her mother of record is one Anna Fugazzi.",9
SCULLY,Fugazzi?,1
MULDER,"Yeah, as in slang term for fake.",7
SCULLY,I don't understand. Why create a false record?,8
MULDER,Because there are no true records. Emily didn't come into this world through any system that keeps them.,18
SCULLY,How did she come into this world?,7
MULDER,Have you asked yourself that?,5
SCULLY,"Well, she was born to someone, she... she has to belong to someone.",13
MULDER,"Someone, who's proven that they'll do anything to protect her or their interest in her.",15
SCULLY,I can protect her too.,5
MULDER,"Yeah, but who's going to protect you? Emily's adoptive parents are both dead, by no accident.",16
SCULLY,"I know... I've considered that, but I've also considered that there's only one right thing to do.",17
WOMAN,Emily?,1
MULDER,Why didn't you call me sooner?,6
SCULLY,Because I couldn't believe it. But I need you now to be a witness on my behalf in this hearing.,20
MULDER,And I should have declined... if I never want to see you hurt or harmed in any way.,18
SCULLY,Then why are you here?,5
MULDER,"Because I know something that I haven't said... Something that they'll use against you to jeopardize your custody of Emily. No matter how much you love this little girl, she's a miracle that was never meant to be, Scully.",39
BILL,They're ready for you.,4
MAN,"Agent Mulder, help me out here. Does FBI stand for Federal Bureau of Imagination? Am I to understand that your partner along with a dozen other woman in Allentown, PA, was abducted by employees of our federal government?",38
MULDER,"She was missing for 4 weeks, that's documented in the file.",11
MAN,"And you found evidence that during this time, she was subjected to experiments where... you say, they extracted her ova?",20
MULDER,"Yes, all of them.",4
MAN,Can this be done?,4
MULDER,"I believe it can, and was. That Emily Sim was conceived as a result of those experiments.",17
MAN,Can that be done as well?,6
MULDER,I don't know how else to explain it. A medical exam of Ms. Scully would show that she hasn't given birth.,21
MAN,"You know, under normal circumstances, this petition would be fairly simple. But I'm having difficulty wrapping my brain around this Michael Crichton bit.",23
MULDER,I included this information in anticipation of your reaction and how it might look if you received this information without any explanation.,22
MAN,"Can you give me an explanation? Why anyone would kidnap Ms. Scully, to conceive this child, then put it up for adoption?",22
MULDER,"No, but the fact remains, Ms. Scully is the mother of this child.",13
MAN,Not in any legal definition.,5
MULDER,"Well, if you can show me a legal precedent for this case, I'd like to see it. Dana has known for quite some time that she can't bear children. She doesn't know why, but however that happened, that fact that she can adopt this child, her own flesh and blood, is something I don't feel I have the right to question and I don't believe anyone has the right to stand in the way of.",75
SCULLY,It takes two of us just to get my sister-in-law into bed these days.,14
MULDER,When's she due?,3
SCULLY,"Two weeks ago. Why didn't you tell me, Mulder?",9
MULDER,I never expected this. I thought I was protecting you.,10
SCULLY,Why would they do this to me?,7
MULDER,"I only know that genetic experiments were being done, that children were being created.",14
SCULLY,Children being created for who?,5
MULDER,For who? For what? I don't know.,7
SCULLY,"Hello? Hello? Hello, is anybody there?",6
MULDER,I need to trace a call. I have an incoming call to residential line 555-0380.,15
SCULLY,"Mulder, it's...",2
MULDER,"Don't hang up. Okay, thanks. I got a trace. County Children's Center.",12
WOMAN,What is it? What's the matter?,6
MULDER,Anyone been here the last half hour?,7
WOMAN,No. What's going on?,4
SCULLY,She's burning up.,3
WOMAN,I'll call 911.,3
MULDER,Scully? There's something on her neck.,6
SCULLY,"Oh, my God.",3
MULDER,"All right, I'll try back later. I spoke to the social worker. She hasn't been able to reach Emily's doctor.",20
DOCTOR,Hi.,1
SCULLY,How is she?,3
DOCTOR,"Well, we've put her on a saline drip to rehydrate her. She's running a fever of about 102. It's a good thing you got her here when you did.",29
SCULLY,Do you know what's causing it?,6
DOCTOR,"Some kind of infection, probably related to the cyst on her neck.",12
MULDER,Do you know what that is?,6
DOCTOR,"No. I'm having it byopsied. I'll get it off to the lab right away. Now, are you two the parents?",20
SCULLY,I'm her mother.,3
DOCTOR,"Oh, okay. Can you give me any history that might help?",11
SCULLY,I know that she was being treated for anemia.,9
DOCTOR,You know what type?,4
SCULLY,I was told that it was some kind of auto immune hemolytic anemia. Her treatment was experimental.,17
DOCTOR,Who's her doctor?,3
SCULLY,His name is Calderon.,4
DOCTOR,I don't know him.,4
FEMALE DOCTOR,"I'm just going to roll you onto your side, Sweetie.",10
MULDER,Wait! Stop! Move away from her! Get away from her!,10
MULDER,She still sleeping?,3
SCULLY,They have her under a mild sedative.,7
MULDER,The ER doctor is in and out of consciousness.,9
SCULLY,How did you know?,4
MULDER,"If Emily was someone's creation, then it occurred to me that she might share the same body chemistry that we've seen before. So I had them put the ER doctor in a cooling bath like you did when I was exposed to this.",43
SCULLY,"So what now? She's still just a little girl. You say I can't protect her, but I can't let this be her life. Just a few days ago she was fine.",31
MULDER,She was also being treated.,5
DOCTOR,"Um, I just need some advice. With everything that's happening here, I'm a little at sea. This Dr. Calderon you say is Emily's physician? He's refusing to transfer her medical records.",31
SCULLY,He can't do that. He's endangering her life.,8
DOCTOR,"He said Emily was in his care, and if you're the one who's stopping that, then you're the one endangering her.",21
SCULLY,It's an ethical violation .,4
DOCTOR,He said she was part of a double blind medical trial and that he's spoken to you about it. He also says you have no authority over this child.,29
SCULLY,"Well, authority or not, I'm not leaving her side.",9
DOCTOR,"It's beyond me, I'm afraid.",5
MULDER,"Yeah, but it's not beyond Dr. Calderon.",7
CALDERON,"I'd like to say right up front that I know Emily Sim as your partner probably told you. My god, I... never met a sweeter, courageous little girl. I'm so sorry to hear about her down turn. My hope is these custody matters can be resolved so she may resume her treatment here. I'm afraid I can't release any information that relates to our companies experimental drug trials.",68
MULDER,What can I say to convince you?,7
