speaker,line,words
DR. KEATS,"Here, let me do it. Put your number in, then your card. What's your number, Roland?",16
ROLAND,315.,1
DR. KEATS,See how easy it is?,5
DR. NOLLETTE,Engine efficiency?,2
DR. SURNOW,94%.,1
DR. NOLLETTE,We need more. How's the backpressure holding?,7
DR. SURNOW,What do you think? It's climbing.,6
DR. NOLLETTE,"Increase the blade inclination. I said, increase the blade inclination!",10
DR. SURNOW,The inclination of the blade is pi over 9. We've reached maximum velocity.,13
DR. NOLLETTE,No. Let it go! It will work!,7
DR. SURNOW,The engine's going to destroy itself! I'm not going to do that!,12
DR. NOLLETTE,"It's not going to destroy itself. Come on, we're almost there!",11
DR. SURNOW,There's something wrong with our equation.,6
DR. KEATS,What happened?,2
DR. NOLLETTE,Nothing. Because Surnow pulled the plug.,6
DR. SURNOW,"I'm just protecting the baby... and four years of work, Frank!",11
DR. NOLLETTE,"Four years of work that's going to add up to zilch, because unless we show some progress, they're going to pull the plug on us, Ron.",26
DR. KEATS,"He's right, you know. We should have continued with the test.",11
DR. SURNOW,"Somebody's going to crack Mach 15, and I want that someone to be us. I'm not going to jeopardize everything just because you two guys can't wait to see your name in print!",33
DR. KEATS,"It's the print that gets the money, Ron.",8
DR. SURNOW,"If you want to go down in flames together, fine. You go ahead. I'm gonna do the math.",18
ROLAND,"Good night, Dr. Keats.",4
DR. SURNOW,What the hell?,3
DR. SURNOW,"Roland, open the door. Open the door. Roland, I want you to listen to me very carefully. We have to open this door, Roland. Stop typing, Roland!",27
DR. SURNOW,"Roland, open the door! What are you doing? Open the door!",11
DR. SURNOW,Roland! Are you listening?,4
MULDER,How was the wedding?,4
SCULLY,You mean the part where the groom passed out or the dog bit the drummer?,15
MULDER,Did you catch the bouquet?,5
SCULLY,May-be. So is that what you couldn't talk to me about over the phone?,14
MULDER,"The project that everyone says doesn't exist, does exist.",9
SCULLY,The Icarus project?,3
MULDER,"The next generation in jet engine design, capable of doubling current supersonic speeds using half the fuel. At least in theory.",21
SCULLY,And Ronald Surnow was an aeronautical scientist who worked on it here at the university.,15
MULDER,Yes.,1
SCULLY,How close are they?,4
MULDER,"I'm not sure, but Surnow is the second scientist on the team to die in the last six months.",19
SCULLY,"OK, but how is this an X-file? Mulder, you don't think this has anything to do with UFO technology?",19
MULDER,"There's something unexplainable here, Scully, but it's certainly not unidentifiable.",10
MULDER,Keats?,1
MAN,There.,1
MULDER,"Dr. Keats? We're with the FBI. I'm Agent Mulder, this is Agent Scully. We understand you discovered Dr. Surnow this morning.",21
DR. KEATS,What was left of him.,5
SCULLY,How do you suppose he became trapped in the wind tunnel?,11
DR. KEATS,Someone must have shut him in. The door can only be opened or locked from in there.,17
SCULLY,By computer?,2
DR. KEATS,We've already been through this with the police. How many times do we have to rehash it?,17
SCULLY,Another member of your team died a short time ago. Isn't that correct?,13
DR. NOLLETTE,Yes. Arthur Grable. He was killed in an automobile accident in November. I'm Frank Nollette. I'm also on the project.,20
SCULLY,Are you certain it was an accident?,7
DR. KEATS,What are you driving at?,5
SCULLY,Your work seems to be a perfect target for industrial espionage.,11
MULDER,Who wrote this?,3
DR. NOLLETTE,Ron was working on it when I left.,8
MULDER,"You see, the handwriting here doesn't seem to match any of the other handwriting on the board.",17
DR. KEATS,It isn't mine.,3
MULDER,What about Roland Fuller?,4
DR. NOLLETTE,"Uh, Roland's the, uh, janitor.",5
MULDER,"Well, according to the police report, he was the only other person here last night.",15
DR. KEATS,Roland didn't do that.,4
SCULLY,How do you know?,4
DR. KEATS,Let's just say Roland isn't exactly a rocket scientist.,9
ROLAND,Here.,1
TRACY,"""Tracy.""",1
ROLAND,With stars.,2
MRS. STODIE,Roland? There are some people here would like to talk with you.,12
ROLAND,Uh-oh. I went off the paper. Sorry.,7
MRS. STODIE,"That's all right, Roland. Tracy, would you like to come help me in the TV room?",16
TRACY,OK.,1
MULDER,"Hi, Roland. Do you mind if we sit down?",9
ROLAND,OK.,1
MULDER,Thanks. You mind if we ask you a couple of questions? Do you remember working last night?,17
ROLAND,Uh-huh.,1
SCULLY,"Do you remember seeing anything unusual? Seeing any strangers? Did, um, did Dr. Surnow or Dr. Keats or Dr. Nollette do anything unusual?",23
ROLAND,Nope.,1
SCULLY,You must like stars.,4
ROLAND,One hundred and forty-seven.,4
SCULLY,Sorry?,1
