speaker,line,words
SARA,"Evan! Evan! Where are you?! Evan! Evan! Evan! Evan, hurry! Please!",11
EVAN,Nothing's coming out!,3
RADIO ANNOUNCER,"...with winds in excess of 100 miles per hour. Currently, the storm system is stalled 25 miles off the Florida coast. Again, the hour's lead story Tropical Storm Leroy has been upgraded to Hurricane Leroy. The entire Gulf Coast is bracing for its arrival.",44
SARA,Damn it!,2
EVAN,"Mom, is Dad going to be all right? Mom? What about Dad? Mom, what about Dad?!",16
SARA,We need water. Right now!,5
EVAN,Mom!,1
SARA,"Just do as I say, Evan! Come help me! Help me pull the washer out,.please, Evan just help me.",19
EVAN,"Mom, Reggie's back here!",4
SARA,"Evan, let the cat alone! All right, unplug the machine, Honey. Unplug the machine. Pull that hose out of the wall. I'm going to pull. I need you to get behind the machine and push. I'm going to pull, you push. We're going to tip the washing machine over. We need to dump the water out. All right, honey, push! Push! Push, Evan!",63
SARA,"Push, Evan! Are you pushing?",5
SARA,"Evan! Evan, answer me! Evan...",5
EVAN,Mom!,1
SARA,Evan! Evan!,2
SARA,Let him go! Let go of him! Let go of him! Let him go!,14
SARA,Let him g...,3
MULDER'S ANSWERING MACHINE,"Hi, this is Fox Mulder. You can leave me a message after the beep. call me on my cell phone. I think you know the number.""",26
ARTHUR DALES,"Agent Mulder, this is Arthur Dales to get this crappy connection.] I don't know if you're watching the news but we're in for a hell of a blow in the next 12 to 24. I been through hurricanes, Mulder, been through the alphabet. But I just got a distress call from my neighbor down the road to set my teeth on edge. You don't have much time to get to the airport but if you're the X-Files man you say you are you better get your butt in gear.",89
RADIO ANNOUNCER,"... a spokesman for the Collier County Emergency Response Team is advising residents to stay off the roads and either wait out the storm in a secure location or proceed to a county emergency shelter. Hurricane Leroy remains some 20 miles off the Gulf Coast sending high winds and up to six inches of rain onto coastal communities. As of yet, it has unleashed none of its potential heavy destruction on a very nervous populace from Naples to Fort Myers. The National Weather Service predicts Hurricane Leroy will make landfall in the next three to four hours, and we'll be coming back to you in a few minutes...",107
MAN 1,"We got no sign of anything amiss here at that residence out on the spit. Place is all boarded up tight, over.",22
MAN 2,"Roger that. Maybe the occupants have evacuated, over.",8
MAN 1,"Well, that would be the Shipleys, but a neighbor called and says they couldn't have gone too far without their only vehicle which is still in the carport out here, over.",31
MAN 2,"Well. That sounds like a real mystery, don't it?",9
ARTHUR DALES,"It sure does, you dumb fathead.",6
ARTHUR DALES,"Well, it couldn't be that all the planes out were fully loaded, huh?",13
MULDER,"Mr. Dales, there's a reason that people don't head out into hurricanes.",12
ARTHUR DALES,Yeah. The hurricane's 20 miles offshore.,6
MULDER,"Mr. Dales, can we come in?",6
ARTHUR DALES,Come in.,2
ARTHUR DALES,Who's this?,2
SCULLY,Special Agent Dana Scully.,4
ARTHUR DALES,Scully?,1
MULDER,She's my partner.,3
ARTHUR DALES,"Uh-huh. Well, don't get too comfortable. You're going to want to get right back out there.",16
SCULLY,Out where?,2
ARTHUR DALES,Did you tell her what I told you?,8
MULDER,"Yes, but she's... she's not the type that's easily persuaded.",10
ARTHUR DALES,Is that so?,3
SCULLY,What he means is I don't hear a story about a sea monster and automatically assume it's the Lord's gospel truth.,21
ARTHUR DALES,Why did you bring her here?,6
MULDER,"Well, she knows your reputation your early work on the X-Files and she has a knack for getting to the bottom of things.",23
SCULLY,"Apparently, so does Mr. Dales.",5
