speaker,line,words
FEMALE COMPUTER VOICE,Welcome to The Falls. Please enter your code now. Welcome to the Falls. Please enter your code now.,18
FEMALE COMPUTER VOICE,"Welcome home, Mr. Kline.",4
WIN SHROEDER,"Oops. Did you get some on you, Dave?",8
DAVE KLINE,Shroeder's out there painting our mailbox! You know what I'm going to do? I'm going to paint the whole damn house pink.,22
NANCY KLINE,Dave.,1
DAVE KLINE,"Forget about the mailbox, huh? I'm going to make this whole damn place look like you won it selling cosmetics. How about that? That'll show these Nazis.",27
NANCY KLINE,"Honey, would you just calm down. Rules are rules.",9
DAVE KLINE,"They're repainting our mailbox because it's ""Desert Sienna"" instead of ""Desert Sage."" I mean, this guy is a freakin' weirdo.",20
NANCY KLINE,Hon... what's that package?,4
DAVE KLINE,I don't know. It doesn't say who sent it.,9
NANCY KLINE,Whoa.,1
DAVE KLINE,Tasteful.,1
NANCY KLINE,"Boy, the neighbors would really hate that.",7
NANCY KLINE,Honey... What is it?,4
DAVE KLINE,Stay here.,2
NANCY KLINE,Dave? Honey?!,2
MULDER,"Wow. Take a look at this. Honey, what do you think? Is this place",14
PAT VERLANDER,You must be the Petries. Hi. Welcome. Welcome to The Falls.,11
MULDER,"I'm Rob...... and this is my lovely wife, Laura.",9
PAT VERLANDER,Rob and Laura Petrie.,4
SCULLY,"We pronounce it ""Pee-trie,"" actually.",5
PAT VERLANDER,Oh.,1
MULDER,Like the dish.,3
PAT VERLANDER,"Well, it's so nice to meet you. I'm Pat Verlander. I live six doors down. I'm the neighborhood welcome wagon.",20
SCULLY,"Pleased to make your acquaintance, Pat.",6
PAT VERLANDER,"I really must say,",4
SCULLY,I'm sorry?,2
PAT VERLANDER,The 6:00 cutoff? All move-ins are required to be completed It's one of our rules.,15
MULDER,Wow. The photos did not do it justice.,8
PAT VERLANDER,"Guys, fast, fast now. Come on.",6
MULDER,The previous owners left it so clean.,7
PAT VERLANDER,"What do you do for a living Mr... Petrie? That's right, isn't it?",13
MULDER,"Yeah, I, uh... I work mostly at home which is great for Laura because she gets me all to herself.",20
PAT VERLANDER,Oh.,1
SCULLY,"This place really is immaculate, Pat. I, uh, I wouldn't mind sending a thank-you note to the previous owners.",19
PAT VERLANDER,Th-that's sweet. Um... Good.,4
MAN,Hurry up! Come on... Come on...,6
MAN,"Okay, move it, people. Come on.",6
WIN SHROEDER,Rob and Laura Petrie.,4
MULDER,Yep.,1
SCULLY,"""Pee-trie.""",1
WIN SHROEDER,"Win Shroeder, next-door neighbor. Welcome home.",6
MULDER,"Hi, Win. Nice to meet you.",6
WIN SHROEDER,"Now, don't you folks worry. We'll have you moved in before",11
GORDY,5:19.,1
WIN SHROEDER,"Uh... pardon me, neighbor.",4
MULDER,"Thank you. Thanks. Oh, thank you. Thanks. Thank you. Thank you.",11
SCULLY,Excuse me! I'll get that. It's okay.,7
BIG MIKE,"No. No, don't be silly. It's heavy. I got it.",10
BIG MIKE,"Oh, no. I'm... I'm so sorry. I'm really sorry.",9
CAMI SHROEDER,"Mike. Mike, Mike, Mike, it's okay. It's okay, Mike. Go help Gordy.",12
BIG MIKE,Send me any bills. I'm... I'm sorry.,7
CAMI SHROEDER,"I'm Cami Shroeder, by the way. Win's wife.",8
SCULLY,Nice to meet you. I'm Laura.,6
MOVER,Yeah. Where's this go?,4
MULDER,"Uh, you can put that in the driveway.",8
WIN SHROEDER,"Whoa, whoa! Hold on, hold on. Let's... let's talk. Um... A b-ball fan, huh? Shooting hoops-- that's, um, that's not good. That's going to stand out in your front yard over there.",32
MULDER,"Stand out, Win?",3
WIN SHROEDER,"Well, as in, uh... not be aesthetically pleasing... to the eye. But, hey, you know, maybe you can get special dispensation from Mr. Gogolak, president of our Homeowner's Association. I'd take it up with him but in the meantime, um... let's keep that in the garage.",46
MULDER,Just... put it in the garage.,6
WIN SHROEDER,"Okay. Let's finish getting you folks moved in. Let's go, people. Let's move! Move! the 7th. Hmm. Moving truck pulls away. MULDER stands in the doorway, arm around SCULLY and they wave at the smiling departing neighbors. As soon as the door is closed, SCULLY walks into the living room.)",50
MULDER,"Oh, yeah. Nothing weird going on around here. Hey... ooh, wait a minute. You didn't let me carry you over the threshold.",22
SCULLY,You ready?,2
MULDER,"Let's get it on, honey.",5
SCULLY,"All right, then.",3
SCULLY,Thanks to our friendly neighbors there will be no fluorescein bloodstain enhancement.,12
MULDER,Not that it makes much difference. This place is so clean you could build computer chips.,16
SCULLY,"Okay. 6:01 p.m., February 24. Agents Scully and Mulder in the former home of David and Nancy Kline who disappeared without a trace last July. The Klines were the third such couple to disappear since this neighborhood was built in 1991. All were apparently stable professional people with no history of violence, domestic discord or mental illness and it took a family member or employee to realize that they were gone including their cars and a few personal items. What local police found in each case was nothing-- just impeccably-manicured homes and a community of neighbors who professed total ignorance that anyone had disappeared.",104
MULDER,That's pretty surprising considering how nutty this bunch is about being neighborly.,12
