speaker,line,words
MULDER,Milepost 134. Two miles to go.,6
SCULLY,"I'm all a-tingle. So, Mulder, this supposed clandestine source who's contacted you how do we know that he's not just another crackpot whose encyclopedic knowledge of extraterrestrial life isn't derived exclusively from reruns of Star Trek?",36
MULDER,Because of where this particular crackpot works. Groom Lake. Area 51. Where the military has conducted...,16
SCULLY,"… for the past 50 years, classified experiments involving extraterrestrial technology.",11
MULDER,It's all our questions. The proof that we've suspected but never been able to hold in our hands. That... that proof is here.,23
SCULLY,"Mulder, it's the dim hope of finding that proof that's kept us in this car, or one very much like it for more nights than I care to remember. Driving hundreds if not thousands of miles through neighborhoods and cities and towns where people are raising families and buying homes and playing with their kids and their dogs, and... in short, living their lives. While we - we - we just keep driving.",71
MULDER,What is your point?,4
SCULLY,Don't you ever just want to stop? Get out of the damn car? Settle down and live something approaching a normal life?,22
MULDER,This *is* a normal life.,5
SCULLY,Mulder.,1
MULDER,I don't know if we're going to meet that crackpot after all.,12
SOLDIER 1,Out of the car.,4
SOLDIER 1,"Out of the car, sir. Ma'am.",6
MORRIS FLETCHER,May I see some identification please?,6
MORRIS FLETCHER,FBI. You're going to have to turn around and leave immediately.,11
MULDER,Why? It's a public highway.,5
MORRIS FLETCHER,It also borders on a US Government testing ground. What's your business here? What are you doing out here in the middle of the night?,25
MULDER,What are you doing out here?,6
SCULLY,Hiding top secret test flights? Using technology from UFOs?,9
MORRIS FLETCHER,Flying saucers. I got a top secret for you. There's no such thing as flying saucers.,16
SCULLY,"Come on, Mulder, let's...",4
SCULLY,"Come on, Mulder, let's go.",5
SOLDIER1,"Sir, open fire?",3
SOLDIER 1,Sir?,1
SOLDIER 1,"Your orders, sir?",3
HOWARD,Morris. Morris? What do you think you're doing?,8
HOWARD,Why'd you let them go?,5
HOWARD,"They were FBI agents obviously here to meet someone, very possibly an informant. You just sent away our best hope of finding out who.",24
JEFF,"We can't just disappear a couple of FBI agents, Howard. We'll get their own people to deal with them. That's what Morris was thinking. Right, Morry? Let's go.",28
GUARD,Sir.,1
GUARD,"Your identification, sir.",3
GUARD,You do have identification?,4
JEFF,What's Wegman doing here? Kind of late for the old man to be clocking in.,15
HOWARD,Something must be up. I'm going to check it out.,10
JEFF,Kiss-ass.,1
SCULLY,"Are you all right, Mulder?",5
SCULLY,"Well, you haven't said anything since we left those men on the highway. Is something wrong?",16
SCULLY,Okay... If you don't want to talk about it.,9
SCULLY,Mulder? Mulder...,2
JEFF,Bastard!,1
SCULLY,Hello?,1
SCULLY,Hello?! please?,2
SCULLY,Since when do you smoke? you?,6
JEFF,I ran a reverse trace on all the outgoing calls. We've definitely got a leak.,15
JEFF,He called the FBI this morning from Wegman's office.,9
JEFF,The leak! He used the guest phone in Wegman's office. He's rubbing our noses in it.,16
JEFF,In the fact that he works in this building. That he has access to everything-- all our work-- and we don't know who he is.,25
JEFF,Morris?,1
JEFF,You going to answer that? Oh. Yeah. Hello?,8
MRS. FLETCHER,What are you doing there?!,5
MRS. FLETCHER,It's midnight. I've been waiting up.,6
MRS. FLETCHER,"What do you mean, you didn't know? You said you'd call. Morris...",12
MRS. FLETCHER,"You always forget. Well, this time, don't forget the milk.",10
JEFF,The wife?,2
JEFF,"Come on, man. Let's go home.",6
JEFF,"Come on, Morry. home.",4
JEFF,Good night.,2
OPERATOR,Base operator. uh...,3
OPERATOR,"Would you like an outside line, Mr. Fletcher?",8
STATION 1,"Look, kids, it's Larry, the creepy...",6
STATION 2,"...September, along the....",3
STATION 3,nan,1
STATION 4,WOMAN: Want to play? MAN: I think we already are.,10
HOWARD,"It was a routine test flight, sir. The craft suddenly lost altitude at 2317 hours over highway 375.",18
GENERAL WEGMAN,What happened?,2
HOWARD,"We haven't yet determined that, sir. We have recovered the flight data recorder as well as the two pilots.",19
GENERAL WEGMAN,Alive?,1
HOWARD,We found the copilot over here.,6
GENERAL WEGMAN,My God.,2
HOWARD,"The other man's alive, but, uh...",6
GENERAL WEGMAN,But what?,2
HOWARD,We're not sure yet.,4
GENERAL WEGMAN,"What happened, Captain?",3
SCULLY,I'm sure he's on his way.,6
SCULLY,Mulder! going?,2
SCULLY,Mulder... Where have you been?,5
SCULLY,You got lost.,3
SCULLY,"Yeah. ASSISTANT) Hi, there. How are you this morning?",9
KERSH'S ASSISTANT,"The Assistant Director is waiting, sir.",6
AD KERSH,"My two frequent flyers. I'm to understand you were in Nevada yesterday and after-- what's it been?-- Two, three conversations such as this on the matter.",26
SCULLY,"Well, sir...",2
AD KERSH,This morning I got a phone call from the Pentagon demanding that the two of you be reprimanded for trespassing on a top-secret military installation. What do you think you were doing there?,33
SCULLY,"We were following a lead, sir.",6
