speaker,line,words
SCULLY,"I feel time like a heartbeat, the seconds pumping in my breast like a reckoning. The luminous mysteries that once seemed so distant and unreal, threatening clarity in the presence of a truth entertained not in youth, but only in it's passage. I feel these words as if their meaning were weight being lifted from me, knowing that you will read them and share my burden, as I have come to trust no other. That you should know my heart, look into it, finding there the memory and experience that belong to you, that are you, is a comfort to me now as I feel the tethers loose and the prospects darken for the continuance of a journey that began not so long ago, and which began again with a faith shakened and strengthened by your convictions, if not for which I might never have been so strong now. As I cross to face you and look at you incomplete, hoping that you will forgive me for not making the rest of the journey with you.",176
MULDER,Oncology? Thanks.,2
MULDER,"Scully? I uh, stole these from some guy with a broken leg down the hall. He uh, won't be able to catch me. How ya doing?",26
SCULLY,I guess that's the question. Actually I feel fine.,9
MULDER,"What uh, what exactly are we looking at here?",9
SCULLY,It's what's called nasopharengeal mass. It's a small growth between the superior conchea and the sinoidal sinus.,17
MULDER,A growth?,2
SCULLY,A tumor. You're the only one I've called.,8
MULDER,Is it operable?,3
SCULLY,No.,1
MULDER,But it's treatable.,3
SCULLY,"The truth is that the type and placement of the tumor make it difficult, to the extreme.",17
MULDER,"I refuse to believe that, I..",6
SCULLY,For all times I have said that to you I am as certain of this as you have ever been. I have cancer. It is a mass on the wall between my sinus and cerebrum. If it pushes into my brain statistically there is about zero chance of survival.,49
MULDER,"I don't accept that. Th..there must be some people who have received treatment for this, we..can....",16
SCULLY,Yes there are.,3
SKINNER,"This news comes as the worst kind of surprise Agent Scully. I'm sorry, very sorry.",15
SCULLY,Thank you sir. I don't mean for this to be awkward and I would appreciate if we could keep this matter confidential.,22
MULDER,I understand. I assume you'll be taking a leave of absence.,11
SCULLY,"No sir, actually I've asked my doctors to hold onto my medical records until Agent Mulder and I can exhaust a possible avenue of investigation.",25
SKINNER,Investigation?,1
MULDER,"Last year agent Scully and I pursued a case in which a number of women, proported abductees, experienced similar symptoms after having implants removed from the base of their necks. A woman in Allentown, Pennsylvania, named Betsy Higopian was undergoing treatment for nasopharengeal tumor. We just haven't been able to contact her yet.",53
SKINNER,I'm sure you're aware we have contacts with the best physicians and medical facilities in the country.,17
SCULLY,"Yes sir, but for my own reasons I'd like to like to pursue this through the justice department rather than a personal matter.",23
