speaker,line,words
TONY OLIVER,Get it. It's in the back.,6
TONY OLIVER,Come on!,2
JACOB WEISS,It's all right. You don't have to do this.,9
ARIAL,No. I want to.,4
ISAAC,Why are you doing this?,5
JACOB WEISS,Come.,1
SCULLY,"His name was Isaac Luria. He lived in the Williamsburg section of Brooklyn, home to a sect of Hasidic Jews who have lived there since the late 19th Century.",29
MULDER,"It's an area also known for its history of racial tensions and hate crimes. Rosenbaum, Tawana Brawley..",17
SCULLY,And now Isaac Luria. He was murdered two days ago in the market that he owned. Severely beaten and shot five times at point blank range. The police ruled out robbery because the only thing that was missing was a video tape from the surveillance camera. The police found it early this morning.,53
MULDER,Where?,1
SCULLY,In the VCR of a 16 year old named Tony Oliver. That's him on the upper right.,17
MULDER,Has he been arrested?,4
SCULLY,"No, because he's dead. Apparently he was watching this tape when he was strangled to death.",16
MULDER,Very Old Testament.,3
SCULLY,Yeah. But with a new twist. The Brooklyn Homicide detectives contacted the FBI Civil Rights branch with an interesting set of fingerprints that they pulled off of the boy's body.,30
MULDER,Interesting how?,2
SCULLY,They belonged to Isaac Luria.,5
MULDER,Risen from the grave to avenge his own death?,9
SCULLY,Some people might assume that. It's probably what someone would like us to think.,14
MULDER,But you have your own idea.,6
SCULLY,I think this is a crime of hatred like the crime that spawned it. A hatred that goes back 4000 years but masquerading as something else here. A callow attempt at murderous retribution disguised as spectral justice.,37
MULDER,A resurrection hoax.,3
SCULLY,And not a very good one.,6
MULDER,"Yes, spectral figures are not often known to leave fingerprints. Casper never did.",13
SCULLY,Somehow the killer got a hold of Isaac Luria's fingerprints and we have been asked to prove how.,18
SCULLY,"Excuse me, sir. We're with the FBI. We'd like to speak with Arial Luria.",14
SCULLY,Is she home?,3
JACOB WEISS,"I'm Arial's father, Jacob Weiss. Why are you bothering her again? She's already spoken with the police.",17
ARIAL,"It's all right. Let them in. Please, come in.",9
ARIAL,We can talk in the study.,6
JACOB WEISS,"This is why you are here? This is what you come to ask? Here, in this house of mourning?",19
ARIAL,What is this?,3
SCULLY,We would like your permission to reopen Isaac's grave.,9
JACOB WEISS,No! The answer's NO!,4
ARIAL,Why does this have to be done?,7
SCULLY,We're looking for evidence in the murder of this young man. His name is Tony Oliver.,16
SCULLY,He's one of three suspects in the murder of your husband. We believe it was an act of retaliation and that the other two suspects are targets.,27
ARIAL,He's just a boy.,4
JACOB WEISS,"He's an animal. A monster, like the others animals that killed Isaac. Whose grave you're now asking us to desecrate so you can now protect them.",26
ARIAL,"Papa, please.",2
JACOB WEISS,"Where were you when Isaac needed your protection? When we called the police, they said we were paranoid, that there was nothing to worry about. They always say that when someone threatens the Jews.",34
MULDER,So there was a specific threat of violence?,8
JACOB WEISS,"The threat is always there. Just this morning, this is what I found under our door.",16
JACOB WEISS,"And now you come here not to help us, but to ask our help so you can impose justice to the only man who has taken justice into his own hands.",31
MULDER,We would be happy not to disturb the grave site if you can tell us who that man is.,19
JACOB WEISS,"Even if I knew, why would I tell you?",9
SCULLY,"Because this is a homicide investigation, sir, and you are required by law to assist us.",16
JACOB WEISS,I know all about your laws.,6
SCULLY,"Sir, I'm afraid that even without your consent, we can get a court order to exhume Isaac's grave.",18
ARIAL,Do what you feel is necessary. But leave us alone. Let us mourn in peace.,15
SCULLY,"I'm afraid he knows who killed Tony Oliver, Mulder, and he doesn't want us disturbing Isaac Luria's grave because he knows what we'll find.",24
MULDER,Maybe...,1
