speaker,line,words
ELLEN ADDERLY,"Hey, you sure I can't help?",6
MARTHA CRITTENDON,Absolutely not. All set.,4
ELLEN ADDERLY,"Oh, Martha, you make this look so easy.",8
MARTHA CRITTENDON,"It's not too much, you think?",6
ELLEN ADDERLY,Are you kidding? This is just perfect. It's exactly the way I've always dreamt that Easter should be.,18
MICHELLE CRITTENDON,"Mommy, mommy, look!",3
MARTHA CRITTENDON,"Oh, good for you, Michelle.",5
ELLEN ADDERLY,What you've done is really fabulous. The kids are going to remember this forever.,14
MARTHA CRITTENDON,I hope there are some things they won't remember. What is she doing here?,14
ELLEN ADDERLY,"Her son is in Michelle's class, Martha. Be nice.",9
MARTHA CRITTENDON,Yeah.,1
ELLEN ADDERLY,"Jenny, hi. It's good to see you.",7
JENNY UPHOUSE,"Hey, Ellen...",2
JENNY UPHOUSE,Martha.,1
MARTHA CRITTENDON,"She's shaken up, Howard. It took me two hours to put her to bed.",14
MARTHA CRITTENDON,"… … All I'm saying is... Well, no, I didn't see any bird but whatever it was it scared her and she wants to be with her daddy. That's all I'm saying. … Well, can't you come home one day early? …. A-a-all right, fine. I love you, too.",49
SCULLY,Anything?,1
MULDER,No. She'll come. Matter of time.,6
SCULLY,"Yeah. Well, I hope you realize there's no evidence whatsoever that this mystery woman of yours has even committed a crime...",21
SCULLY,Though her wardrobe comes close.,5
MULDER,Ah... Six prostitutes were seen with her at Dirty Dames never to be seen again. Not only might she be a female serial killer-- rare in and of itself-- but twice police raided that club to arrest her...,38
SCULLY,… and twice they came up empty-handed.,7
MULDER,She's on tape going in. The exits are covered. She's nowhere to be found. What happens to her? She disappear... turn invisible?,22
SCULLY,"Well, I hope we catch her, so she can tell us before I have to spend another night here. You know, Mulder, I don't know about you but I find this all very depressing... This round-the-clock exposure to the seamy underbelly.",41
MULDER,"That's the job, Scully-- vigilance in the face of privation... the sheer will that it takes to sit in this crappy room spying on the dregs of society until our suspect surfaces. There's something ennobling in that.",37
MULDER,Mulder. … Now? … All right.,6
MULDER,I got to go.,4
SCULLY,Mulder...,1
MULDER,"You wanted to see me, sir?",6
SKINNER,"Yeah, sit down.",3
SKINNER,"Two weeks ago a woman named Martha Crittendon disappeared from her home in Bethany, Vermont. Local police haven't turned up any sign of her. I'm hoping you may be able to.",31
MULDER,I'm already on a case.,5
SKINNER,You're on a stakeout. I'm confident Agent Scully can continue in your absence.,13
MULDER,Why? What did I do?,5
SKINNER,There may be aspects to this that... speak to your strengths as an investigator.,14
MULDER,Specifically?,1
SKINNER,Ravens. What do you know about them-- their mythological or... paranormal significance?,12
MULDER,"Well, the, uh... th-the raven is considered a-a very powerful symbol in certain Norse, Celtic and Native American cultures uh, mostly, a negative one. Indians view it as a deceiving spirit, Christianity mostly associates it with evil and, then, of course, there's Poe's raven and, ""nevermore,"" an-and all that stuff.",50
SKINNER,"Martha Crittendon's seven-year-old daughter claimed that she was attacked by a raven earlier the day her mother disappeared. Later, she heard one inside the house before she discovered her mother was missing.",32
MULDER,"No, really, what did I do?",6
SKINNER,"It's the only lead that hasn't been explored. I want to know if it has any bearing on the case. 8092 Cliff St. Bethany, Vermont 05032 802-555-0147",27
MULDER,I'm also assuming that the fact that Martha Crittendon's father is a federal judge also has a little bearing on this case.,22
SKINNER,It's been made clear to me that locating her is my top priority. I'm making it yours as well.,19
SHERIFF PHIL ADDERLY,Agent Mulder?,2
MULDER,Yeah.,1
SHERIFF PHIL ADDERLY,Phil Adderly. Welcome to Bethany.,5
MULDER,Nice to meet you.,4
SHERIFF PHIL ADDERLY,I appreciate the help.,4
MULDER,"Sure. Uh, I don't know how much help I'm going to be. I know you already have a lot of good investigators on the case. So, um... You want to just take a quick look around?",36
MULDER,"Great, thanks.",2
MULDER,"So, tell me about Martha Crittendon.",6
SHERIFF PHIL ADDERLY,"Well, she and my wife Ellen, they're best friends. Martha's... much admired here. She's devoted to her family... active in the community. I mean, needless to say, th-the whole town is very concerned.",33
MULDER,"So, what's your theory on what happened?",7
SHERIFF PHIL ADDERLY,I'm hoping you'll tell me. There's no ransom note... no prints or blood evidence.,14
MULDER,Her husband was out of town when she disappeared?,9
SHERIFF PHIL ADDERLY,"In Miami, at a conference. It checks out. Howard... didn't have anything to do with this.",16
MULDER,What do you know about a raven?,7
SHERIFF PHIL ADDERLY,"Yeah, yeah, Michelle, their, um... their little girl was saying something about that. Got me. Poor kid. You want to talk to her?",23
MULDER,Not necessary.,2
MULDER,"You're sure, uh, Martha's last name isn't Stewart?",8
SHERIFF PHIL ADDERLY,"Tell me about it. Last year, this place made the cover of New England Home.",15
MULDER,How many talons would you say a raven had?,9
MULDER,Never mind.,2
MULDER,You know what this is? You know what was hanging here?,11
SHERIFF PHIL ADDERLY,It was a mirror. It was found broken.,8
MULDER,You had no other signs of struggle?,7
SHERIFF PHIL ADDERLY,Not a one. Does that mean something to you?,9
SHERIFF PHIL ADDERLY,"Howard, this is Agent Mulder with the FBI.",8
MULDER,Sir. I hope we can help.,6
HOWARD CRITTENDON,I appreciate your coming. I'm wondering now if... this isn't just a waste of your time.,16
SHERIFF PHIL ADDERLY,How so?,2
HOWARD CRITTENDON,"With all the police coming and going, this place was a wreck. I was straightening up and I... found something.",20
MULDER,"Uh, birth control pills.",4
HOWARD CRITTENDON,"I think Martha was having an affair. After Michelle we decided not to have more children. I had a vasectomy. They're in Martha's name. She ordered them off the Internet... because, I guess... small towns talk. Of course, then I s-started looking all around and I, uh... found this in the pocket of her favorite coat.",56
HOWARD CRITTENDON,"I don't know what this goes to or what it means, if anything, but... the pills...",16
MULDER,Do you have any idea who your wife may have been seeing?,12
HOWARD CRITTENDON,Whoever he is... Martha may be with him. It explains why we haven't found her. She doesn't want to be found.,21
JENNY UPHOUSE,Cute kid.,2
ELLEN ADDERLY,"Oh, Jenny, you scared me.",5
JENNY UPHOUSE,You do those up yourself?,5
ELLEN ADDERLY,Uh... yeah.,2
JENNY UPHOUSE,I know Martha and you were good friends. You must be pretty upset.,13
ELLEN ADDERLY,"Of course. I'm sure we all are. Hey, maybe you would like some of these to put up on your side of town.",23
JENNY UPHOUSE,"My side of town. Yeah, sure.",6
ELLEN ADDERLY,"Look, I didn't mean that the way it might have sounded.",11
JENNY UPHOUSE,"No, it just naturally comes out that way when you think you're better than everyone. You and Martha are two peas in a pod.",24
ELLEN ADDERLY,"Jenny, I don't think I'm better than anyone.",8
JENNY UPHOUSE,You and me got more in common than you know.,10
SHERIFF PHIL ADDERLY,Yeah. Right. Right. Thanks.,4
SHERIFF PHIL ADDERLY,Whoever Martha was seeing the two of them covered their tracks pretty good. Phone records don't show anything. You think this person took her? Harmed her?,26
MULDER,"I wouldn't rule it out, but I doubt it.",9
MULDER,According to your Audubon book here a raven has four talons. That matches the scratches we found on Martha Crittendon's mantel.,21
SHERIFF PHIL ADDERLY,You're not saying a raven's the reason Martha's gone missing?,10
MULDER,"No, no. Not... not a raven itself. But, in folklore, ravens are companions to evil-- evil spirits, witches, warlocks-- that kind of thing.",23
SHERIFF PHIL ADDERLY,"Agent Mulder, I appreciate the different tack you're taking on this investigation, but this whole bird thing...? And keep in mind you're basing this on the word of a seven-year-old girl.",31
MULDER,"Well, there was also a broken mirror in Martha's house. Mirrors are considered items of enchantment. A broken one … means something. I'm not exactly sure what it is, but it means something.",33
SHERIFF PHIL ADDERLY,"Ellen. Hey, sweet girl. Agent Mulder, this is my daughter Katy, my wife Ellen.",14
MULDER,Hi.,1
ELLEN ADDERLY,"Hi. Oh, we're so glad you're here. Look, our house is your house. We have a spare guest room all set up I'm sure you'll be really comfortable.",28
MULDER,"No, no, that... that's not necessary.",6
ELLEN ADDERLY,"No, no, no. There's no arguments. We're so grateful that you're here to help find Martha. Really, it's the least we can do.",23
ELLEN ADDERLY,Okay.,1
MULDER,"You know, I should really get the Bureau to reimburse you for room and board.",15
ELLEN ADDERLY,"No. Don't be silly. No, this is just a typical meal around here.",13
MULDER,Really?,1
ELLEN ADDERLY,Phil works so much that supper is usually the only time we see each other and I like to make it special.,22
MULDER,Uh... Excuse me. Sorry. Thanks.,5
MULDER,Mulder.,1
SCULLY,"Mulder, please tell me I can go home.",8
MULDER,"Oh, hey, Scully. How's the stakeout?",6
SCULLY,"Well, the furnace broke and I can just about see my breath in here.",14
MULDER,Ouch. I'm sorry to hear that.,6
SCULLY,That... and I've witnessed a couple hundred things I'd like to erase from my brain. Eww.,16
SCULLY,"But as of yet, no mystery woman.",7
MULDER,"Well, she'll come, you know? It's just a matter of time. She'll show up-- I'm sure of that.",18
SCULLY,"Yeah, well not before I die of malnutrition.",8
MULDER,"Hey, Scully, tough it out. Whatever doesn't kill you makes you stronger. Right?",13
MULDER,"No, no, no, no. No capers, thank you.",8
SCULLY,I'm sorry. What?,3
MULDER,"I said, ""What a... what a crazy caper."" I'll talk to you later... and, uh, keep warm. Bye.",18
SHERIFF PHIL ADDERLY,"Did I hear you say something about ""stakeout""? What's the case?",11
ELLEN ADDERLY,"Sweetie, this is family time. Don't make our guest talk shop at the dinner table.",15
SHERIFF,Fair enough.,2
ELLEN ADDERLY,Cheers.,1
MULDER,Cheers.,1
HOWARD CRITTENDON,"What's the matter, Sweetheart? I thought that was your favorite.",10
MICHELLE,It tastes different when Mommy makes it.,7
HOWARD CRITTENDON,Yeah. I know. How about we go get hamburgers? Would you like that instead?,14
MICHELLE,It's back.,2
HOWARD CRITTENDON,"Everything's all right, Sweetheart. I'll be right back.",8
MICHELLE,Okay.,1
MULDER,What do you make of these claw marks?,8
DR. BLANKENSHIP,"Well, one time I saw the victim of a bear attack look something like that … only bears don't plant their kill in the rose garden.",26
MULDER,I was going to say.,5
DR. BLANKENSHIP,The body's been around here for a while-- probably since she went missing.,13
SHERIFF PHIL ADDERLY,What about your ravens?,4
SHERIFF PHIL ADDDERLY,Howard said something about ravens.,5
DR. BLANKENSHIP,Yeah. Feeding on her. See?,5
MULDER,You okay?,2
SHERIFF PHIL ADDERLY,I'm not arresting Howard. I don't care how it looks-- body buried in his own yard-- he didn't do this.,20
MULDER,I agree.,2
SHERIFF PHIL ADDERLY,Poor guy has suffered enough already.,6
SHERIFF PHIL ADDERLY,What are you doing? You shouldn't be here.,8
ELLEN ADDERLY,"Oh, my God. Martha. No.",5
SHERIFF PHIL ADDERLY,"Ellen, honey, I am so sorry.",6
ELLEN ADDERLY,It can't be.,3
SHERIFF PHIL ADDERLY,"It's okay, it's okay. Shh.",5
ELLEN ADDERLY,The thing that did that to her... I think I saw it today.,13
ELLEN ADDERLY,"I saw its reflection. It had a face out of a nightmare. These long claws-- the kind that could... the window shattered-- I don't know how-- and when I turned around, it was gone. I don't know what I thought it was. I didn't think it was real. I mean, how could it be? But then, when I saw Martha's face...",61
SHERIFF PHIL ADDERLY,"Honey, you've been through a lot.",6
ELLEN ADDERLY,You don't believe me.,4
MULDER,I do.,2
MULDER,You said the car window shattered after you saw the reflection and there's a broken mirror in Martha's house. I don't think that's a coincidence.,25
ELLEN ADDERLY,But what could it mean?,5
MULDER,"Mirrors are considered doorways. In the Victorian Era, they built mirrored rooms called psychomantiums where they thought they could summon forth spirits from the spirit world. Denizens from the spirit world were brought into this world.",36
SHERIFF PHIL ADDERLY,Denizens... of the spirit world.,5
MULDER,"Well, you asked about the raven, right? The raven is a carrion bird attracted to death and decay. What if this entity that you saw is somehow a personification of that? What if this creature was brought forth in order to attack Martha? Then the question becomes, ""who summoned it forth?"" Ellen, do you know if Martha had any enemies? Can you think of anyone at all who would have wished her harm?",73
JENNY UPHOUSE,I sure as hell didn't have anything to do with it.,11
