speaker,line,words
JEFFREY CONLON,Tommy? What is it?,4
TOMMY,I'm afraid. I heard something.,5
JEFFREY CONLON,It's just the wind.,4
TOMMY,No. I think it's under the bed. Can you check?,10
JEFFREY CONLON,"Tommy, there is nothing to be scared of, I promise.",10
TOMMY,No. There's something under the bed. You have to check.,10
JEFFREY CONLON,All clear.,2
TOMMY,You sure? I thought I saw something in the mirror.,10
JEFFREY CONLON,"Tommy, it is just your imagination. Now, let's try to get some sleep, okay?",14
TOMMY,"Dad, help! It's in here!",5
TOMMY,Help! Help me! Help!,4
TOMMY,Help! Dad! It's in here! Help! Help me!,8
TOMMY,Dad! Daddy! Dad!,3
FBI CADET,Dr. Scully...,2
SCULLY,After lunch. Sorry. All questions answered after lunch. Thank you.,10
LEYLA HARRISON,Agent Scully...,2
SCULLY,Leyla Harrison. What a surprise.,5
LEYLA HARRISON,"Oh, good. I was afraid I should have made a call first. How have you been?",16
SCULLY,"Oh, uh... busy. And yourself?",5
LEYLA HARRISON,"I'm back in accounting now. Happily, mind you. No regrets. Although I did relish my big adventure on the X-Files unit last year.",23
SCULLY,"I have about five minutes uh, before my next class. Can we talk while I eat?",16
LEYLA HARRISON,Not a problem.,3
LEYLA HARRISON,It's an X-File. I'm sure of it.,7
SCULLY,Where'd you get this?,4
LEYLA HARRISON,It all started when I tracked down a mileage discrepancy in the bureau's vehicle fleet. It turns out a really nice secretary from our Baltimore field office had used a Ford Taurus without authorization.,34
SCULLY,And what does that have to do with...?,8
LEYLA HARRISON,"Well, she was desperate to visit her grandson which is why she borrowed the car. She's the one who told me about this case. This was her daughter.",28
SCULLY,And what makes you think this is an X-File?,9
LEYLA HARRISON,"Well, this dead woman's son -- my friend's grandson -- this is Tommy Conlon.",12
LEYLA HARRISON,Tommy is eight years old. And Tommy told her a monster killed his mother. And his father knows all about it.,21
LEYLA HARRISON,"I know, I know. Why take the word of an eight-year-old? But... look at the autopsy report.",17
LEYLA HARRISON,"Clearly this woman was murdered, and yet...",7
SCULLY,... and yet the coroner concludes that she stabbed herself to death.,11
SCULLY,Agent Harrison I see no reason to disagree with the coroner.,11
LEYLA HARRISON,"But... I mean, how could someone stab themselves sixteen times?",10
SCULLY,"Look, it is unusual but I have seen it before.",10
LEYLA HARRISON,Tommy's father took the boy to some mountain-top in Pennsylvania in the middle of nowhere. He took him away from his friends -- his family. They don't even have a phone. Tommy's own grandmother isn't allowed to see him anymore.,39
SCULLY,"I'm sorry, Agent Harrison but unless you have other evidence...",10
LEYLA HARRISON,"Wait, wait. Tommy said that the same monster that killed his mother killed Spanky his pet cat.",17
SCULLY,"Uh, unless you bring me Spanky, there's nothing I can do.",11
SCULLY,Apple and tuna salad?,4
REYES,"Dana, it's Monica Reyes. Did I catch you at a bad time?",12
SCULLY,I was just putting the baby down. What is it?,10
REYES,I wanted to get your opinion on an autopsy finding. It's pretty unusual. A woman who stabbed herself sixteen times.,20
SCULLY,Last name Conlon? I assume you've been talking to Leyla Harrison?,11
REYES,"Yeah. The three of us are headed to Pennsylvania, in fact. It sounds like you're familiar with the case.",19
REYES,"What do you mean, ""there is no case""?",8
REYES,"Oh, right. Thanks.",3
REYES,Why didn't you tell us you'd already gone to Agent Scully?,11
LEYLA HARRISON,I didn't know that's who you were going to call.,10
DOGGETT,"That's not the point, Leyla. You misled us.",8
LEYLA HARRISON,"Agent Doggett, we're almost there.",5
DOGGETT,"""How'd you spend your Friday night, John?"" Ran around like an idiot.",12
LEYLA HARRISON,Agent Doggett... both of you got in this car believing a little boy may be in danger. What's changed since then? Even if this isn't an X-File -- what will it hurt to keep going?,34
LEYLA HARRISON,"If Agent Mulder were here, he'd keep going.",8
REYES,Jeffrey Conlon?,2
JEFFREY CONLON,Yeah. Can I help you?,5
REYES,Hi. I'm Agent Monica Reyes. This is Agent John Doggett and Agent Harrison. We're with the FBI.,17
JEFFREY CONLON,FBI. Really? What are you...?,5
LEYLA HARRISON,We're here at the request of Dorothy-- your mother-in-law. She's worried about her grandson.,14
JEFFREY CONLON,Tommy is fine. I told Dorothy over and over. There's really nothing more to say.,15
DOGGETT,"Is that blood on your hand, Mr. Conlon?",8
JEFFREY CONLON,"Yeah, I cut myself.",4
DOGGETT,On what?,2
JEFFREY CONLON,A piece of broken glass.,5
REYES,"Sir, can we speak with your son?",7
JEFFREY CONLON,He's asleep.,2
DOGGETT,"It's not even 7:00. It's kind of early for bedtime, isn't it?",12
JEFFREY CONLON,Not for Tommy. And I'd appreciate it if you'd keep your voice down.,13
DOGGETT,"Look, I'm going to be straight with you. We drove a long way.",13
REYES,Agent Doggett is very stubborn. I don't think you'll get him to leave until we see your son.,18
TOMMY,Dad?,1
JEFFREY CONLON,"Tommy, go back inside, please.",5
TOMMY,I heard something. I got afraid.,6
REYES,"Hi, Tommy. I'm Monica. This is John, and this is Leyla.",11
LEYLA HARRISON,I'm friends with your Grandmom. She wanted us to come see how you were doing.,15
JEFFREY CONLON,"Tommy, it's too cold out here. Go back inside the house, please.",12
REYES,Do you remember what you said to your Grandmom? Something about your mother. Do you remember?,16
LEYLA HARRISON,"Monsters. You said there were monsters, right?",7
TOMMY,No such thing as monsters.,5
JEFFREY CONLON,"Tell Dorothy this is exactly why she's not allowed to visit anymore. Now, good night.",15
JEFFREY CONLON,Come on.,2
LEYLA HARRISON,I apologize. I let my imagination run wild and I ruined both your evenings. Thank you in advance for not yelling at me.,23
DOGGETT,Something's going on here.,4
LEYLA HARRISON,Wait... there is?,3
REYES,That little boy only said what his father wanted him to say.,12
DOGGETT,Did you notice the dirt on that guy's hands and knees? He's been digging. This time of the year he sure as hell ain't gardening. I say we find a judge get a warrant... search the place.,37
TOMMY,Dad?,1
TOMMY,The monsters aren't going to let those people leave are they?,11
JEFFREY CONLON,"They're leaving, Tommy. They're leaving right now.",7
TOMMY,It's too late.,3
DOGGETT,What the hell?,3
REYES,"Oh, God. A possum, maybe?",5
DOGGETT,That doesn't make any sense. How'd it get from here into the vents?,13
SCULLY,Who is it?,3
GABE ROTTER,It's Gabe Rotter. I have the thing you've been waiting for.,11
SCULLY,Who?,1
GABE ROTTER,Gabe... Rotter. I'm a friend of Leyla Harrison.,8
SCULLY,Do you know what time it is?,7
GABE ROTTER,"Hey, I just do as I'm told. Enjoy.",8
SCULLY,Whoa. What the hell is that?,6
GABE ROTTER,A dead cat.,3
SCULLY,Come again?,2
GABE ROTTER,"Yeah, his name's Spanky. Leyla said you're helping her out on a case and you needed it ASAP, so... hey, you're welcome.",22
SCULLY,I am going to be exceptionally polite. Leave. Now. Leave now and take that with you.,16
GABE ROTTER,Do you have any idea what I went through to get this thing? I snuck onto the property where your perp there used to live and I dug up the whole thing looking for it.,35
