speaker,line,words
ANNOUNCER,"This is really shining right out into the studio. The malfunction cut off power to rural parts of Kroner County. Up next, the amazing story of two giant pandas in love. But first, let's check in with Holman Hardt and the weather.",42
HOLMAN,"Well, still no rain in sight for the Kroner Hills region as yet another winter storm passes south of us. I'll have all the numbers and my five-day forecast right after this.",32
SHEILA,"Hey, baby, you're home early.",5
DARYL,"Sheila, we got a really big problem here. What in the hell were you thinking?",15
SHEILA,Happy Valentine's Day.,3
DARYL,We made a deal. We agreed to keep the engagement secret until I said so.,15
SHEILA,"I know, but I just wanted everybody in town to know why I've been so happy the last few months.",20
HOLMAN,...to yet another bone-dry day. Current temperature in Kroner is 45 degrees.,12
SHEILA,I know business has been slow but we can't stop living just 'cause it hasn't rained in a spell.,19
DARYL,Maybe we should just call off the engagement.,8
SHEILA,"Don't do this, not today. It'll rain soon. I can feel it.",12
DARYL,"I-I just need time to think. Oh, look at that. And you wonder why your ass is so big.",19
DARYL,": ""It'll rain soon. I can feel it.""",7
RADIO,What I got they used to call the blues Nothin' is really wrong Feelin' like I don't belong Walkin' around …,21
DARYL AND RADIO,Some kind of lonely clown Rainy Days and Mondays always get me down...,13
RADIO,"Funny, but it seems I always wind up here with you Nice to know somebody loves me Funny, but it seems that it's the only thing to do Run and find the one who loves me",36
DARYL,I'll be damned.,3
RADIO,What I feel has come and gone before,8
DARYL,Yee-ha! Ow!,2
RADIO,No need to talk it out We know what it's all about Hangin' around Nothin' to do but frown Rainy days and Mondays always get me down Hangin' around Nothin' to do but frown Rainy days and Mondays always get me down.,42
SCULLY,Don't look at me. This was your idea.,8
MAYOR,"Agent Mulder, welcome to Kroner. I'm Jim Gilmore, the mayor. We spoke on the phone.",15
MULDER,"Nice to meet you, sir.",5
MAYOR,"If I'd have known you was bringing the missus, I would've arranged for fancier accommodations.",15
SCULLY,"I'm Agent Scully, Agent Mulder's partner. I'm... sure the accommodations will be just fine.",14
