speaker,line,words
TONY,"Max. Max, you there?",4
MAX,"You're late, kid. You get lost?",6
TONY,Sorry. Had to wait till my mom took off.,9
CHASTITY,"It's way past his bedtime, Max. He's not cut out for this.",12
TONY,Cut out for what?,4
MAX,"Oh, there's more here than just trees. Before you can find out what, I got to know that you're not going to tell anyone about this place.",27
TONY,I won't. I swear.,4
MAX,"It's a vow, Tony. Don't make it if you're going to break it.",13
TONY,"I won't break it, man. Not ever.",7
MAX,No matter what? Even if someone dies tonight?,8
DEPUTY FOSTER,"Anthony Reed. Got any outstanding warrants, Anthony?",7
TONY,"No, of course not.",4
DEPUTY FOSTER,"Well, I'm going to have to check it out for myself so put your hands on the vehicle.",18
TONY,"Look, I was just taking a walk.",7
DEPUTY FOSTER,"Uh-huh. Right past all those big ""no trespassing"" signs? Now, you just stand there for a minute.",17
TONY,"Come on, man, I didn't do anything.",7
DEPUTY FOSTER,I wish I had a nickel for every time I had to drag you kids out of these woods. It would be a lot of nickels. Deputy Foster to Dispatch...,30
WOMAN ON RADIO,"Dispatch to Deputy Foster, can you repeat that request?",9
TONY,Sir?,1
WOMAN ON RADIO,Dispatch to Foster. I didn't quite copy your last transmission.,10
TONY,Officer?,1
WOMAN ON RADIO,Dispatch to Foster. Do you copy?,6
WOMAN ON RADIO,"Deputy Foster, this is Dispatch. Do you copy? Deputy Foster, sir, what's your 20?",14
MULDER,Uh. There you are. Heavy traffic?,6
SCULLY,Slow going. Let's just say I had ample time to read the police report that you faxed me.,18
MULDER,Thoughtfully provided by the local authorities even though it doesn't begin to tell the whole story.,16
SCULLY,"Sheriff's deputy is slain during a routine patrol. It's a tragic occurrence but I don't see the mystery here, Mulder.",20
MULDER,Except that the deputy was beaten to death by an invisible assailant.,12
SCULLY,"Yes, but that's according to the young man who's accused of his murder.",13
MULDER,"One Tony Reed, and I'm guessing wrongfully accused. He's an ""A"" student moved here a few months ago from Philadelphia. He's never been in trouble in his life.",28
SCULLY,"Mulder, tell me you've got more than SAT scores to show that this Tony Reed didn't commit this crime.",19
MULDER,Maybe. Take a look at the body.,7
MULDER,"The former Deputy Ronald Foster. As you can see, the report doesn't quite do it justice.",16
SCULLY,"Oh, my God, it looks like he was hit with a sledgehammer.",12
MULDER,Police flashlight. One blow.,4
SCULLY,"The damage to the maxillofacial bones and the cranium is consistent with a blunt-force trauma, but... I'd say that, uh, Tony eats his Wheaties.",24
MULDER,Check out the back of his head.,7
SCULLY,Ugh. His eyeglasses.,3
MULDER,"Penetrated to the back of his skull. Babe Ruth couldn't hit this hard, let alone a high school sophomore.",19
SCULLY,"Well, maybe if he was under the influence of PCP or some kind of stimulant.",15
MULDER,"No, his tox screen came back negative.",7
SCULLY,"Well, even so, I mean, stress and fear may have triggered an adrenaline response which is known to enable feats of near-superhuman strength.",23
SHERIFF HARDEN,Agent Mulder? How long are you planning on being down here?,11
MULDER,"Uh, Sheriff Harden, this is my partner, Agent Scully.",9
SHERIFF HARDEN,"How long you planning on being down here? I'd like Ron left in peace. I don't know what there is to see, anyway. We got the kid who did it.",30
SCULLY,"Sheriff, we don't mean to second-guess you. We're just hoping to be of some assistance.",15
SHERIFF HARDEN,"Well, I don't need it. I got the murder weapon with bloody fingerprints and once the state crime lab matches that up with Tony Reed, it's open and shut.",29
MULDER,"Well, uh... we're done here. Right? But, Sheriff Harden, you won't mind if I talk to Tony Reed, do you? I mean, it won't hurt your case and if he did do it, you'll want to know why.",38
MULDER,What?,1
MULDER,"Well, Tony, this must be your lucky day for visitors. This is Agent Scully with the FBI...",17
TONY,I'm not talking anymore. Okay?,5
SCULLY,"Well, that might make things worse and they seem pretty bad already. In your statement you say that Deputy Foster stopped you but you don't say why.",27
MULDER,"Come on, you were cruising, right? I mean, a small town like this you're not exactly living La Vida Loca. I know-- I grew up in Dullsville, too, you know. Nothing to do but drive and park.",37
TONY,How long ago was that?,5
TONY,Look. Don't you think I know what you're doing? You're like the tenth cop who's come in here trying to relate to me till I confess.,26
SCULLY,"If you didn't do it, it's all the more reason to clear it up.",14
TONY,Everything I know is in my statement.,7
MULDER,"Okay, but bear with us 'cause we're old and stupid. How long was it between the time you heard the scream to the time you found Deputy Foster?",28
SCULLY,"Tony, you're not likely to get a fairer hearing than this.",11
TONY,Maybe ten... 15 seconds.,4
MULDER,"Okay, but you didn't see anyone near the patrol car? You didn't hear anything? And you're still gonna stick with your story that you were the only one there. Is that right?",32
TONY,I want to go back to my cell.,8
SCULLY,16 years old and his life is over unless he starts telling the truth.,14
MULDER,"If you really think he's guilty, Scully, why don't you ask Why didn't he say that, uh, a pickup full of hillbillies drove by and clobbered the Deputy and ran away?",31
SCULLY,"I'm not saying he's guilty, Mulder. I'm inclined to agree that Tony Reed did not commit murder but I think that he saw the person who did, and he may be covering up for him.",35
MULDER,I'm not sure there was a person to see. I think there was a force at work here.,18
SCULLY,What kind of force?,4
MULDER,"I don't know-- some kind of territorial or spiritual entity, maybe. Poltergeists have long been associated with violent acts like this and they tend to manifest around young people. They seem to be drawn to the turmoil of adolescence.",39
SCULLY,Mulder. Rather than spirits... can we at least start with Tony's friends? Please? Just... for me? I think there's one person in particular I'd like to talk to.,28
MR BABBITT,"Let's wrap it up, people. Two minute warning.",8
MR BABBITT,"There goes half your grade, Max. You missed the midterm.",10
