speaker,line,words
MULDER,"I have lived with a fragile faith built on the ether of vague memories from an experience that I can neither prove nor explain.When I was twelve, my sister was taken from me, taken from our home by a force that I came to believe was extraterrestrial. This belief sustained me, fueling a quest for truths that were as elusive as the memory itself. To believe as passionately as I did was not without sacrifice, but I always accepted the risks... to my career, my reputation, my relationships... to life itself...",91
MAN,Let's move out!,3
NURSE,"We need a frostbite bay, stat!",6
DOCTOR,"All right, let's get ready, please! Basal temp's eighty-six degrees.",10
NURSE,Right eye dilated. Left eye dilated.,6
DOCTOR,"All right, people, let's get him into that tub or we're going to lose him. On three... one, two, three...",20
SECURITY GUARD #1,Hold it...,2
SCULLY,An Agent Mulder was brought here tonight?,7
SECURITY GUARD #1,"This is an authorized area, military personnel only.",8
SCULLY,I'm a federal agent!,4
SECURITY GUARD #2,Ma'am!,1
SECURITY GUARD #1,"Hold on, you're not going anywhere until we can see some I.D.",12
SCULLY,There's no time for this. A man is dying.,9
MULDER,"What happened to me out on the ice has justified every belief. If I should die now, it would be with the certainty that my faith has been righteous. And if, through death, larger mysteries are revealed, I will have already learned the answer to the question that has driven me here... that there is intelligent life in the universe other than our own... that they are here among us... and that they have begun to colonize.",77
SCULLY,"I'm Dana Scully, I'm Agent Mulder's partner. What are his vitals?",11
DOCTOR,He's suffering from extreme hypothermia.,5
SCULLY,No... you've got to get him out of the tub.,10
DOCTOR,"He's dying, he's lost all his body heat.",8
SCULLY,"You've got to listen to me! If you keep him in there, you're going to kill him! The cold is the only thing that's keeping him alive.",27
NURSE,His heart stopped!,3
DOCTOR,Give me one amp of epinephrine in a cannula!,9
OFFICER,"You got to see this captain, we got a UFO or something buzzing us. Right up here. It's been just hovering up there for about twenty minutes.",27
CAPTAIN,Could be a helicopter.,4
OFFICER,Not the way it flew over us.,7
MAN,It's coming at us again.,5
OFFICER,It's going to crash...,4
CAPTAIN,Reverse engines!,2
DECKHAND,Reverse!,1
CAPTAIN,We're going after it.,4
WOMAN,Thank you very much.,4
NURSE,You're welcome.,2
ANCHORMAN,...has been covering this story and files this report.,9
REPORTER,"Two days ago, the crew of an ice cutter working the arctic circle thought they had seen a UFO when a strange aircraft plunged into the Beaufort Sea. But a short time later, they recovered what is now believed to be a Russian fighter pilot from the icy water where he miraculously survived the extreme arctic temperatures. The man was airlifted to a military hospital in Alaska where he was listed in stable condition. But while authorities have been trying to determine just who the pilot is, we've learned that he's apparently walked out of the hospital......and is now listed as missing. Reporting from our field...",106
ALIEN BOUNTY HUNTER,Where is he?,3
LANDON PRINCE,I don't know!,3
MULDER,I have been looking for you.,6
SCULLY,I was just down the street. Someone fired more shots at the White House last night.,16
MULDER,You got to wonder about a country where even the President has to worry about drive-by shootings.,17
SCULLY,What are you working on?,5
MULDER,I found these in my e-mail this morning... three obituaries.,10
SCULLY,Sent by whom?,3
MULDER,Nobody I know but obviously somebody who knows me.,9
SCULLY,Why?,1
MULDER,"The deceased are Doctor Landon Prince of Scranton, Pennsylvania... Doctor Dale Gayhart of New York City......and Doctor Harvey Buchanon of Tea Neck, New Jersey. All worked in abortion clinics. They died in separate arson fires.",35
SCULLY,Sounds like the work of militant right-to-lifers.,7
MULDER,Sounds like it.,3
SCULLY,Why would somebody send them to you?,7
MULDER,It's taken me all morning to figure that out.,9
SCULLY,What did you find?,4
MULDER,"This is the latest victim, Doctor Landon Prince. And these are the other two victims... Doctors Gayhart......and Buchanon.",18
SCULLY,Triplets?,1
MULDER,"Nope. I can't find any blood connection between them. In fact, I can't find any records on them at all. It's as if before they died, they never existed.",29
SCULLY,What?,1
FEDERAL MARSHALL,"Doctor Prince performs legal, clinical abortions which seems to be having its own share of occupational hazards these days.",19
MULDER,You don't know anything else about him?,7
FEDERAL MARSHALL,"Nah, he went about his work quietly. None of his family's come forward.",13
SCULLY,"What about the man you arrested, this, uh, preacher?",9
FEDERAL MARSHALL,"Reverend Calvin Sistrunk. He's got a motive, he's threatened these abortion docs before. He was carrying this when we arrested him. We're hoping for an indictment.",26
MULDER,As soon as you locate Doctor Prince's remains.,8
FEDERAL MARSHALL,Yes... but that fact hasn't been released.,7
MULDER,"Well, there have been two identical fire deaths. Neither body has been found.",13
FEDERAL MARSHALL,We're quite certain he was in the building. His car was in the parking lot. We found his keys in the stairwell where the fire was started. He's been missing since the incident. Could be we'll just be finding teeth and bone.,42
CALVIN SISTRUNK,Good afternoon.,2
FEDERAL MARSHALL,Reverend Sistrunk... these are Agents Scully and Mulder. They want to ask you...,13
CALVIN SISTRUNK,...if Doctor Prince burns in hell's fire for his murder of the unborn? If his damnation is God's will?,19
MULDER,"Is that what you think, Reverend?",6
CALVIN SISTRUNK,I guess it's a question of opinion.,7
MULDER,"Well, it's my opinion that whoever killed Doctor Prince will also be linked to two other murders. How do you feel about that?",23
CALVIN SISTRUNK,"There are those who endorse the killing of the heathen sinner in God's name, but I, sir, am not one of them.",22
MULDER,Have you been to New York or New Jersey in the past two weeks?,14
CALVIN SISTRUNK,"No, sir.",2
MULDER,"This clipping, where'd you get it?",6
CALVIN SISTRUNK,"From the newspaper. Obviously, there are more of God's soldiers seeking this man for judgement.",15
MULDER,Which newspaper?,2
CALVIN SISTRUNK,"The local paper, up in Binghamton.",6
WOMAN,"Oh, yeah. I remember this one. The man who placed this payed cash.",13
SCULLY,Would you recognize his face?,5
WOMAN,I might. No. That's not him.,6
MULDER,Do you have a record of his name or address?,10
WOMAN,"No, we don't. He wouldn't sign anything. In fact, he called and asked to place that ad a second week, so we did but he never came back to pay.",30
MULDER,Thank you.,2
WOMAN,Sure.,1
SCULLY,"I've got a bad feeling about this case, Mulder.",9
MULDER,What do you mean?,4
SCULLY,"Well, nothing about it makes sense. We've got three deaths of identical victims, no bodies, a virtual non-suspect...",18
MULDER,Sounds just like an X-File.,5
SCULLY,"You don't even know who sent you that information. I mean, we've been set up before.",16
MULDER,"If somebody really wanted to set us up, would they give us this little to go on? There's something bigger here, Scully. I'd be willing to bet there are more of these guys out there.",35
SCULLY,More victims?,2
