speaker,line,words
REYES,Thanks for the beer.,4
DOGGETT,Thanks for the lift.,4
REYES,"So, big plans for the weekend?",6
DOGGETT,"Oh, huge. Microwave pizza, satellite TV.",6
REYES,Wow. Thanks for making my life sound exciting. Maybe we both need pets. They say people with pets live longer.,20
REYES,"There's dog people, and there's cat people. You are a dog person, John.",13
DOGGETT,How do you figure?,4
REYES,"You're faithful, you're dependable, you're without guile, you're very comfortable to be around. So why a cat?",17
DOGGETT,"Low maintenance. They don't expect much from you, so you can't disappoint 'em.",13
REYES,"I don't see you ever disappointing anyone, John.",8
DOGGETT,See you Monday?,3
REYES,Yeah. See ya.,3
ER NURSE,"One, two and three.",4
DR. JACK PREIJERS,Miss... ?,1
ER NURSE,Reyes.,1
DR. JACK PREIJERS,How you feeling tonight? You with us?,7
FADE TO WHITE,nan,1
REYES,Hello? Is anybody here?,4
STEPHEN MUDOCH,"Hello. It's okay. I was a little freaked out, too... at first.",12
REYES,Who are you?,3
STEPHEN MURDOCH,Stephen Murdoch. I-I don't even know if that matters anymore but my name is Stephen. Did you just look outside?,20
REYES,Where did everybody go?,4
STEPHEN MURDOCH,"I think the question is, ""where did we go?"" Were you in an accident?",14
REYES,I think I was hit by a car on my way home.,12
STEPHEN MURDOCH,"I came in with chest pains. Mr. Barreiro, someone new. I found Mr. Barreiro wandering around here same as you. He fell at a construction site where he used to work.",31
REYES,"No. No, I don't believe that.",6
VAL BARREIRO,Have you ever been dead? So how do you know you're not?,12
DOGGETT,"Hell of a thing to wake up to, huh?",9
DOGGETT,We stopped after work. She had a beer.,8
SCULLY,"Well, the man who hit her had fifteen. Don't do this to yourself, John.",14
SCULLY,"It's true, John. She's gone.",5
DOGGETT,I don't accept that. Look at her breathing. Her heart's still beating. There's got to be hope.,17
SCULLY,"There's no measurable electrical activity in her brain. Brain death is... indeed death, John.",14
SCULLY,I'm sorry.,2
STEPHEN MURDOCH,"The thing is, it's not that bad, once you get used to the idea.",14
REYES,"Have you seen this? It's nonsense, all of it. There's not a single sign on any of the walls here. Why is that?",23
REYES,"You say we're dead. This seem like heaven to you? A big, deserted catholic hospital?",15
STEPHEN MURDOCH,"I didn't say this was heaven. For all I know, it's... it's hell.",13
STEPHEN MURDOCH,I don't know anything for sure. Maybe this place is a way station; to what comes next.,17
STEPHEN MURDOCH,Where are you going?,4
REYES,I'm finding a way out.,5
DR. JACK PREIJERS,Jack Preijers. I'm very sorry for your loss.,8
DOGGETT,"Look, you two are the experts but there's got to be something more that can be done.",17
DR. JACK PREIJERS,"Well, I wish there were. And I don't mean to make this any harder but I do have information you both need to hear.",24
DR. JACK PREIJERS,Your partner had a living will. She signed an organ donor card.,12
DOGGETT,Uh-uh. No way.,3
SCULLY,John...,1
DOGGETT,"Just slow down, all right?",5
DOGGETT,"She's lying there in one piece. There's no fractures, no damage to her skull. Does that add up to you?",20
SCULLY,"John, at the end of the day it doesn't matter. It doesn't change the diagnosis or her prognosis.",18
DR. JACK PREIJERS,"In these situations time is always of the essence. There is a woman in Minnesota who can be saved by your friend's heart. In a real sense, she will live on.",31
REYES,Mr. Murdoch?,2
REYES,Mr. Barreiro?,2
REYES,"You, stop!",2
STEPHEN MURDOCH,Monica?!,1
STEPHEN MURDOCH,Monica!,1
STPEHEN MURDOCH,What's happening to him?,4
REYES,"Oh, my god.",3
DR. JACK PREIJERS,I am so very sorry for your loss.,8
DOGGETT,They're burning up the phone lines down there. Arranging with all these other hospitals how to divvy up Monica. They say they could do it as early as tomorrow.,29
DOGGETT,Is there anything... anything at all?,6
SCULLY,I did note some minor swelling in the left anterior which is consistent with subdural haematoma.,16
DOGGETT,Minor swelling?,2
SCULLY,I-I don't know if that means anything. It's not like there's an exact formula for how much damage equals death.,20
DOGGETT,What about this?,3
DOGGETT,"This was monitoring her brain activity, right? Electrical impulses.",9
SCULLY,Yeah. She had EEG monitoring after the point that she coded.,11
DOGGETT,Suddenly they just stop here. Right here. And if we can learn what this is maybe we can reverse it.,20
SCULLY,Agent Doggett.,2
STEPHEN MURDOCH,"Okay, so-so this woman you saw--she went through the wall?",10
REYES,"I don't know. She was here, and then she disappeared.",10
STEPHEN MURDOCH,"Disappeared? What do you mean, like Mr. Barreiro did? Barreiro.",10
STEPHEN MURDOCH,"Okay, okay, let's concentrate on one unexplainable event at a time here. What the hell happened to Mr. Barreiro?",19
REYES,My opinion? I think he died.,6
REYES,You can't die if you're already dead. Which backs up my belief that you and I are alive. I have no idea where she went.,25
STEPHEN MURDOCH,Hold on. If he's dead... and we're not... then where the hell are we?,14
DOGGETT,Dr. Preijers.,2
DR. JACK PREIJERS,I'll be there in one minute.,6
DOGGETT,"I'm wondering about this moment on my partner's EEG tape--8:11 P.M., When brain death apparently occurred.",16
DR. JACK PREIJERS,You're reviewing our records?,4
DOGGETT,"Well, no offense, but yeah. I just need to know if there was some change in Monica's condition leading up to this.",22
DR. JACK PREIJERS,"Agent Doggett, if you're trying to build a malpractice case against me or this hospital...",15
DOGGETT,I'm not. I just want the facts.,7
DR. JACK PREIJERS,"Whitney, could you pull the code notes from earlier tonight, please?",11
NURSE WHITNEY,Mm-hmm.,1
DOGGETT,"Look, Monica had a seat belt and an airbag protecting her through the crash. The ambulance crew said she was conscious at the scene. I just think there's something we're all missing.",32
DR. JACK PREIJERS,"Well, I don't think this will help you any but this describes what my team and I did to save your friend. You can take it, copy it, study it at your leisure.",33
[CLOSED CAPTION,DR. JACK PREIJERS: If you'll excuse me... ],7
AUDREY PAULEY,"Uh, I-I'm a patient aide. I deliver the flowers mostly. Are you her husband?",14
AUDREY PAULEY,"You love her, though.",4
AUDREY PAULEY,She's not gone. Not her soul.,6
DOGGETT,I wish I could talk to her. I wish I could tell her. Guess I wish a lot of things.,20
STEPHEN MURDOCH,"Come on. You're not giving up, are you?",8
STEPHEN MURDOCH,Monica.,1
AUDREY PAULEY,I'm Audrey. I-I work at the hospital.,7
REYES,"Audrey, I'm Monica. Stephen and I just want to get out of here. Will you show us the way out?",20
AUDREY PAULEY,I can't. I can't help you.,6
STEPHEN MURDOCH,Why not?,2
AUDREY PAULEY,I came to tell you your friend... loves you very much.,11
REYES,My friend? Did you talk to John? Does he know where I am?,13
AUDREY PAULEY,They all think you're dead.,5
REYES,Wait! Give my friend a message. Tell him he's a dog person.,12
DR. JACK PREIJERS,"Hey, Whitney.",2
NURSE WHITNEY,"Doctor, it's not my place to say, but you might want to review the code notes for tonight.",18
