speaker,line,words
SCRUFFY GUY,"Look, Ben. This is what infuriates me. Don't you see? It's so painfully obvious. Why do you think our stock's in the toilet? Because you're cutting research and development in half. You've forgotten what the adventure's all about.",38
SUIT GUY,"Like it or not, the industry's changing. We need to make some hard choices.",14
SCRUFFY GUY,You save your sound bite for the press.,8
SUIT GUY,Let's not relive the stockholder's meeting again.,7
SCRUFFY GUY,Don't you get it? You're killing me! You're killing my company!,11
SUIT GUY,"Eurisko is not your company, Brad - - not any more. And you damn well better grow up and get used to it.",21
SCRUFFY GUY (BRAD WILCZEK),You're going to regret this.,5
SUIT GUY,"New paragraph. As I'm sure everyone on the Board will agree, Eurisko has to face head on the realities on an increasingly competitive world. Since the unfortunate departure of Brad Wilczek, I have made certain recommendations which I believe will reposition Eurisko as an industry leader. DRAKE, BENJAMIN - DATA INTERCEPT) At the top of this list, is the immediate termination of the COS project. It's disastrous performance over the past three quarters and projected losses well into 1994 leave us no other choice.",83
DRAKE,Hello? Hello!,2
PHONE VOICE,"At the tone, Eastern Standard Time will be 7:35 P.M.",10
DRAKE,What the hell?,3
COMPUTER VOICE,File deleted.,2
JERRY,Mulder.,1
MULDER,Jerry?,1
JERRY,"You're Dana Scully, right? Jerry Lamana.",6
MULDER,Jerry and I worked together in Violent Crimes.,8
JERRY,Worked together? What are you talking worked together. We were partners.,11
LUNCH CART GUY,"That's $8.50, please.",3
MULDER,"So, Jerry, what are you doing here?",7
JERRY,Looking for you. And I'm buying you two lunch.,9
SCULLY,"No, really...",2
JERRY,"No, it's on me.",4
JERRY,Cause of death was electrocution.,5
SCULLY,And it wasn't accidental?,4
JERRY,"It looks like some kind of elaborate booby trap, but we don't know a whole lot more. The building engineer just found him twelve hours ago.",26
SCULLY,Who's running the investigation?,4
JERRY,Do either of you know Nancy Spiller?,7
SCULLY,The forensics instructor at the Academy? We used to call her the Iron Maiden.,14
JERRY,"On a good day. Well, anyway she's putting together the squad and, well, I took the liberty of mentioning your name.",21
MULDER,"Look, Jerry. I'd like to help you out, but we're not on general assignment.",14
JERRY,"Because of the X-Files? Look, the truth is, I could use a little help on this. I don't want to drop the ball on this one.",26
MULDER,You won't drop the ball.,5
JERRY,"Drake wasn't just a CEO of a Fortune 500 company. He was a good friend of the Attorney General's. Another feather in my cap would be really nice right now, because the one I got's looking a little mangy.",39
MULDER,"Yeah, but Jerry...",3
JERRY,"Look, I wouldn't ask if it wasn't important.",8
SCULLY,How come you two went your separate ways?,8
MULDER,I'm a pain in the ass to work with.,9
SCULLY,Seriously.,1
MULDER,I'm not a pain in the ass? We had different career goals. Jerry wanted the fifth floor.,17
SCULLY,And you?,2
MULDER,I was gunning for a basement office with no heat or windows.,12
SCULLY,I know where you ended up. What about Jerry?,9
MULDER,He ran into a little bad luck in Atlanta working hate crimes.,12
SCULLY,What kind of bad luck?,5
MULDER,"He misplaced a piece of evidence, bagged and everything. Sent it to the cleaners. By the time he got it back, a federal judge had lost both his hands and his right eye.",33
SCULLY,Twenty-nine?,1
MULDER,Uh-huh.,1
ELEVATOR,Going up.,2
SCULLY,Must be for the visually impaired.,6
MULDER,How do you like that? A politically correct elevator.,9
ELEVATOR,Third floor....Fourth floor....,3
MULDER,You okay?,2
SCULLY,Yeah. What was that?,4
MAN'S VOICE,Yes?,1
SCULLY,Hello?,1
MAN'S VOICE,Security. Who's this?,3
SCULLY,This is Agent Dana Scully.,5
MAN'S VOICE,"Agent Scully, do you have a problem?",7
SCULLY,"Uh, actually, I think everything's okay.",6
JERRY,Someone has tampered with the servo. They switched the ground to the negative so that when he put the key in the lock...,23
SCULLY,...he completed the circuit.,4
