speaker,line,words
CARPOOL MAN,"Hurry up! Uh, next time, maybe take a leak before we leave work. Okay, Dipwads?",15
MAN WHO PEED 1,"Can you read sign language, Guy?",6
CARPOOL MAN,Is that your IQ or the number of Dipwads your mother had?,12
CARPOOL MAN,"Not you, too, Sandy? Sorry, man. You got to hold it till you get home.",15
CARPOOL MAN,"See you tomorrow, Sandy.",4
CARPOOL MAN,"Hey, Sandy, chop chop.",4
CARPOOL MAN,Help!,1
FADE TO,Mulder addressing the OPR committee in conference room. Several ADs are present.),12
MULDER,Using a process that restores moisture to the documents and by a reassembling of fragments I should be able to recover a large percentage of the case material that was destroyed in my office fire several months ago... And while this process will be tedious and ongoing what I've already recovered will allow Agent Scully and I to begin work on the X-Files immediately.,64
AD MASLIN,"Agent Mulder... Agent Mulder, I'm reading here a very pie-in-the-sky report about global domination plans by vicious, long-clawed spacelings? Is there going to be data to back this vague, omnibus account?",31
MULDER,Yes.,1
AD #1,I see your renowned arrogance has been left quite intact. You're asking us to accept this report of a spaceship buried under polar ice and your death-defying escape from it?,30
MULDER,"The ice had become superheated by the ship as it rose beneath us, causing the ice to collapse.",18
AD #1,"This entire story is essentially unintelligible and, therefore, encourages unintelligible analysis.",11
MULDER,"Well, I was hoping that you'd look more closely at the reports of mine and Agent Scully's medical conditions.",19
AD #2,"These spacelings, Agent Mulder... They weren't something I saw in Men in Black?",13
MULDER,I didn't see Men in Black.,6
AD #2,"Well, it's a damn good movie.",6
MULDER,As much as this all may sound like science-fiction we can and will prove the validity of our report.,19
AD MASLIN,"And, so, the plot... I-I'm just trying to get this straight. The plot is for these spacelings to take over the planet aided by a group of men here on earth?",31
MULDER,A shadow conspiracy within our own government.,7
AD MASLIN,"Who are growing corn in the middle of the desert which features pollen which was genetically altered to hold a virus which will be taken away by bees whose sting transmits the virus, causing the growth of an extraterrestrial biological entity inside the human host?",45
MULDER,Which we will prove now that the X-Files have been reopened.,11
AD #1,Your presumption is far greater than the case you make for that eventuality.,13
MULDER,I'm not sure I understand.,5
AD #1,You're here to justify your reassignment on the X-Files with little more than a rattletrap account of high adventure in the Antarctic.,22
AD #2,Not to mention some very questionable travel expenses.,8
AD MASLIN,"Let us remind you that the FBI is not a school for science or for the grinding of personal axes and, hopefully, you will be able to present us with some material evidence to support a continued investigation.",38
MULDER,"Agent Scully was assigned to the X-Files as a scientist, was stung by one of these bees and was infected with this virus. She is here today with hard and incontrovertible evidence... Scientific proof that the virus she was infected with is, in fact, extraterrestrial.",45
MULDER,"Next time, I'll wear a clown suit and do balloon tricks.",11
SCULLY,"Mulder, I was hoping it wouldn't come up.",8
MULDER,The only reason I was in there was because you assured me there was a scientific basis for what we saw.,21
SCULLY,"Mulder, let me remind you once again... What I saw was very little.",13
MULDER,"Look, Scully, that excuse is not going to work this time. You were there and you were infected with that virus.",21
SCULLY,"Mulder, yes there is a scientific basis for what happened to me. I was exposed to a virus but as it turns out, Mulder, that virus is not what you thought. Look, I can't identify it, Mulder-- I have run three separate tests--but I can tell you without a doubt that that virus' DNA and proteins are very much of this world.",62
MULDER,I saw what that virus did. I saw it generate a new being... An alien being inside a human body.,20
SCULLY,"It attacks and destroys human cells but that is all it does, Mulder. It creates nothing. Look, I don't like telling you this... And I know that you don't want to hear it... Not that you can't question me and what I saw but what you can't question is the science.",51
CSM,There was some sloppiness in Phoenix where they found the body. The local PD got involved. These were taken at the scene by a crime reporter.,26
FIRST ELDER,These were run in the press?,6
CSM,I trumped up a story about a crazy Indian on the loose. Never underestimate the public's willingness to blame the Red Man for... anything they can't explain.,27
SECOND ELDER,How did this happen?,4
CSM,He was one of ours. He must've accidentally injected himself while he was working on the virus. It took just 12 hours for the creature to gestate.,27
FIRST ELDER,This thing's alive?,3
CSM,Yes. It's killed a man.,5
FIRST ELDER,It's out there somewhere?,4
CSM,As far as I know.,5
SECOND ELDER,"God almighty, we can't have this thing running loose.",9
CSM,I'm managing the situation.,4
FIRST ELDER,You can manage all you want. Someone's got to find this thing.,12
CSM,Someone has to kill it. The response must be equal to the threat.,13
FIRST ELDER,Can you dispose of this problem?,6
CSM,Yes.,1
SKINNER,You're wasting your time.,4
MULDER,You need evidence to justify our reassignment. I've just got to bring it back from the ashes.,17
SKINNER,"Nothing you might restore is going to help you, Agent Mulder. It's over and done. Your reassignment on the X-Files has been denied.",23
MULDER,How can it be denied? We're the only reason the X-Files were reopened in the first place. There's no other reason to reopen them.,24
SKINNER,I'm not arguing...,3
MULDER,"Well, then, who is?",4
SKINNER,When will you accept that no amount of pressure or reason will bring to heel a conspiracy whose members walk these halls with absolute impunity?,25
MULDER,Was there a vote?,4
